epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y,messages
1,train,1.1361643075942993,30.265625,30.265625,1.5,2.140625,2.140625,91,10,2.943359375,4.71484375,2.94584614707822,2.9458614654636097,2.9458822736124506,2.955124020625752,2.94667452769478,2.9472914675657624,2.9481384310216976,3.0049822078139092,0.375732421875,,,2.94140625,0.582668616178302,0.582668616178302,7.162105003080282,0.8022058807173273,0.11200699799462786,0.02827096897913428,0.006553001531073731,0.03116880490336449,0.006603025350652038,0.7774312828229881,0.24792369620352797,0.019404883710296694,0.006187250432472271,6.9419799202449255,0.5621699921113863,0.08098121840887605,0.051370050202246276,0.01138195972308564,0.0959415292112471,0.019762954025112543,0.46704135480152154,0.14330421489389938,0.07215609367812004,0.021578399878983263,baseline
2,train,0.8764936923980713,39.71875,39.71875,1.4951171875,2.013671875,2.013671875,2,2,1.0126953125,4.21484375,1.013440730759778,1.013499789006389,1.0135012503334713,1.0383422368506054,1.0055767713762251,1.0076815142839592,1.0077287512724609,1.1413243515251292,0.759765625,,,1.0126953125,0.5830797790637741,0.5830797790637741,7.162105003080282,1.0018501929898331,0.13988208669922556,0.0012848955754201086,0.0005884698239014947,0.001389773949697748,0.0005366683284833168,0.9943016850073976,0.9893261917468926,0.0006896082371588008,0.0006858155864431772,6.894814719239366,1.001713302118667,0.14528502112224645,0.001170808229974618,0.0005496083615159458,0.0012703375482594481,0.0005304581967084945,0.8817389721224531,0.9882263182698405,0.0005738014398533053,0.0006202634532550017,baseline
3,train,0.8662309050559998,40.53125,40.53125,1.490234375,2.013671875,2.013671875,2,2,1.0087890625,4.21484375,1.0091102066138928,1.0091699763265585,1.0091713785204754,1.034220832501712,1.007268780161004,1.0093555505779188,1.009403297201373,1.1426423055658872,0.7607421875,,,1.009765625,0.5819985262864963,0.5819985262864963,7.162105003080282,1.0006888071881008,0.13971992965164906,0.0012813078678330925,0.0005873384976913009,0.0014690093196074727,0.00056768256333046,0.9934295121667844,0.9903331815686984,0.0006425969248029517,0.0006402743215517901,6.943180375814146,1.001071756347852,0.1441805775109894,0.0009893593463301542,0.0004627021793972456,0.0011476877073768321,0.00047262912483289876,0.899313028036886,0.9911875448223256,0.0005088772694064048,0.0005714073253891577,baseline
4,train,0.8632547855377197,41.78125,41.78125,1.484375,2.013671875,2.013671875,17,10,1.216796875,4.21484375,1.215617962673401,1.2156568272518593,1.2156612907740454,1.237081647892484,1.2087499348247976,1.2105803210615345,1.2107764676345107,1.3330057938673776,0.7109375,,,1.2177734375,0.5737866359674321,0.5755384828958525,7.162105003080282,1.016625996100337,0.14194513982454962,0.010614284138521946,0.004470955090964114,0.009696727092205926,0.0034877378813540443,0.9930495452976897,0.8305664335088515,0.00394807970397526,0.0033007105613513422,6.9575093073740835,1.0095597954040425,0.1451036212533753,0.006323468055398962,0.0027378789841390615,0.006718367407280823,0.002551533992192868,0.8586099151344468,0.8041917997311286,0.0036090890802000786,0.003279144813408909,baseline
5,train,0.7141292095184326,53.5625,53.5625,1.4794921875,2.013671875,2.013671875,66,10,2.857421875,4.21484375,2.853181932217414,2.85320110347584,2.8532258614780126,2.864707876835049,2.8535252277956884,2.8543512893614125,2.8554001984546202,2.924830099683689,0.322265625,,,2.857421875,0.48650078478477193,0.5599917236083992,7.162105003080282,1.452559251153167,0.20281177817533386,0.169184450767089,0.0472598620156976,0.275406797992753,0.06909253791714687,0.9939803437024572,0.4139083238450221,0.09396442938365812,0.03912003707344641,7.023163811457291,1.4399519091376471,0.2050289510246893,0.14602612517949787,0.041134369843144655,0.28048417716464336,0.07228843356416799,0.9035232225624821,0.389187743916107,0.08099851808555059,0.034398865901868914,baseline
6,train,0.6358212828636169,58.40625,58.40625,1.474609375,2.013671875,2.013671875,31,9,2.658203125,4.21484375,2.659767415170716,2.659793618145863,2.6598340041430784,2.674987912480495,2.66611238047417,2.667376234828964,2.669180961306371,2.7574579900295753,0.369140625,,,2.66015625,0.5042931283382391,0.5601925327082009,7.162105003080282,1.5774464781301138,0.2202490018579293,0.24742671909162084,0.07614362551041884,0.35041735268903196,0.09585624826654995,0.9943214907999227,0.480105160614589,0.07959466836705698,0.03842275384275902,7.029043712502673,1.5659384544138861,0.22278115181280297,0.23244058931242684,0.07248821208059478,0.341106981661369,0.09584332069145464,0.918130712106211,0.4565168285241522,0.06312701846422275,0.031108622931716953,baseline
7,train,0.6000851392745972,60.1875,60.1875,1.4697265625,2.013671875,2.013671875,24,9,2.513671875,4.21875,2.512421489639675,2.512452227596673,2.512497904319324,2.5291338350044468,2.4847470403642387,2.486148876883375,2.488070768006877,2.583294626519753,0.404541015625,,,2.509765625,0.5229408000430757,0.5651223413941305,7.162105003080282,1.6890329236428507,0.23582912047734997,0.2770786908249576,0.09245935860735972,0.4271047775154013,0.12551041448074968,0.9943254470924092,0.54683207320165,0.09637795587902254,0.0529887290348643,7.058003164513947,1.6749825752022267,0.2373167787205966,0.26473718014150016,0.08946211063279698,0.4190930695549895,0.12606157409156687,0.9345078863585359,0.5279728842255828,0.0927892004309907,0.051973806903439994,baseline
8,train,0.5834767818450928,62.8125,62.8125,1.46484375,2.05078125,2.05078125,27,10,2.640625,4.453125,2.6399442379576983,2.639972872759263,2.640023810552834,2.655949357216974,2.6295434533302684,2.630868827711534,2.6330196226718914,2.723212052538001,0.4072265625,,,2.63671875,0.5181292859131578,0.5484503405981488,7.162105003080282,1.7434307861887426,0.24342435435377266,0.2962438119952431,0.09664993366584247,0.46213099566057814,0.13312898314033128,0.9935910923103553,0.5266298055005807,0.10635029124074702,0.05635353060243847,7.05441312172908,1.721939696509855,0.24409396881023562,0.2823714886992299,0.09268275550887961,0.441729877506984,0.12961081683309672,0.9328739128204955,0.503062503153438,0.10547651121902746,0.05650392573496563,baseline
9,train,0.44364166259765625,72.25,72.25,1.4599609375,2.3125,2.3125,31,10,3.6484375,5.640625,3.650315305988706,3.650340594189972,3.6505407259330105,3.664454676087699,3.6478899468461794,3.6491614638526446,3.657563230445356,3.730291922768409,0.353271484375,,,3.6484375,0.5060393251027002,0.5291083324617226,7.162105003080282,2.1985980266578937,0.30697651398748266,0.3190207499905391,0.08813782940099808,0.8540666382526698,0.21215106330928674,0.9943096557768971,0.4073132296788025,0.1259924096880285,0.0516014763444335,7.130198226467513,2.1705336467946026,0.3044142081124078,0.3119579783642603,0.08588138232498213,0.8387366691500482,0.20810756573105282,0.976004125536182,0.3977350798504732,0.12937886258106168,0.05261736844733664,baseline
10,train,0.4091357886791229,73.375,73.375,1.455078125,2.326171875,2.326171875,28,10,3.41015625,5.66796875,3.411247256679976,3.4112777353482926,3.411464466254688,3.4264619887112957,3.430616912077046,3.431885120004753,3.43902259290174,3.515973828032402,0.3984375,,,3.41015625,0.5044299137384083,0.5434299787764952,7.162105003080282,2.3090860733503633,0.32240327003824576,0.3382217041461324,0.10332249492234788,0.9212610288353478,0.2503673294535631,0.9943599400634184,0.4746274264909703,0.14770152252083957,0.07048396845877239,7.126285521875305,2.303449364120704,0.3232328198259651,0.3303319573393857,0.10145910208220735,0.9231098561569526,0.2527276958885662,0.9739182632757153,0.46853240960428894,0.147508457055884,0.07092319877449045,baseline
