phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6962048411369324,63.49216079711914,2.9841840267181396,698,,,,
train,0.4772653877735138,75.24588012695312,2.9999606609344482,152,,,,
train,0.360982745885849,81.6629867553711,2.9999938011169434,117,,,,
train,0.32693490386009216,83.21691131591797,2.9999961853027344,134,,,,
train,0.31881439685821533,83.34200286865234,3.0,131,,,,
val,0.5167786478996277,72.68144989013672,3.0,29,96.0151707821019,0.19160610772443362,0.3636143207550049,0.2731786072254181
val,0.36961954832077026,80.44355010986328,3.0,40,96.64714473695629,0.1701128565344116,0.14300352334976196,0.11193469166755676
val,0.35093674063682556,80.84677124023438,3.0,49,97.08271073248888,0.13423869319415432,0.0763467326760292,0.08938273787498474
val,0.3702661097049713,81.1491928100586,3.0,58,93.53166929283648,0.13853460142066099,0.05250496417284012,0.05996193736791611
val,0.46492424607276917,75.90725708007812,3.0,51,95.00264597495611,0.1392583148802327,0.004063500091433525,0.07974287122488022
val (no noise),0.46302807331085205,75.0,3.0,14,96.0151707821019,0.25206944294065425,0.48087257146835327,0.37803101539611816
val (no noise),0.28975847363471985,83.87096405029297,3.0,20,96.64714473695629,0.23533009471737135,0.18058156967163086,0.10021936893463135
val (no noise),0.2451329380273819,85.48387145996094,3.0,25,97.08271073248888,0.20088373808592103,0.095527783036232,0.06423677504062653
val (no noise),0.31449398398399353,83.26612854003906,3.0,30,93.53166929283648,0.2039663371507703,0.06070159375667572,0.04742082580924034
val (no noise),0.39888444542884827,78.93144989013672,3.0,23,95.00264597495611,0.18653955119782337,0.0037110226694494486,0.08384882658720016
