phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6725579500198364,67.04100036621094,2.9854543209075928,727,,,,
train,0.38325995206832886,81.60696411132812,2.9999141693115234,157,,,,
train,0.34582823514938354,83.45697784423828,2.9999966621398926,107,,,,
train,0.31987228989601135,84.4020004272461,2.9999988079071045,135,,,,
train,0.31456488370895386,84.5979995727539,3.0,138,,,,
val,0.514271080493927,74.3951644897461,3.0,37,98.14446752856747,0.17026185288107198,0.28700679540634155,0.22141920030117035
val,0.4520929455757141,78.93144989013672,3.0,51,97.9733797005966,0.12633449330725874,0.0696045309305191,0.09216420352458954
val,0.34522074460983276,83.16532135009766,3.0,53,97.02502718318677,0.14959537843915052,0.06794621050357819,0.0823630765080452
val,0.31768444180488586,84.2741928100586,3.0,62,96.35939828109011,0.11944892599704217,0.048287149518728256,0.04585697874426842
val,0.334247887134552,83.06451416015625,3.0,70,97.3007278995053,0.1178448182155788,0.0592680349946022,0.06790760159492493
val (no noise),0.45278051495552063,77.21774291992188,3.0,20,98.14446752856747,0.22767714049638588,0.3703308701515198,0.2559972405433655
val (no noise),0.3402737081050873,82.86289978027344,3.0,32,97.9733797005966,0.19489491938012862,0.08971977233886719,0.10941603034734726
val (no noise),0.2182392179965973,88.81048583984375,3.0,31,97.02502718318677,0.21170409174823088,0.07884745299816132,0.08870556950569153
val (no noise),0.2316415160894394,87.29838562011719,3.0,35,96.35939828109011,0.17584306564769278,0.06472092866897583,0.05176374688744545
val (no noise),0.24520574510097504,87.19757843017578,3.0,39,97.3007278995053,0.18912248953040753,0.07515765726566315,0.07157259434461594
