phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6098189353942871,70.93860626220703,7.446082592010498,49073,,,,
train,0.29077664017677307,86.2802963256836,10.922350883483887,64097,,,,
train,0.2546757161617279,87.78302764892578,10.976860046386719,58802,,,,
train,0.23116077482700348,88.7809829711914,10.999923706054688,53542,,,,
train,0.21866224706172943,89.43900299072266,11.0,51067,,,,
val,0.5098976492881775,76.81451416015625,9.695564270019531,668,95.72305041604395,0.20921468203028787,0.15322425961494446,0.09948422759771347
val,0.23358772695064545,87.5,10.852822303771973,776,96.37638360394033,0.2150646792249962,0.2902349531650543,0.23228967189788818
val,0.2138422578573227,89.31451416015625,11.0,796,94.5891280522022,0.18477501965272766,0.29136785864830017,0.20624813437461853
val,0.21334107220172882,90.92742156982422,11.0,858,96.56119213369834,0.2092591351651762,0.37294140458106995,0.2661290466785431
val,0.19550170004367828,89.11289978027344,11.0,836,96.66503570897407,0.21736871803459065,0.28349417448043823,0.22597317397594452
val (no noise),0.5081023573875427,76.41129302978516,9.695564270019531,97,95.72305041604395,0.2284306049943992,0.206900954246521,0.11191044747829437
val (no noise),0.22790898382663727,87.19757843017578,10.852822303771973,97,96.37638360394033,0.23839677977762977,0.393704891204834,0.2114400565624237
val (no noise),0.21363240480422974,89.11289978027344,11.0,111,94.5891280522022,0.2087109119101576,0.40602239966392517,0.18103007972240448
val (no noise),0.19950996339321136,90.625,11.0,135,96.56119213369834,0.23445222591575718,0.5225926637649536,0.28203243017196655
val (no noise),0.18538883328437805,89.91935729980469,11.0,124,96.66503570897407,0.2512686458961331,0.38470548391342163,0.2390850931406021
