phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5533891916275024,74.29547882080078,4.894360542297363,10251,,,,
train,0.25401878356933594,87.48872375488281,5.409677982330322,4725,,,,
train,0.22088748216629028,89.06822204589844,5.482415199279785,3834,,,,
train,0.22977782785892487,88.57147979736328,5.501534938812256,3668,,,,
train,0.21003533899784088,89.5936279296875,5.545544147491455,2853,,,,
val,0.3407984972000122,84.375,4.881048202514648,309,96.50392096232217,0.17467376594783846,0.1332077533006668,0.08336583524942398
val,0.20712366700172424,89.51612854003906,5.346774101257324,330,97.91444024147295,0.17995868039693436,0.08406107127666473,0.10373978316783905
val,0.20485131442546844,89.01210021972656,5.5131049156188965,390,98.6062933748183,0.18042532056419558,0.0531686432659626,0.0797860324382782
val,0.2953406572341919,85.58467864990234,5.166330814361572,367,96.00371755069672,0.19419647533054984,0.016748439520597458,0.07455909252166748
val,0.23276570439338684,89.71774291992188,5.397177219390869,386,97.07469858498956,0.16303908746422618,0.0359933041036129,0.0658649280667305
val (no noise),0.2727779448032379,86.69355010986328,4.881048202514648,67,96.50392096232217,0.1869639008972999,0.16913887858390808,0.10062828660011292
val (no noise),0.1895584613084793,90.7258071899414,5.346774101257324,52,97.91444024147295,0.21315284770191914,0.1022338718175888,0.09388308972120285
val (no noise),0.18955813348293304,90.625,5.5131049156188965,87,98.6062933748183,0.21716569393307453,0.06878240406513214,0.0766320452094078
val (no noise),0.2628956437110901,87.09677124023438,5.166330814361572,88,96.00371755069672,0.22213098373059836,0.017709584906697273,0.0841529369354248
val (no noise),0.20577551424503326,90.0201644897461,5.397177219390869,87,97.07469858498956,0.2103058796705891,0.047553256154060364,0.06994511187076569
