phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6286314129829407,68.63584899902344,5.9000349044799805,8985,,,,
train,0.34476983547210693,83.13140869140625,5.999957084655762,3956,,,,
train,0.279060959815979,86.43299102783203,6.0,4645,,,,
train,0.28727519512176514,85.93499755859375,5.999999523162842,3269,,,,
train,0.2507096827030182,87.50299835205078,6.0,2688,,,,
val,0.48873960971832275,74.79838562011719,6.0,265,95.42359660687174,0.18002566098253103,0.21037299931049347,0.17837654054164886
val,0.2507483661174774,85.88710021972656,6.0,349,97.242259381893,0.16613973593610407,0.049877941608428955,0.0725502148270607
val,0.3155345916748047,86.8951644897461,6.0,392,97.27190782695811,0.19968730352977782,0.04431481659412384,0.07327135652303696
val,0.23742608726024628,87.80242156982422,6.0,379,94.08010915134533,0.17615610494770526,0.07408121973276138,0.09065064042806625
val,0.21812856197357178,87.90322875976562,6.0,356,94.08597499408909,0.1907545782067096,0.10484621673822403,0.10779803991317749
val (no noise),0.45802202820777893,76.20967864990234,6.0,34,95.42359660687174,0.21273265770143027,0.292680561542511,0.19052353501319885
val (no noise),0.22076009213924408,86.99596405029297,6.0,51,97.242259381893,0.1965957719137696,0.06856144964694977,0.07743445783853531
val (no noise),0.2851424515247345,88.00403594970703,6.0,77,97.27190782695811,0.2398134264716559,0.055322639644145966,0.0655861347913742
val (no noise),0.19977685809135437,89.91935729980469,6.0,59,94.08010915134533,0.22466373838513978,0.10147235542535782,0.09614869952201843
val (no noise),0.19576987624168396,88.91129302978516,6.0,62,94.08597499408909,0.23267128775299617,0.13526278734207153,0.10457209497690201
