phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.7099549174308777,66.65037536621094,7.326171875,45548,,,,
train,0.3350292444229126,84.55158233642578,8.762123107910156,43417,,,,
train,0.2594301402568817,88.38923645019531,8.87488079071045,50337,,,,
train,0.21413098275661469,90.60418701171875,9.047154426574707,58920,,,,
train,0.20661991834640503,90.80489349365234,9.084270477294922,55848,,,,
val,0.462814599275589,78.125,8.684475898742676,579,94.61366358520203,0.21770068436300896,0.46134886145591736,0.23954550921916962
val,0.32020458579063416,84.07257843017578,7.607862949371338,572,97.73315021184531,0.21585922402375549,0.36005645990371704,0.13487057387828827
val,0.20592650771141052,91.83467864990234,8.290322303771973,727,97.5895511172957,0.18581896580015847,0.20259201526641846,0.08719567954540253
val,0.31111788749694824,83.97177124023438,8.52419376373291,710,95.9422080814273,0.1779299928025367,0.19298239052295685,0.08684910088777542
val,0.2019861787557602,90.7258071899414,8.719758033752441,730,96.89194776891398,0.23167992177057886,0.20132263004779816,0.07022988051176071
val (no noise),0.46677806973457336,78.125,8.684475898742676,69,94.61366358520203,0.23070514341273668,0.5779035687446594,0.27578333020210266
val (no noise),0.3115174174308777,84.87903594970703,7.607862949371338,135,97.73315021184531,0.23981963048852012,0.4178062975406647,0.13473445177078247
val (no noise),0.18989579379558563,91.93548583984375,8.290322303771973,212,97.5895511172957,0.20064528383292593,0.22904574871063232,0.0887412428855896
val (no noise),0.305022269487381,83.97177124023438,8.52419376373291,217,95.9422080814273,0.19069098037615742,0.20575208961963654,0.093375563621521
val (no noise),0.19074979424476624,91.93548583984375,8.719758033752441,205,96.89194776891398,0.24919344803995483,0.22606559097766876,0.07197242975234985
