phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6993092894554138,63.95845031738281,2.981565237045288,733,,,,
train,0.5286261439323425,72.8879165649414,2.999980926513672,102,,,,
train,0.4801443815231323,73.83798217773438,2.9999959468841553,105,,,,
train,0.47137707471847534,73.81900024414062,2.9999992847442627,104,,,,
train,0.44629284739494324,74.43000030517578,3.0,73,,,,
val,0.5430457592010498,73.08467864990234,3.0,32,98.80960533885369,0.1344313885663225,0.4049563407897949,0.32135164737701416
val,0.5281063318252563,72.27822875976562,3.0,34,98.34878568509374,0.17045376523639955,0.330191969871521,0.28218182921409607
val,0.6400534510612488,64.41532135009766,3.0,27,93.92986925858088,0.12281353567356738,0.235237717628479,0.16491957008838654
val,0.5815127491950989,69.65725708007812,3.0,33,97.59658071143667,0.1708626045496235,0.2706748843193054,0.17984144389629364
val,0.4333333373069763,76.41129302978516,3.0,28,92.52728058053424,0.1732252097137397,0.16967691481113434,0.15947657823562622
val (no noise),0.4760369658470154,77.31855010986328,3.0,15,98.80960533885369,0.19777900239755153,0.5396167039871216,0.38156959414482117
val (no noise),0.4553031325340271,76.51210021972656,3.0,17,98.34878568509374,0.2256582099346111,0.4319237470626831,0.35085228085517883
val (no noise),0.5675848126411438,67.84274291992188,3.0,12,93.92986925858088,0.1596808053556818,0.32545173168182373,0.23940607905387878
val (no noise),0.48451417684555054,74.09274291992188,3.0,17,97.59658071143667,0.23263312556353374,0.35545748472213745,0.2528815269470215
val (no noise),0.32933247089385986,81.3508071899414,3.0,12,92.52728058053424,0.22921812996261784,0.22325587272644043,0.22678929567337036
