phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5031765103340149,76.23430633544922,5.140073299407959,19496,,,,
train,0.2457069754600525,87.55020904541016,5.390911102294922,5584,,,,
train,0.23378613591194153,88.48152923583984,5.548793792724609,5891,,,,
train,0.23389632999897003,88.49365234375,5.401861667633057,4493,,,,
train,0.21951957046985626,89.34117126464844,5.626075744628906,5497,,,,
val,0.23297716677188873,87.6008071899414,5.282258033752441,284,98.36624800640976,0.1706827284923697,0.054401230067014694,0.06959547102451324
val,0.21293917298316956,88.30644989013672,5.297379016876221,359,98.60445284223054,0.1804855982533297,0.039497260004282,0.06389469653367996
val,0.31019601225852966,85.58467864990234,5.318548202514648,343,97.35959319192995,0.18630234893829317,0.031921714544296265,0.06970196217298508
val,0.2633489668369293,87.3991928100586,5.418346881866455,371,96.89425548003699,0.18219570586340111,0.030529070645570755,0.07340006530284882
val,0.20576824247837067,89.41532135009766,5.542338848114014,403,98.144760854512,0.1939429010038973,0.023959537968039513,0.07851950079202652
val (no noise),0.21369899809360504,88.30644989013672,5.282258033752441,52,98.36624800640976,0.2053750964948644,0.07478456944227219,0.06935064494609833
val (no noise),0.19422392547130585,89.61693572998047,5.297379016876221,77,98.60445284223054,0.2166417829660052,0.05053163319826126,0.0563509538769722
val (no noise),0.29689839482307434,85.28225708007812,5.318548202514648,71,97.35959319192995,0.21986479266674527,0.04148561507463455,0.06846597045660019
val (no noise),0.24289092421531677,88.81048583984375,5.418346881866455,68,96.89425548003699,0.2170334986478367,0.03946651890873909,0.08307991176843643
val (no noise),0.17864590883255005,90.5241928100586,5.542338848114014,91,98.144760854512,0.22937986268914007,0.02633669599890709,0.0745602548122406
