phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6334645748138428,68.99288177490234,8.011677742004395,48498,,,,
train,0.3322387635707855,85.1698989868164,9.750106811523438,55400,,,,
train,0.25034695863723755,88.55538940429688,10.090991020202637,53643,,,,
train,0.2314058542251587,89.37232208251953,9.987584114074707,55305,,,,
train,0.24322231113910675,88.62374114990234,9.83390998840332,60078,,,,
val,0.46154046058654785,76.81451416015625,8.92036247253418,596,97.43360682417219,0.2128558038829025,0.4374653697013855,0.2285861223936081
val,0.2494373321533203,88.30644989013672,10.047379493713379,800,98.26733511488798,0.21336582760857853,0.21843329071998596,0.19031107425689697
val,0.3108193278312683,86.59274291992188,9.674395561218262,775,96.66171597692376,0.202606901036302,0.261714369058609,0.15165680646896362
val,0.27911174297332764,85.78629302978516,9.46169376373291,762,94.45254144001213,0.2414190575481593,0.21052765846252441,0.1927931308746338
val,0.1919451653957367,90.82661437988281,10.28125,839,97.26287362378233,0.2209137811936772,0.22202959656715393,0.1613946110010147
val (no noise),0.4590947926044464,77.21774291992188,8.92036247253418,58,97.43360682417219,0.2221436642333426,0.5579227209091187,0.24794206023216248
val (no noise),0.2334124892950058,90.0201644897461,10.047379493713379,162,98.26733511488798,0.24304997646719695,0.287443071603775,0.2011294662952423
val (no noise),0.30324456095695496,87.19757843017578,9.674395561218262,167,96.66171597692376,0.21759484671678686,0.3547334372997284,0.1494784653186798
val (no noise),0.2574259042739868,86.79435729980469,9.46169376373291,185,94.45254144001213,0.26478514409630716,0.2567616105079651,0.20198822021484375
val (no noise),0.18790572881698608,90.92742156982422,10.28125,191,97.26287362378233,0.24031291264676538,0.2980719208717346,0.15136219561100006
