phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.4486531615257263,78.3125,4.546875,100000,10,3.013671875,,,,,
train,0.34576746821403503,80.6875,5.078125,100000,10,3.2734375,,,,,
train,0.3033701181411743,82.625,5.28515625,100000,8,3.263671875,,,,,
train,0.35874316096305847,78.625,5.07421875,100000,10,3.158203125,,,,,
train,0.22450576722621918,86.625,5.3203125,100000,9,3.302734375,,,,,
train,0.2577434778213501,85.1875,5.234375,100000,10,3.23828125,,,,,
train,0.22512486577033997,86.5625,5.17578125,100000,8,3.21484375,,,,,
train,0.25557994842529297,85.5625,5.05859375,100000,10,3.1328125,,,,,
train,0.2225496619939804,87.3125,5.15625,100000,10,3.111328125,,,,,
train,0.22011388838291168,87.1875,5.2734375,100000,10,3.10546875,,,,,
val,0.2455730438232422,87.0,4.875,40,6,3.40234375,0.542167819621509,0.8990120444773129,0.3694410808029693,0.054073531180620193,0.049787506461143494
val,0.26323777437210083,83.75,5.30859375,42,5,3.361328125,0.5580371192428113,0.8811023875235432,0.3342586865427405,0.03064948320388794,0.07203147560358047
val,0.49705418944358826,71.0625,5.0703125,26,5,3.0546875,0.6405227315481232,0.8211989694252007,0.31414401230042804,0.006162858102470636,0.015211937017738819
val,0.260732501745224,86.0,5.32421875,50,6,3.384765625,0.5139992931076859,0.8253337860792919,0.35574307164227637,0.04315865412354469,0.06158772110939026
val,0.2060411274433136,87.875,5.28125,53,6,3.296875,0.5192956840493279,0.845924622092167,0.3623745949407208,0.04675707966089249,0.08028779178857803
val,0.2014952301979065,87.875,5.265625,49,6,3.16015625,0.5257811093373062,0.8607841233900567,0.34359660368003325,0.08150126039981842,0.055913399904966354
val,0.18478381633758545,88.0,5.140625,54,6,3.078125,0.5043287118889523,0.857040942852768,0.3119539811484285,0.1213081106543541,0.048820141702890396
val,0.22778591513633728,86.875,4.9453125,42,8,3.125,0.5372143009480829,0.925290567046177,0.33681421754831603,0.04470714554190636,0.0307683777064085
val,0.18125371634960175,88.6875,5.0859375,71,7,2.935546875,0.4908865645562124,0.9006794790667804,0.3739395833578458,0.0628902018070221,0.06880635023117065
val,0.1898040771484375,87.625,5.2890625,62,7,3.111328125,0.5087527796503521,0.9285803687605755,0.33902801359848794,0.04895292595028877,0.05919051542878151
val (no noise),0.23216916620731354,88.0,5.05859375,18,6,3.556640625,0.6051804994115234,0.8990120444773129,0.41106208911641395,0.06663117557764053,0.049590397626161575
val (no noise),0.25392216444015503,84.375,5.54296875,13,5,3.525390625,0.6462476676963231,0.8811023875235432,0.3512444856388257,0.05421457439661026,0.06483758985996246
val (no noise),0.4782537519931793,71.75,5.26953125,10,5,3.185546875,0.7217285309820644,0.8211989694252007,0.3240201618201753,0.00253609218634665,0.01815146394073963
val (no noise),0.25011828541755676,86.6875,5.5703125,20,6,3.576171875,0.5974311854558563,0.8253337860792919,0.3798809648638147,0.03278529644012451,0.03557996079325676
val (no noise),0.18177124857902527,88.6875,5.484375,19,6,3.44140625,0.5970182172367915,0.845924622092167,0.38559130442982514,0.04654010385274887,0.07389333099126816
val (no noise),0.18714238703250885,88.125,5.484375,15,6,3.314453125,0.6093221243196695,0.8607841233900567,0.3552918843769665,0.08805038779973984,0.05176996439695358
val (no noise),0.17432846128940582,89.0,5.3671875,17,6,3.22265625,0.592194069270376,0.857040942852768,0.3198251002863016,0.1314033716917038,0.031661257147789
val (no noise),0.19017694890499115,87.5,5.15234375,17,8,3.287109375,0.6069793447602585,0.925290567046177,0.35368068096227323,0.04037164896726608,0.03328042849898338
val (no noise),0.170110821723938,89.0,5.3125,26,7,3.0859375,0.5747227020031609,0.9006794790667804,0.39798128790143855,0.07944778352975845,0.07121874392032623
val (no noise),0.17205455899238586,88.5,5.484375,17,7,3.2421875,0.5930280843874989,0.9285803687605755,0.35525964653404557,0.060498010367155075,0.05572802945971489
