epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,1.1317417621612549,39.5625,3.51953125,100000,11,2.265625,,,,,
2,train,1.6176356077194214,20.078125,6.0,100000,9,4.51171875,,,,,
3,train,1.6166563034057615,19.953125,6.0,99999,7,4.5078125,,,,,
4,train,1.6161023378372192,20.015625,6.0,99999,9,4.5078125,,,,,
5,train,1.6158332824707031,20.25,6.0,100000,5,4.5078125,,,,,
6,train,1.5254558324813845,23.734375,6.0,99999,11,4.4765625,,,,,
7,train,1.0438182353973389,38.65625,6.0,100000,8,4.50390625,,,,,
8,train,1.0400190353393557,38.75,6.0,100000,9,4.5,,,,,
9,train,1.0394933223724363,38.875,6.0,100000,6,4.49609375,,,,,
10,train,0.9620097875595092,45.40625,6.0,100000,10,4.1640625,,,,,
1,val,1.622503399848938,19.359375,6.0,20,3,4.5234375,0.7718423799741406,0.7247357198792933,-0.0103410794529731,0.0024336329661309,0.0031327379401773
2,val,1.6159968376159668,20.15625,6.0,20,3,4.5546875,0.7837002350111372,0.7154905908551774,-0.0193703429510324,0.0018501840531826,0.0016009379178285
3,val,1.6154638528823853,20.5625,6.0,21,3,4.5390625,0.7769082420430312,0.6906910932079708,0.0078697583540412,0.0041775843128561,0.0036353571340441
4,val,1.6171902418136597,18.140625,6.0,23,3,4.48828125,0.7590668336511346,0.6527628737090313,-0.0198307257189742,0.0021512322127819,7.424423529300839e-05
5,val,1.6138393878936768,21.875,6.0,24,3,4.48046875,0.755296882540519,0.6044704651343884,-0.0035433922799709,0.0032583470456302,0.001729121315293
6,val,1.0710055828094482,38.40625,6.0,39,4,4.5234375,0.671283036753475,0.9425622851774332,0.2751767730913938,0.6590230464935303,0.4019747674465179
7,val,1.04496431350708,38.8125,6.0,36,4,4.5390625,0.6792212200509278,0.9529530883264554,0.2712210362300521,0.6672994494438171,0.4047326147556305
8,val,1.0456007719039917,36.78125,6.0,43,4,4.53515625,0.6748026928123978,0.9487896837047974,0.2762687126046959,0.6621553897857666,0.4017863273620605
9,val,1.04262113571167,40.03125,6.0,44,5,4.33984375,0.6296790472526934,0.9436233004884792,0.2681172212219072,0.6139624714851379,0.336432546377182
10,val,0.8349112868309021,51.09375,6.0,49,4,4.109375,0.6292343566228649,0.944247107245167,0.2786986100015717,0.2686846852302551,0.1414082050323486
1,val (no noise),1.62251079082489,19.359375,6.0,1,2,5.0,1.0,0.7247357198792933,-0.0547495252281364,,
2,val (no noise),1.6159998178482056,20.15625,6.0,1,2,5.0,1.0,0.7154905908551774,-0.0547495252281364,,
3,val (no noise),1.6154745817184448,20.5625,6.0,1,2,5.0,1.0,0.6906910932079708,-0.0547495252281364,,
4,val (no noise),1.6171972751617432,18.140625,6.0,1,2,5.0,1.0,0.6527628737090313,-0.0547495252281364,,
5,val (no noise),1.613839626312256,21.875,6.0,1,2,5.0,1.0,0.6044704651343884,-0.0547495252281364,,
6,val (no noise),1.0689597129821775,38.8125,6.0,2,3,5.0,0.8995637162085043,0.9425622851774332,0.2959614332401824,0.9974201917648317,0.9974202513694764
7,val (no noise),1.0449368953704834,38.8125,6.0,2,3,5.0,0.8995637162085043,0.9529530883264554,0.2959614332401824,0.9974201917648317,0.9974202513694764
8,val (no noise),1.0453615188598633,37.09375,6.0,2,3,5.0,0.8995637162085043,0.9487896837047974,0.2959614332401824,0.9974201917648317,0.9974202513694764
9,val (no noise),1.042555809020996,40.21875,6.0,3,4,4.80078125,0.8514945766406831,0.9436233004884792,0.2664920804721473,0.9168388247489928,0.6076710224151611
10,val (no noise),0.8299071192741394,50.3125,6.0,3,3,4.51953125,0.8502572275795708,0.944247107245167,0.2952360120380778,0.4083245396614074,0.3397205173969269
