epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.9182597398757936,52.8125,1.916015625,99538,10,0.7509765625,,,,,
2,train,0.5090397596359253,77.4375,2.51953125,99124,10,1.185546875,,,,,
3,train,0.3736218214035034,83.125,2.630859375,99168,10,1.2919921875,,,,,
4,train,0.3715327978134155,83.1875,2.646484375,99094,9,1.310546875,,,,,
5,train,0.3202192783355713,84.9375,2.650390625,99124,10,1.25390625,,,,,
6,train,0.3079378604888916,85.25,2.640625,99148,10,1.23046875,,,,,
7,train,0.3046914339065552,85.0,2.6796875,99107,10,1.251953125,,,,,
8,train,0.3063468933105469,85.0625,2.640625,99069,10,1.2490234375,,,,,
9,train,0.3922107517719269,80.125,2.775390625,99013,10,1.2880859375,,,,,
10,train,0.3216602802276611,83.9375,2.7421875,99009,10,1.3154296875,,,,,
1,val,0.6703243255615234,69.875,2.30859375,16,5,1.0009765625,0.6437495567435025,0.8912831006782298,0.24938420081422,0.1451911926269531,0.0693113729357719
2,val,0.4361758828163147,80.0625,2.51171875,21,7,1.16015625,0.5875482609392625,0.8682154946753873,0.2570290918336405,0.1635041385889053,0.1275237202644348
3,val,0.3734380602836609,82.875,2.6484375,26,8,1.3125,0.5562302449975076,0.9202715209476124,0.2362899185678046,0.176417589187622,0.1562862694263458
4,val,0.3045057654380798,86.0,2.650390625,25,8,1.26953125,0.5462330593639242,0.9088529145868957,0.2439578371777686,0.1822880059480667,0.1628336757421493
5,val,0.3107858598232269,84.375,2.638671875,29,10,1.21484375,0.5358289366955852,0.9530067812197488,0.238363291864922,0.1706117391586303,0.1490020155906677
6,val,0.2807706594467163,85.3125,2.638671875,31,10,1.2275390625,0.5265001792755766,0.9367979434105744,0.210432164264484,0.1685099899768829,0.1424896568059921
7,val,0.6587623357772827,72.1875,2.470703125,35,10,1.162109375,0.5666745140663332,0.8823216198055577,0.244591297413313,0.084475465118885,0.0421151593327522
8,val,0.2937881350517273,86.5625,2.6953125,33,10,1.2890625,0.517468566151683,0.9394089499034144,0.2435005962955805,0.1880539357662201,0.1528454720973968
9,val,0.4132148623466491,77.5,2.80078125,21,6,1.2568359375,0.585223695909772,0.9666413112845484,0.2134286723949938,0.0017737630987539,0.0238933693617582
10,val,0.2924157083034515,85.5625,2.732421875,35,10,1.3837890625,0.537426564939511,0.9466867988593148,0.2888031289121178,0.2200130224227905,0.1399896740913391
1,val (no noise),0.5741344690322876,73.5625,2.45703125,12,5,1.0791015625,0.6733753971591013,0.8912831006782298,0.2956554777501106,0.21045882999897,0.0730164647102356
2,val (no noise),0.3533316850662231,83.4375,2.693359375,15,7,1.2646484375,0.6264149793527938,0.8682154946753873,0.3130248705974953,0.2065118849277496,0.1302222162485122
3,val (no noise),0.2732967436313629,86.875,2.828125,20,8,1.40625,0.5891319972024758,0.9202715209476124,0.2984442937096531,0.2024082392454147,0.1604208499193191
4,val (no noise),0.2093797922134399,90.4375,2.83984375,19,8,1.375,0.5829878495002373,0.9088529145868957,0.2955373431115447,0.2079866230487823,0.1648627519607544
5,val (no noise),0.2010610699653625,89.4375,2.830078125,21,10,1.2998046875,0.572622953639917,0.9530067812197488,0.3067985900158042,0.193187803030014,0.1531685441732406
6,val (no noise),0.1797703057527542,89.9375,2.83203125,23,10,1.3115234375,0.5638561673021205,0.9367979434105744,0.2825802165672922,0.2027510702610016,0.1494051814079284
7,val (no noise),0.5851261615753174,75.0,2.611328125,26,10,1.2421875,0.5955529777267006,0.8823216198055577,0.2937500010768917,0.1176694631576538,0.0434228330850601
8,val (no noise),0.2104377448558807,90.4375,2.904296875,24,10,1.3896484375,0.5616028634946435,0.9394089499034144,0.3094261740630373,0.2147325724363327,0.158209353685379
9,val (no noise),0.2952207624912262,82.6875,3.0,15,6,1.3408203125,0.6314514709253208,0.9666413112845484,0.265935453641442,0.0038133151829242,0.0257828887552022
10,val (no noise),0.2098267376422882,88.6875,2.904296875,26,10,1.4775390625,0.5780674661952558,0.9466867988593148,0.3405187778469101,0.2492635995149612,0.1464440524578094
