phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.6573485136032104,63.90625,3.751953125,100000,11,2.34765625,,,,,
train,0.4405033588409424,73.0625,3.42578125,100000,10,2.26953125,,,,,
train,0.4311240315437317,74.125,3.375,100000,11,2.052734375,,,,,
train,0.5470448732376099,64.75,3.2421875,100000,8,2.01953125,,,,,
train,0.5116986036300659,67.375,3.2421875,100000,11,1.9443359375,,,,,
train,0.4645967483520508,70.125,3.27734375,100000,8,1.9326171875,,,,,
train,0.40652409195899963,73.4375,3.3671875,100000,11,2.001953125,,,,,
train,0.4012713134288788,73.5,3.3671875,100000,8,2.0234375,,,,,
train,0.39863020181655884,74.75,3.72265625,100000,11,2.205078125,,,,,
train,0.33314749598503113,77.6875,4.1171875,100000,7,2.380859375,,,,,
val,0.40680012106895447,75.0,3.84765625,45,5,2.462890625,0.630341638347129,0.8969161111021164,0.3052818179126597,0.205312579870224,0.056746065616607666
val,0.3899843394756317,74.375,3.271484375,35,4,2.173828125,0.6567689610738607,0.8874282248417611,0.2319318015353474,0.0555167980492115,0.02885337918996811
val,0.5719932913780212,63.3125,3.279296875,18,4,2.07421875,0.7166418724898109,0.8982335208254251,0.32248584994751556,0.08298248797655106,0.06015053018927574
val,0.5398563146591187,64.1875,3.279296875,20,4,2.068359375,0.7169614075469936,0.9341392242059441,0.32038337070752404,0.08219578862190247,0.06558213382959366
val,0.4748580753803253,67.125,3.279296875,24,5,1.9384765625,0.6876935410884851,0.9140336080261708,0.2836464811126595,0.05217626690864563,0.09020297229290009
val,0.3976699709892273,74.6875,3.39453125,27,5,2.0546875,0.6597998355504838,0.8905888831473676,0.2991890613264919,0.0551195852458477,0.09103114902973175
val,0.3986634910106659,74.8125,3.39453125,29,6,2.0546875,0.6595885473783478,0.903875872583772,0.2994874914414518,0.05471688508987427,0.07377081364393234
val,0.38664644956588745,75.5,3.39453125,26,5,2.064453125,0.6641492297780254,0.893746566267254,0.2966046934228765,0.05719704553484917,0.10452800989151001
val,0.32873404026031494,77.625,4.12109375,38,6,2.41796875,0.6224150047484547,0.8674244222803232,0.33815966498028155,0.3875049650669098,0.08721590787172318
val,0.32726094126701355,78.3125,4.12109375,41,6,2.3984375,0.6189974961065056,0.8789151088471769,0.33970960286102225,0.3860974907875061,0.08157263696193695
val (no noise),0.3985668122768402,75.625,3.84765625,9,4,2.583984375,0.701904270446714,0.8969161111021164,0.3174483764315458,0.21327069401741028,0.04334360733628273
val (no noise),0.39035916328430176,74.375,3.271484375,8,3,2.271484375,0.7147560569449773,0.8874282248417611,0.24157500877124555,0.05113992094993591,0.02969951182603836
val (no noise),0.554918646812439,64.1875,3.279296875,5,3,2.1640625,0.7752007539170981,0.8982335208254251,0.33138746602456814,0.09671306610107422,0.09449754655361176
val (no noise),0.5332642793655396,64.5,3.279296875,5,3,2.1640625,0.7752007539170981,0.9341392242059441,0.33138746602456814,0.09671306610107422,0.09449754655361176
val (no noise),0.4610442817211151,67.8125,3.279296875,6,4,2.037109375,0.7488030804222945,0.9140336080261708,0.29262564159640025,0.058942556381225586,0.11811632663011551
val (no noise),0.38743647933006287,74.875,3.39453125,7,4,2.15234375,0.7233624497542515,0.8905888831473676,0.31122517703218294,0.06421926617622375,0.11930759996175766
val (no noise),0.3844561278820038,75.625,3.39453125,8,5,2.1484375,0.7212946930914258,0.903875872583772,0.3110378083409698,0.06381631642580032,0.09119682013988495
val (no noise),0.38420939445495605,75.125,3.39453125,7,4,2.15234375,0.7233624497542515,0.893746566267254,0.31122517703218294,0.06421926617622375,0.11930759996175766
val (no noise),0.31758826971054077,78.625,4.12109375,8,5,2.515625,0.6989590338904467,0.8674244222803232,0.35416583206432367,0.41763466596603394,0.07857446372509003
val (no noise),0.3141617476940155,79.0625,4.12109375,8,5,2.515625,0.6989590338904467,0.8789151088471769,0.35416583206432367,0.41763466596603394,0.07857446372509003
