phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,1.6106979846954346,20.125,1.01953125,100000,10,0.005840301513671875,,,,,
train,1.6105059385299683,20.234375,1.0,100000,1,0.0,,,,,
train,1.6104652881622314,20.171875,1.0,100000,1,0.0,,,,,
train,1.610435962677002,20.234375,1.0,100000,2,1.0013580322265625e-05,,,,,
train,1.6104099750518799,20.203125,1.0,100000,1,0.0,,,,,
train,1.6104118824005127,20.109375,1.0,100000,1,0.0,,,,,
train,1.6104130744934082,20.25,1.0,100000,1,0.0,,,,,
train,1.6104003190994263,20.125,1.0,100000,1,0.0,,,,,
train,1.6103969812393188,20.234375,1.0,100000,1,0.0,,,,,
train,1.610393762588501,20.28125,1.0,100000,1,0.0,,,,,
val,1.6101882457733154,21.46875,1.0,1,1,0.0,1.0,0.4744029299580412,-0.0547495252281364,,
val,1.610443353652954,20.265625,1.0,1,1,0.0,1.0,0.41272713060987515,-0.0547495252281364,,
val,1.610202670097351,21.78125,1.0,1,1,0.0,1.0,0.3508096101025937,-0.0547495252281364,,
val,1.6101478338241577,21.171875,1.0,1,1,0.0,1.0,0.3470146650426497,-0.0547495252281364,,
val,1.610344648361206,21.46875,1.0,1,1,0.0,1.0,0.3230831275256233,-0.0547495252281364,,
val,1.610435962677002,18.953125,1.0,1,1,0.0,1.0,0.3279101045937215,-0.0547495252281364,,
val,1.6102725267410278,21.171875,1.0,1,1,0.0,1.0,0.3620115072492366,-0.0547495252281364,,
val,1.6102734804153442,20.46875,1.0,1,1,0.0,1.0,0.3190003762647434,-0.0547495252281364,,
val,1.6102582216262817,21.171875,1.0,1,1,0.0,1.0,0.33568175225037533,-0.0547495252281364,,
val,1.6103566884994507,21.0625,1.0,1,1,0.0,1.0,0.33583617870374755,-0.0547495252281364,,
val (no noise),1.6101882457733154,21.46875,1.0,1,1,0.0,1.0,0.4744029299580412,-0.0547495252281364,,
val (no noise),1.610443353652954,20.265625,1.0,1,1,0.0,1.0,0.41272713060987515,-0.0547495252281364,,
val (no noise),1.610202670097351,21.78125,1.0,1,1,0.0,1.0,0.3508096101025937,-0.0547495252281364,,
val (no noise),1.6101478338241577,21.171875,1.0,1,1,0.0,1.0,0.3470146650426497,-0.0547495252281364,,
val (no noise),1.610344648361206,21.46875,1.0,1,1,0.0,1.0,0.3230831275256233,-0.0547495252281364,,
val (no noise),1.610435962677002,18.953125,1.0,1,1,0.0,1.0,0.3279101045937215,-0.0547495252281364,,
val (no noise),1.6102725267410278,21.171875,1.0,1,1,0.0,1.0,0.3620115072492366,-0.0547495252281364,,
val (no noise),1.6102734804153442,20.46875,1.0,1,1,0.0,1.0,0.3190003762647434,-0.0547495252281364,,
val (no noise),1.6102582216262817,21.171875,1.0,1,1,0.0,1.0,0.33568175225037533,-0.0547495252281364,,
val (no noise),1.6103566884994507,21.0625,1.0,1,1,0.0,1.0,0.33583617870374755,-0.0547495252281364,,
