phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.539657711982727,75.25,4.30859375,100000,10,2.609375,,,,,
train,0.23430219292640686,89.125,4.6875,100000,10,2.86328125,,,,,
train,0.28365838527679443,86.25,4.43359375,100000,10,2.78125,,,,,
train,0.23153367638587952,88.5,4.515625,100000,10,2.794921875,,,,,
train,0.20564967393875122,90.125,4.625,100000,10,2.7265625,,,,,
train,0.15327680110931396,92.375,4.671875,100000,9,2.724609375,,,,,
train,0.29492852091789246,85.8125,4.3125,100000,9,2.681640625,,,,,
train,0.22135795652866364,88.75,4.515625,100000,9,2.83203125,,,,,
train,0.1859062910079956,90.4375,4.59765625,100000,9,2.76171875,,,,,
train,0.3315223157405853,84.4375,4.5703125,100000,10,2.583984375,,,,,
val,0.26146069169044495,88.9375,4.59765625,97,7,2.92578125,0.4228337267144535,0.9326939583423656,0.3013531564798286,0.09762807190418243,0.08696702867746353
val,0.19989049434661865,90.8125,4.65234375,110,9,2.943359375,0.40043159386352967,0.9037756126909343,0.296931447032176,0.07407880574464798,0.05256319046020508
val,0.23985177278518677,87.8125,4.51953125,66,6,2.912109375,0.4600121576588896,0.9080193550116796,0.32487706143847855,0.09901473671197891,0.058930642902851105
val,0.16199201345443726,91.5625,4.60546875,120,9,2.673828125,0.39605849301910423,0.9385300978673248,0.2807778709039859,0.04673786088824272,0.052265770733356476
val,0.1431950479745865,93.5625,4.6875,128,9,2.66015625,0.3755625367151687,0.9463504236467616,0.3126393946638787,0.06165802478790283,0.01685146614909172
val,0.16131189465522766,92.625,4.74609375,104,9,2.822265625,0.40571093213139653,0.9269447862518987,0.3044339165213976,0.0859040692448616,0.029528481885790825
val,0.2040378451347351,89.625,4.421875,94,6,2.787109375,0.43339654822643203,0.8527907886018004,0.32383218880154063,0.09936470538377762,0.061362940818071365
val,0.16260865330696106,92.125,4.6015625,94,7,2.6328125,0.41586969001308616,0.9349448331754422,0.36913185751916866,0.12136070430278778,0.06171649694442749
val,0.1954498440027237,89.9375,4.59375,105,7,2.822265625,0.395225942451628,0.9021463757093033,0.3284952538967993,0.1005774587392807,0.0515953004360199
val,0.3571629822254181,80.75,4.3203125,51,5,2.529296875,0.53938521965054,0.8928402866983799,0.3118372231070735,0.0785258561372757,0.029769372195005417
val (no noise),0.22266128659248352,89.9375,5.03515625,40,7,3.248046875,0.5118991418260355,0.9326939583423656,0.39903953194211794,0.10534583032131195,0.09000521898269653
val (no noise),0.1626645177602768,91.8125,5.07421875,45,9,3.271484375,0.492259226729338,0.9037756126909343,0.37943333721554884,0.07668127864599228,0.05489058792591095
val (no noise),0.2151956558227539,89.1875,4.921875,29,6,3.240234375,0.5468970282866081,0.9080193550116796,0.3918263526458796,0.13275615870952606,0.05149054527282715
val (no noise),0.1442125290632248,92.75,4.984375,49,9,2.9453125,0.49301911262668807,0.9385300978673248,0.36449539569690914,0.0876803919672966,0.051102928817272186
val (no noise),0.11742224544286728,94.4375,5.07421875,46,9,2.912109375,0.4767826531219673,0.9463504236467616,0.3978172313077367,0.07070744782686234,0.018040869385004044
val (no noise),0.14146482944488525,93.9375,5.11328125,41,9,3.0859375,0.5035025033639684,0.9269447862518987,0.38586322943435447,0.10969003289937973,0.021983858197927475
val (no noise),0.16269680857658386,91.4375,4.81640625,36,6,3.0859375,0.5161547142986143,0.8527907886018004,0.40960290174761355,0.12503081560134888,0.05856211110949516
val (no noise),0.12757731974124908,93.4375,4.97265625,33,7,2.90234375,0.5099039423344449,0.9349448331754422,0.4374313433586111,0.14374734461307526,0.0591542087495327
val (no noise),0.1770738661289215,90.75,5.01953125,46,7,3.1328125,0.4894277822192381,0.9021463757093033,0.41774342691561767,0.12426315248012543,0.047877032309770584
val (no noise),0.31562724709510803,81.875,4.6953125,16,5,2.796875,0.6377748046172739,0.8928402866983799,0.3616928675569782,0.12613758444786072,0.024505555629730225
