epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.5524585843086243,73.4375,2.638671875,99813,10,1.328125,,,,,
2,train,0.3075757026672363,84.0,2.837890625,99746,9,1.4052734375,,,,,
3,train,0.3306383192539215,84.0625,2.896484375,99761,10,1.3017578125,,,,,
4,train,0.2319183051586151,87.25,2.8984375,99736,9,1.25390625,,,,,
5,train,0.459806889295578,76.625,2.900390625,99753,9,1.2783203125,,,,,
6,train,0.3874102234840393,79.8125,2.900390625,99748,6,1.345703125,,,,,
7,train,0.363753467798233,80.3125,2.900390625,99739,6,1.369140625,,,,,
8,train,0.2847987711429596,83.6875,2.8984375,99753,8,1.318359375,,,,,
9,train,0.312427818775177,82.3125,2.900390625,99734,8,1.3291015625,,,,,
10,train,0.4081949591636657,76.3125,2.8984375,99728,9,1.416015625,,,,,
1,val,0.3273301720619201,82.4375,2.83984375,22,8,1.5009765625,0.5981786638920922,0.937864912463184,0.3075470841564245,0.0972635298967361,0.0360479392111301
2,val,0.2964726984500885,83.25,2.8515625,26,8,1.39453125,0.5724708796849157,0.9083745327586092,0.3108303113215959,0.1199207752943039,0.0924201533198356
3,val,0.2610381841659546,85.375,2.8828125,28,8,1.2275390625,0.5522227455958209,0.901368582395353,0.3005802960863425,0.1833463311195373,0.1662819683551788
4,val,0.2157892286777496,87.375,2.890625,33,8,1.2861328125,0.5212025103439021,0.9308319163573376,0.2974538276953545,0.1686619967222213,0.1742813289165496
5,val,0.4190112948417663,79.125,2.8984375,18,5,1.3466796875,0.6148860633430823,0.9198570823234896,0.3508570119263854,0.2574195861816406,0.0401730649173259
6,val,0.3597821295261383,80.4375,2.896484375,18,5,1.3173828125,0.6140434667671797,0.919020575072995,0.3649965180470204,0.1957325041294098,0.0662440508604049
7,val,0.2777622640132904,84.75,2.90234375,23,6,1.2958984375,0.5725528764407151,0.9301325466788644,0.3879432754792945,0.0786614492535591,0.0994979739189148
8,val,0.2680646181106567,84.875,2.888671875,23,6,1.267578125,0.5713678769230046,0.9304631089642618,0.3819725392159969,0.1264015138149261,0.1151906251907348
9,val,0.5802136659622192,67.75,2.904296875,11,5,1.5322265625,0.7045550772264686,0.8274830475065402,0.3255734128277705,0.0451680421829223,0.1424782276153564
10,val,0.3066838681697845,81.9375,2.90234375,20,6,1.33984375,0.6060816371188824,0.8850929628314818,0.4034283947012435,0.011131745763123,0.0860855728387832
1,val (no noise),0.290484607219696,84.1875,2.94921875,15,8,1.572265625,0.6385734059154186,0.937864912463184,0.3251694041435864,0.1247071921825409,0.0267533157020807
2,val (no noise),0.2566817998886108,84.875,2.94921875,19,8,1.455078125,0.6047713014920827,0.9083745327586092,0.3330394962440418,0.1385892331600189,0.0924658775329589
3,val (no noise),0.1927840113639831,89.125,3.0,20,8,1.259765625,0.5870609214289333,0.901368582395353,0.3298831407029594,0.2222912013530731,0.1724913269281387
4,val (no noise),0.1524179428815841,90.625,3.0,25,8,1.32421875,0.5533967028800089,0.9308319163573376,0.3259748307563415,0.2001333385705948,0.176573559641838
5,val (no noise),0.3383378982543945,82.5625,3.0,13,5,1.384765625,0.6458968262623865,0.9198570823234896,0.3886240146052337,0.3196937441825866,0.0406497418880462
6,val (no noise),0.2665416002273559,84.375,3.0,13,5,1.361328125,0.645964669759296,0.919020575072995,0.4135358453516014,0.2502118349075317,0.0685793384909629
7,val (no noise),0.2088634818792343,87.375,3.0,17,6,1.341796875,0.6017777220500711,0.9301325466788644,0.425946762467893,0.1071949228644371,0.1025923043489456
8,val (no noise),0.1947933137416839,88.4375,3.0,17,6,1.3046875,0.6034541901208889,0.9304631089642618,0.4299604700879968,0.14560067653656,0.1214498281478881
9,val (no noise),0.5069576501846313,70.1875,3.0,7,5,1.5810546875,0.7418989885522698,0.8274830475065402,0.3591809478713376,0.0672047734260559,0.1542847901582718
10,val (no noise),0.2418806403875351,84.25,3.0,14,6,1.376953125,0.6380419528745324,0.8850929628314818,0.4466453674806402,0.0153829725459218,0.0896471440792083
