epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.6465577483177185,66.25,2.318359375,96774,10,1.291015625,,,,,
2,train,0.4985071122646332,71.8125,2.3984375,96527,10,1.396484375,,,,,
3,train,0.4781122207641601,72.1875,2.3984375,96525,9,1.3984375,,,,,
4,train,0.4754632115364074,71.9375,2.3984375,96480,7,1.3994140625,,,,,
5,train,0.4918482899665832,71.8125,2.3984375,96557,8,1.3974609375,,,,,
6,train,0.4728738963603973,72.1875,2.400390625,96556,7,1.400390625,,,,,
7,train,0.7452560067176819,56.625,2.58984375,96064,9,1.5712890625,,,,,
8,train,0.5913256406784058,64.125,2.599609375,96035,7,1.5859375,,,,,
9,train,0.5256295800209045,67.125,2.6015625,95927,7,1.517578125,,,,,
10,train,0.5212703347206116,67.25,2.6015625,95962,7,1.5205078125,,,,,
1,val,0.4858750402927398,72.1875,2.427734375,13,7,1.4287109375,0.6467129328028645,0.8722546387585507,0.2410002153288781,0.0019883904606103,0.0055376491509377
2,val,0.4843634665012359,70.75,2.41796875,13,7,1.41796875,0.6448183882489313,0.873923961287387,0.2277642544773992,0.0035460893996059,0.0055357203818857
3,val,0.4896070957183838,73.0,2.41796875,13,7,1.4169921875,0.6465244036279703,0.8773018692658865,0.2299670952270699,0.0022289070766419,0.0055173677392303
4,val,0.4787534773349762,73.8125,2.3984375,13,7,1.3994140625,0.6435059120255744,0.8937155673702581,0.2299621004039443,0.0004368831869214,0.0055363811552524
5,val,0.4856389164924621,70.4375,2.41015625,13,7,1.41015625,0.6448699545614984,0.8942464450293103,0.2234618244217223,0.0012084487825632,0.0055179060436785
6,val,0.4826211631298065,71.75,2.427734375,13,7,1.427734375,0.6467757616890265,0.884129405096326,0.2356400018331812,0.0052528735250234,0.0055204383097589
7,val,0.5740267038345337,65.125,2.609375,13,7,1.6103515625,0.6586038497538274,0.9385194776878504,0.2485780268932636,0.000374587776605,0.0070533026009798
8,val,0.5644074082374573,66.9375,2.591796875,14,7,1.46875,0.6379896235887701,0.9181520739625568,0.2722220642196908,0.0287056397646665,0.007823129184544
9,val,0.5248008966445923,67.75,2.619140625,13,7,1.537109375,0.6489002232860068,0.9186824877792106,0.272413631470331,0.0003518056182656,0.006297396030277
10,val,0.5318045616149902,66.3125,2.603515625,13,7,1.5234375,0.6480495301976162,0.9220953783641356,0.2733794981544481,0.0003532176779117,0.0063065662980079
1,val (no noise),0.4234175086021423,73.5,2.767578125,7,7,1.7685546875,0.7237825121153898,0.8722546387585507,0.3647463718430464,8.211822569137439e-05,0.0069702775217592
2,val (no noise),0.4192983210086822,74.0,2.767578125,7,7,1.7685546875,0.7237825121153898,0.873923961287387,0.3647463718430464,8.211822569137439e-05,0.0069702775217592
3,val (no noise),0.414268434047699,75.1875,2.767578125,7,7,1.7685546875,0.7237825121153898,0.8773018692658865,0.3647463718430464,8.211822569137439e-05,0.0069702775217592
4,val (no noise),0.4075697958469391,74.375,2.767578125,7,7,1.7685546875,0.7237825121153898,0.8937155673702581,0.3647463718430464,8.211822569137439e-05,0.0069702775217592
5,val (no noise),0.4174078106880188,72.1875,2.767578125,7,7,1.7685546875,0.7237825121153898,0.8942464450293103,0.3647463718430464,8.211822569137439e-05,0.0069702775217592
6,val (no noise),0.4181108474731445,74.1875,2.767578125,7,7,1.7685546875,0.7237825121153898,0.884129405096326,0.3647463718430464,8.211822569137439e-05,0.0069702775217592
7,val (no noise),0.5316358804702759,66.8125,3.0,6,7,2.0,0.7612853468830099,0.9385194776878504,0.3223672558707274,9.50192625168711e-05,0.0090102832764387
8,val (no noise),0.5110459923744202,69.5625,3.0,7,7,1.8056640625,0.7352246596679444,0.9181520739625568,0.3610768109749706,0.0388014242053031,0.0093833031132817
9,val (no noise),0.4668161273002624,69.6875,3.0,6,7,1.8837890625,0.7487817840842399,0.9186824877792106,0.3478289576443858,9.511879761703312e-05,0.0078011755831539
10,val (no noise),0.4665589034557342,70.375,3.0,6,7,1.8837890625,0.7487817840842399,0.9220953783641356,0.3478289576443858,9.511879761703312e-05,0.0078011755831539
