epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,1.0693106651306152,38.25,5.91796875,100000,11,3.83203125,,,,,
2,train,1.041714429855347,38.90625,5.98046875,100000,11,4.140625,,,,,
3,train,1.0410869121551514,38.84375,5.98046875,100000,11,4.16796875,,,,,
4,train,1.040815353393555,38.90625,5.98046875,100000,11,4.13671875,,,,,
5,train,1.043550729751587,38.6875,5.98046875,100000,11,4.2265625,,,,,
6,train,1.04051673412323,38.6875,5.98046875,100000,10,4.2265625,,,,,
7,train,1.0404009819030762,38.875,5.98046875,100000,11,4.22265625,,,,,
8,train,1.5552552938461304,22.09375,10.34375,100000,10,7.17578125,,,,,
9,train,1.6028809547424316,21.71875,10.921875,100000,11,7.6796875,,,,,
10,train,1.5550183057785034,24.03125,11.0,100000,11,8.1875,,,,,
1,val,1.0443426370620728,40.625,6.05859375,136,3,4.29296875,0.6120501812612411,0.8775365813055338,0.242256212564414,0.7618749737739563,0.4067040979862213
2,val,1.043730616569519,40.53125,6.05859375,125,3,4.37109375,0.6304361422689678,0.90110675179952,0.2438956321487734,0.7726776599884033,0.4060446619987488
3,val,1.0471065044403076,40.53125,6.05859375,135,3,4.30078125,0.6124319881088781,0.9191628424477633,0.2424687857801756,0.7620022892951965,0.4094466269016266
4,val,1.0481808185577393,36.59375,6.05859375,126,3,4.2890625,0.6118422273460148,0.9264584528502696,0.242370577460856,0.7593713998794556,0.4116238355636596
5,val,1.0435004234313965,40.125,6.05859375,135,3,4.28515625,0.6069765174339852,0.9173364101855994,0.2441314534387135,0.7600046396255493,0.421086311340332
6,val,1.049930214881897,37.8125,6.05859375,137,3,4.30078125,0.6141477389383356,0.9233156617212364,0.2417315584239716,0.7614635825157166,0.4042673110961914
7,val,1.0423872470855713,40.8125,6.05859375,129,3,4.2890625,0.6114149246480944,0.9254618652756722,0.2430488060986387,0.7602717280387878,0.42011159658432
8,val,1.6230690479278564,19.5625,11.0,174,4,7.65234375,0.4146603566138572,0.8542647570133408,0.0055829734351144,0.0020624645985662,0.0005870418972335
9,val,1.60939621925354,20.671875,11.0,196,4,8.4453125,0.3966288888721075,0.835288983500501,-0.00166765846431,0.001332095474936,0.0023095484357327
10,val,1.621071457862854,19.046875,11.0,185,3,8.484375,0.4121996190913637,0.5601714656344258,-0.0032175303718859,0.0018822156125679,0.0001776135904947
1,val (no noise),1.0443421602249146,40.625,6.05859375,2,2,5.05859375,0.8995504599205273,0.8775365813055338,0.2953483304430533,0.998432755470276,0.9984326958656312
2,val (no noise),1.043731451034546,40.53125,6.05859375,2,2,5.05859375,0.8995504599205273,0.90110675179952,0.2953483304430533,0.998432755470276,0.9984326958656312
3,val (no noise),1.047106385231018,40.53125,6.05859375,2,2,5.05859375,0.8995504599205273,0.9191628424477633,0.2953483304430533,0.998432755470276,0.9984326958656312
4,val (no noise),1.048181176185608,36.59375,6.05859375,2,2,5.05859375,0.8995504599205273,0.9264584528502696,0.2953483304430533,0.998432755470276,0.9984326958656312
5,val (no noise),1.0435007810592651,40.125,6.05859375,2,2,5.05859375,0.8995504599205273,0.9173364101855994,0.2953483304430533,0.998432755470276,0.9984326958656312
6,val (no noise),1.049930453300476,37.8125,6.05859375,2,2,5.05859375,0.8995504599205273,0.9233156617212364,0.2953483304430533,0.998432755470276,0.9984326958656312
7,val (no noise),1.0423872470855713,40.8125,6.05859375,2,2,5.05859375,0.8995504599205273,0.9254618652756722,0.2953483304430533,0.998432755470276,0.9984326958656312
8,val (no noise),1.6230595111846924,19.5625,11.0,1,3,9.0,1.0,0.8542647570133408,-0.0547495252281364,,
9,val (no noise),1.606735110282898,20.859375,11.0,3,3,9.984375,0.9839150100445484,0.835288983500501,0.0273180692307885,0.0007338213035836,0.00652388157323
10,val (no noise),1.6211133003234863,19.046875,11.0,1,2,10.0,1.0,0.5601714656344258,-0.0547495252281364,,
