epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.8022677302360535,60.03125,2.94921875,100000,10,1.4404296875,,,,,
2,train,0.4263609051704407,75.75,3.2578125,100000,10,1.744140625,,,,,
3,train,0.4101961255073547,76.375,3.36328125,100000,10,1.7861328125,,,,,
4,train,0.4195482730865478,75.5,3.888671875,100000,10,2.12109375,,,,,
5,train,0.4439215362071991,74.8125,4.171875,100000,10,2.240234375,,,,,
6,train,0.3739365637302398,77.6875,4.33984375,100000,10,2.2890625,,,,,
7,train,0.4153013229370117,75.9375,4.4921875,100000,10,2.455078125,,,,,
8,train,0.3586489856243133,79.0625,3.8515625,100000,10,2.04296875,,,,,
9,train,0.3934366703033447,77.75,3.576171875,100000,10,1.7841796875,,,,,
10,train,0.3942040205001831,76.5625,3.8203125,100000,10,1.9013671875,,,,,
1,val,0.5148178935050964,72.5625,3.251953125,229,10,1.763671875,0.4573443027344374,0.9282512556539512,0.2599594709998249,0.1440058648586273,0.0584207847714424
2,val,0.3930703997611999,76.8125,3.265625,237,10,1.72265625,0.4401883590688127,0.9184438895154604,0.2743507546859152,0.1183064803481102,0.0506177619099617
3,val,0.4402098953723907,73.5625,3.8828125,327,10,2.09765625,0.3628047421640544,0.8736275606855621,0.337752228502328,0.2462704926729202,0.0628548040986061
4,val,0.3949728012084961,77.0,3.8828125,315,10,2.1171875,0.3626289315753211,0.9097241812798116,0.3320428348638455,0.2359971106052398,0.0510072484612464
5,val,0.4316650032997131,77.3125,4.31640625,373,10,2.29296875,0.2982929552239154,0.8892022094706822,0.3106531365191912,0.1333467364311218,0.0197467319667339
6,val,0.3650053739547729,75.8125,4.3828125,382,10,2.302734375,0.3021911833388906,0.9305111929723796,0.3325836201038517,0.1714051216840744,0.0408820174634456
7,val,0.3581175506114959,78.625,4.578125,408,10,2.548828125,0.2711327579025244,0.9309548622715424,0.3404054415712433,0.1725301742553711,0.0212452802807092
8,val,0.3021994531154632,82.25,3.634765625,313,10,1.943359375,0.3690777320584337,0.9294800465153784,0.2877756118286747,0.17039754986763,0.0505751073360443
9,val,0.3871336579322815,75.6875,3.583984375,318,10,1.70703125,0.4019818206061404,0.9178383069276612,0.2919244069319857,0.1982563734054565,0.0574892424046993
10,val,0.395736962556839,75.9375,3.826171875,362,10,1.8955078125,0.3735246458070155,0.9279354417865536,0.3184990021063623,0.1942685097455978,0.0708343088626861
1,val (no noise),0.4745777249336242,74.1875,3.251953125,10,4,2.19921875,0.7057474709205225,0.9282512556539512,0.302308016251256,0.1957073509693145,0.1333857029676437
2,val (no noise),0.3230328261852264,79.9375,3.265625,10,5,2.11328125,0.6740906867978701,0.9184438895154604,0.3249160663110807,0.1247110217809677,0.0614201053977012
3,val (no noise),0.3799984455108642,76.5,3.8828125,11,5,2.703125,0.6778986824600561,0.8736275606855621,0.3801922728322589,0.3113345205783844,0.0231278482824563
4,val (no noise),0.3262870907783508,79.5625,3.8828125,9,5,2.703125,0.6902492139562353,0.9097241812798116,0.3711671813192289,0.2901883423328399,0.0142423212528228
5,val (no noise),0.433877944946289,77.3125,4.31640625,10,4,2.990234375,0.6846412855655344,0.8892022094706822,0.3419546389152913,0.1843103915452957,0.1149548292160034
6,val (no noise),0.3251599371433258,78.75,4.3828125,8,4,2.99609375,0.6987630782655823,0.9305111929723796,0.3666485397331873,0.266811728477478,0.2070285528898239
7,val (no noise),0.3091408312320709,79.0625,4.578125,10,4,3.318359375,0.6775956857664248,0.9309548622715424,0.3545964057485754,0.2306510955095291,0.0224624928086996
8,val (no noise),0.2642797231674194,83.75,3.634765625,11,5,2.505859375,0.6623154681932715,0.9294800465153784,0.3295062019119512,0.2042513787746429,0.0391801446676254
9,val (no noise),0.3471776843070984,76.9375,3.583984375,10,5,2.1484375,0.6877340242052351,0.9178383069276612,0.3284223334884927,0.1750940829515457,0.0169504377990961
10,val (no noise),0.3477784693241119,77.1875,3.826171875,10,5,2.439453125,0.6877340242052351,0.9279354417865536,0.3541999338039744,0.1832026243209839,0.041883960366249
