phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.8002505302429199,63.9375,3.427734375,99987,10,2.0390625,,,,,
train,0.3507375419139862,84.625,4.33984375,99977,10,2.537109375,,,,,
train,0.2247466742992401,89.625,4.5,99971,10,2.623046875,,,,,
train,0.21615786850452423,89.875,4.56640625,99978,9,2.646484375,,,,,
train,0.19156894087791443,90.8125,4.6484375,99971,10,2.66015625,,,,,
train,0.17612069845199585,91.125,4.71484375,99984,9,2.701171875,,,,,
train,0.22741921246051788,88.9375,4.578125,99975,10,2.59765625,,,,,
train,0.19067908823490143,90.5625,4.8046875,99963,10,2.771484375,,,,,
train,0.4451501667499542,78.625,3.90625,99980,10,2.306640625,,,,,
train,0.3814239799976349,80.5625,4.0546875,99987,9,2.3125,,,,,
val,0.45130959153175354,80.625,4.140625,83,6,2.388671875,0.44212280754399,0.8855648700074712,0.25914774525662604,0.053523510694503784,0.11463169008493423
val,0.2981512248516083,87.0,4.34375,123,7,2.515625,0.38623775230307067,0.9015626956516501,0.2543583591109848,0.05135535076260567,0.09290808439254761
val,0.19311901926994324,91.5625,4.49609375,133,9,2.626953125,0.357123452362613,0.9235436525389109,0.20268002434222593,0.04208230972290039,0.059796515852212906
val,0.14472642540931702,93.0625,4.55859375,152,9,2.646484375,0.3279646723615901,0.9366335724969637,0.20755747317239923,0.07421672344207764,0.06854108721017838
val,0.40152403712272644,83.1875,4.66796875,177,9,2.771484375,0.3295339357612921,0.8822733394352749,0.20658669210523342,0.04015425592660904,0.05524944141507149
val,0.2824142575263977,88.125,5.015625,181,9,2.962890625,0.3130907590172052,0.921288305280566,0.2176938320013855,0.059390485286712646,0.08038587123155594
val,0.20438522100448608,89.6875,4.44140625,132,9,2.68359375,0.3723335712321325,0.9421335757765131,0.2065516459329748,0.05035960674285889,0.06567952781915665
val,0.13623127341270447,92.625,4.84375,168,9,2.7734375,0.31661282288571435,0.9476069386570252,0.2319767478153122,0.044290125370025635,0.06450658291578293
val,0.3153594732284546,85.5,4.05859375,72,5,2.451171875,0.48459663076078574,0.9407645042631225,0.2912707586982389,0.053835831582546234,0.08525789529085159
val,0.27083903551101685,85.5,4.23828125,81,5,2.400390625,0.4576177934408673,0.9392380516114996,0.3061057080657322,0.04990939795970917,0.08650026470422745
val (no noise),0.4076661467552185,82.0625,4.90234375,34,6,2.91796875,0.5560282451794475,0.8855648700074712,0.3311241191134139,0.08121253550052643,0.13575343787670135
val (no noise),0.22049932181835175,89.9375,5.1015625,40,7,3.03515625,0.5161535647544437,0.9015626956516501,0.32598988661587436,0.0723426565527916,0.08515623956918716
val (no noise),0.12887422740459442,93.0625,5.3984375,32,9,3.248046875,0.5266323006856868,0.9235436525389109,0.29299540499174603,0.05348771810531616,0.04407533258199692
val (no noise),0.11054395884275436,94.5625,5.4765625,31,9,3.24609375,0.511679423406858,0.9366335724969637,0.2891463041964162,0.08170115947723389,0.061281539499759674
val (no noise),0.33000409603118896,85.0625,5.62890625,53,9,3.453125,0.49164303013789346,0.8822733394352749,0.3285346698981135,0.035846613347530365,0.05777355656027794
val (no noise),0.18511134386062622,90.5,6.0,44,9,3.626953125,0.5038901431850127,0.921288305280566,0.29197426572856267,0.06095101311802864,0.05783948302268982
val (no noise),0.15924441814422607,91.75,5.28125,31,9,3.26953125,0.5241549656903919,0.9421335757765131,0.3155490859862408,0.06433142721652985,0.05267912149429321
val (no noise),0.09911608695983887,93.9375,5.796875,33,9,3.4140625,0.5120727919258696,0.9476069386570252,0.3319166892097138,0.041989654302597046,0.04662325233221054
val (no noise),0.2556994557380676,86.875,4.765625,20,5,2.96484375,0.6123620595876436,0.9407645042631225,0.3745155617683924,0.04626055434346199,0.09640460461378098
val (no noise),0.23423929512500763,86.5625,4.9921875,21,5,2.92578125,0.5989306743029568,0.9392380516114996,0.3755338309480825,0.06485363095998764,0.057654011994600296
