phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.7824779152870178,59.59375,2.220703125,95771,10,0.82373046875,,,,,
train,0.6879199147224426,61.90625,2.24609375,95573,10,0.82080078125,,,,,
train,0.6739164590835571,61.21875,2.248046875,95479,10,0.80224609375,,,,,
train,0.6523836851119995,61.84375,2.248046875,95657,10,0.806640625,,,,,
train,0.680596649646759,59.34375,2.24609375,95559,10,0.88232421875,,,,,
train,0.6610540747642517,59.46875,2.24609375,95622,10,0.89013671875,,,,,
train,0.7096044421195984,58.125,2.208984375,95731,10,0.869140625,,,,,
train,0.79848712682724,51.1875,1.810546875,97808,10,0.57666015625,,,,,
train,0.7945406436920166,53.3125,1.9033203125,97071,10,0.57861328125,,,,,
train,0.7315478324890137,56.34375,1.998046875,96241,10,0.587890625,,,,,
val,0.7065514326095581,60.875,2.255859375,66,10,0.8154296875,0.5722469274666311,0.9279819601469101,0.2130810695759858,0.2181510627269745,0.06886392086744308
val,0.7397722005844116,58.15625,2.255859375,61,10,0.78125,0.6033047574057396,0.8356225820415621,0.2226607314120892,0.30955493450164795,0.09904971718788147
val,0.6506085991859436,62.40625,2.255859375,66,10,0.8056640625,0.5818427066652483,0.8645827080411698,0.20133150006103173,0.24816706776618958,0.08894801139831543
val,1.6325418949127197,41.71875,2.416015625,66,10,1.119140625,0.5917490390856056,0.6648067570787961,0.14177337208591767,0.1867702305316925,0.030273616313934326
val,0.6744223237037659,60.1875,2.255859375,68,10,0.89404296875,0.5927612475295041,0.8766001616675723,0.1993168394517889,0.2705666124820709,0.07409149408340454
val,0.653480589389801,60.59375,2.255859375,65,10,0.8818359375,0.5967203746478761,0.8775763340373379,0.20814058049285775,0.2611098289489746,0.06756459176540375
val,0.8410207033157349,50.1875,1.8212890625,49,10,0.57861328125,0.7069239202721209,0.8871376726643712,0.10346355097898828,0.2380007803440094,0.11715120822191238
val,0.794755756855011,50.3125,1.8212890625,50,10,0.57958984375,0.6950232432595926,0.9090648004612034,0.09987064408221766,0.23012608289718628,0.10757492482662201
val,0.7249876856803894,58.15625,2.005859375,61,10,0.59375,0.6543193266171399,0.826376355854701,0.14899438467414045,0.30374208092689514,0.12173333764076233
val,0.7270455956459045,57.46875,2.005859375,63,10,0.5888671875,0.6511880431139276,0.8288051683243687,0.14259683845392188,0.30414098501205444,0.14285938441753387
val (no noise),0.571666419506073,67.125,2.255859375,6,4,0.82666015625,0.7562321878180774,0.9279819601469101,0.31293782190945296,0.2633151113986969,0.17165298759937286
val (no noise),0.6554948687553406,62.1875,2.255859375,4,4,0.75,0.7991102355167921,0.8356225820415621,0.3371404718239847,0.5986248850822449,0.4304719865322113
val (no noise),0.5528578162193298,66.8125,2.255859375,6,4,0.814453125,0.7615489633084487,0.8645827080411698,0.2819220660290914,0.3253583610057831,0.2925961911678314
val (no noise),1.7260342836380005,41.53125,2.416015625,5,4,1.3125,0.8259148588196045,0.6648067570787961,0.21964408121442397,0.2696934640407562,0.10929924249649048
val (no noise),0.6151713132858276,61.28125,2.255859375,4,4,0.998046875,0.7991102355167921,0.8766001616675723,0.27448216923018753,0.38901808857917786,0.2513282001018524
val (no noise),0.6137796640396118,61.6875,2.255859375,4,4,0.998046875,0.7991102355167921,0.8775763340373379,0.27448216923018753,0.38901808857917786,0.2513282001018524
val (no noise),0.8396771550178528,49.90625,1.8212890625,3,4,0.5634765625,0.8443910468333531,0.8871376726643712,0.18220939251770235,0.33843812346458435,0.19638819992542267
val (no noise),0.7946569919586182,50.1875,1.8212890625,3,4,0.5634765625,0.8443910468333531,0.9090648004612034,0.18220939251770235,0.33843812346458435,0.19638819992542267
val (no noise),0.6788874864578247,60.09375,2.005859375,5,5,0.5634765625,0.8023853021138868,0.826376355854701,0.19715705344819712,0.3891310393810272,0.21300262212753296
val (no noise),0.6772500276565552,58.875,2.005859375,5,5,0.5634765625,0.8023853021138868,0.8288051683243687,0.19715705344819712,0.3891310393810272,0.21300262212753296
