epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.5337972044944763,71.9375,5.89453125,100000,10,3.8046875,,,,,
2,train,0.3343596458435058,81.3125,6.484375,100000,10,3.984375,,,,,
3,train,0.271269679069519,83.9375,7.3046875,100000,9,4.54296875,,,,,
4,train,0.4191376864910126,76.1875,6.8359375,100000,9,4.62890625,,,,,
5,train,0.3583315312862396,78.0,6.5546875,100000,8,5.34375,,,,,
6,train,0.589393138885498,64.8125,7.2734375,100000,8,6.07421875,,,,,
7,train,0.5848758816719055,64.9375,7.64453125,100000,5,5.39453125,,,,,
8,train,1.0405417680740356,41.625,8.0625,100000,5,6.03515625,,,,,
9,train,1.625277042388916,20.03125,11.0,100000,3,9.0,,,,,
10,train,1.62432861328125,19.96875,11.0,100000,3,9.0,,,,,
1,val,0.2294173091650009,86.875,6.40625,25,5,4.609375,0.5918013118851408,0.9304992145287396,0.3079380076990831,0.1481657922267913,0.1088865995407104
2,val,0.2590338289737701,84.375,7.23046875,16,6,4.296875,0.6235601829601796,0.8766650655954016,0.329487413312795,0.2855779528617859,0.1694035828113556
3,val,1.015792727470398,48.1875,7.61328125,5,3,5.89453125,0.8098024543562127,0.8160844044387777,0.3230294134551243,0.8001161813735962,0.4878318309783935
4,val,0.5214037299156189,74.0625,6.5234375,9,3,5.27734375,0.7231091035287042,0.7771313115162294,0.375895404051805,0.4079140126705169,0.0528899431228637
5,val,0.3191976845264435,79.3125,6.64453125,12,3,5.41015625,0.6700087319206505,0.8662200797788765,0.3760741755399637,0.3181666135787964,0.1104695349931716
6,val,0.692476749420166,59.28125,7.8359375,8,4,6.40234375,0.7768338388955722,0.8598345646378718,0.3244158536061272,0.6435534954071045,0.1123578622937202
7,val,0.614169716835022,60.28125,7.484375,4,4,5.484375,0.7991548322339737,0.9050280476356304,0.4040003087227028,0.996347963809967,0.9970117211341858
8,val,1.6234984397888184,20.359375,11.0,1,3,9.0,1.0,0.8097134248433187,-0.0547495252281364,,
9,val,1.6229393482208252,19.5625,11.0,1,3,9.0,1.0,0.7963635568527012,-0.0547495252281364,,
10,val,1.6185740232467651,20.859375,11.0,1,3,9.0,1.0,0.7783842346218172,-0.0547495252281364,,
