epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.5880371332168579,71.75,2.939453125,100000,10,1.439453125,,,,,
2,train,0.4040838778018951,79.0625,3.0,100000,10,1.2958984375,,,,,
3,train,0.3018162250518799,82.3125,3.0,100000,10,1.1748046875,,,,,
4,train,0.3242404758930206,79.6875,3.0,100000,10,1.1591796875,,,,,
5,train,0.2358823269605636,84.75,3.0,100000,10,1.1884765625,,,,,
6,train,0.2821176946163177,82.625,3.0,100000,9,1.197265625,,,,,
7,train,0.2458105832338333,84.9375,3.0,100000,9,1.1806640625,,,,,
8,train,0.2149742841720581,86.25,3.0,100000,10,1.15625,,,,,
9,train,0.246599018573761,84.6875,3.0,100000,10,1.2236328125,,,,,
10,train,0.2193242162466049,85.9375,3.0,100000,10,1.2158203125,,,,,
1,val,0.6408751010894775,70.6875,3.0,6,5,1.4599609375,0.748185263503505,0.9257214618382794,0.3493782833002604,0.4162595272064209,0.2835996150970459
2,val,0.2825527191162109,84.875,3.0,14,8,1.1435546875,0.6335830100541924,0.9373852333432208,0.3877887420969177,0.0457430183887481,0.1884116381406784
3,val,0.316715657711029,78.8125,3.0,13,9,1.125,0.6690612197656518,0.896005774498048,0.4377415820500412,0.1669304817914962,0.1885795891284942
4,val,0.218414157629013,86.0,3.0,13,7,1.1787109375,0.6378312630691897,0.9289398515190724,0.4569364610067563,0.1813651919364929,0.2800374329090118
5,val,0.2085061967372894,86.8125,3.0,15,8,1.1787109375,0.6312554621211086,0.9261718142114248,0.4523536401588144,0.1889102458953857,0.2384373992681503
6,val,0.1972730904817581,86.8125,3.0,14,7,1.1787109375,0.6252761015919991,0.9366067653552246,0.4653833110040161,0.2476722598075866,0.1496943235397339
7,val,0.2059226632118225,85.8125,3.0,15,8,1.162109375,0.62225374501329,0.8828431691393066,0.4482834547219098,0.1642711907625198,0.2093241512775421
8,val,0.1964955776929855,86.5,3.0,15,8,1.0888671875,0.6200479619610735,0.943645944453256,0.4263394513841375,0.2091058790683746,0.3052360713481903
9,val,0.2190505266189575,85.8125,3.0,15,8,1.27734375,0.6332794267064668,0.9243172196307974,0.4334443803240972,0.2099640220403671,0.1589051783084869
10,val,0.1903702765703201,88.6875,3.0,14,8,1.1787109375,0.6252761015919991,0.944215533565134,0.4654443326507635,0.2034019082784652,0.2261451631784439
