phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.5359060764312744,70.75,6.26171875,100000,10,4.6640625,,,,,
train,0.5622149705886841,69.0625,3.560546875,100000,10,2.23046875,,,,,
train,0.397273451089859,75.8125,2.814453125,100000,8,1.6845703125,,,,,
train,0.35018444061279297,77.875,3.166015625,100000,7,1.978515625,,,,,
train,0.3811527490615845,76.0,3.1484375,100000,7,1.9638671875,,,,,
train,0.5168150663375854,69.3125,3.48046875,100000,7,1.8896484375,,,,,
train,0.3970010280609131,77.0,3.72265625,100000,6,1.9072265625,,,,,
train,0.2643740475177765,84.25,4.23046875,100000,9,2.34375,,,,,
train,0.25097429752349854,86.1875,4.5078125,100000,9,2.65625,,,,,
train,0.29800131916999817,82.125,4.25,100000,9,2.412109375,,,,,
val,0.3750840425491333,77.9375,5.52734375,15,5,3.939453125,0.657381270775574,0.9114583903073168,0.1738048862365119,0.05113241821527481,0.045727334916591644
val,0.3794533312320709,78.3125,2.55859375,13,5,1.470703125,0.685333316279954,0.9466270290080682,0.2863718925808429,0.043873172253370285,0.07881449162960052
val,0.3479284346103668,76.8125,2.544921875,16,4,1.3681640625,0.6698744964435361,0.9055237740371946,0.2943710271732158,0.042905114591121674,0.19045144319534302
val,0.33237224817276,78.8125,3.05859375,12,4,1.8818359375,0.6791007104828071,0.9492705928052415,0.26839861086051847,0.05658746510744095,0.1919616460800171
val,0.40573200583457947,73.5,3.38671875,9,3,2.208984375,0.7114421680760878,0.9165358630720923,0.21373897023516852,0.032013025134801865,0.15021494030952454
val,0.4389877915382385,71.875,3.552734375,8,4,1.826171875,0.7250890384434161,0.9004739737279881,0.24131067548662125,0.1271061897277832,0.260505348443985
val,0.23585473001003265,84.0625,3.775390625,14,4,2.02734375,0.6299934059913561,0.9310579769672263,0.21534871944160944,0.05495189502835274,0.23284780979156494
val,0.20609284937381744,89.625,4.39453125,16,5,2.462890625,0.5988729669272499,0.9338988349014399,0.33026580533934025,0.08920829743146896,0.19075320661067963
val,0.2234582155942917,86.5625,5.28125,17,5,3.248046875,0.6144540465722363,0.8946101540762631,0.23067553188867798,0.14144425094127655,0.2718808650970459
val,0.2456597089767456,83.6875,4.484375,14,6,2.69140625,0.6432003389817642,0.9356837330031306,0.27744040460759506,0.0635175108909607,0.1221887618303299
