phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.8254102468490601,52.0,3.173828125,100000,11,2.025390625,,,,,
train,0.8786424994468689,49.375,4.5,100000,11,2.931640625,,,,,
train,1.623980164527893,20.171875,6.0,100000,11,2.86328125,,,,,
train,1.6177815198898315,20.09375,6.0,100000,10,2.857421875,,,,,
train,1.617024540901184,20.078125,6.0,100000,11,2.857421875,,,,,
train,1.6168593168258667,19.859375,6.0,100000,9,2.57421875,,,,,
train,1.6165986061096191,20.171875,6.0,100000,9,2.85546875,,,,,
train,1.6162532567977905,20.21875,6.0,100000,7,2.857421875,,,,,
train,1.6161854267120361,20.21875,6.0,100000,5,2.859375,,,,,
train,1.616126298904419,20.0625,6.0,100000,6,2.859375,,,,,
val,0.7449660301208496,55.84375,3.1953125,23,4,2.08984375,0.7655119311554035,0.89662860863903,0.25981229918823034,0.25075584650039673,0.07380423694849014
val,1.0530996322631836,40.03125,6.0,26,5,3.818359375,0.7713375182509613,0.8072793999654146,0.24588499965923633,0.3150147795677185,0.5732002258300781
val,1.614495873451233,20.265625,6.0,15,5,2.861328125,0.8657319786706272,0.5772405915714405,-0.011736905811309654,0.00569375604391098,0.004253110382705927
val,1.6180561780929565,19.5625,6.0,14,5,2.87109375,0.864066612126522,0.5605540837636331,-0.005572426376108712,0.005544966086745262,0.007987292483448982
val,1.6147819757461548,20.859375,6.0,17,5,2.8671875,0.8490234930294257,0.5352942701389971,-0.0020821756617435206,0.006435430143028498,0.001945454627275467
val,1.6176135540008545,19.5625,6.0,17,5,2.86328125,0.8560614405062262,0.5265591924116295,-0.008950665917452904,0.0040566022507846355,0.002424582140520215
val,1.6165697574615479,18.84375,6.0,16,5,2.84765625,0.855394022158072,0.522832080095028,-0.021106296431915157,0.007365242578089237,0.0059980652295053005
val,1.6158256530761719,19.25,6.0,17,5,2.85546875,0.8627440604275403,0.5052988720651123,-0.00860957371098727,0.004269109107553959,0.0024596625007689
val,1.6152527332305908,19.859375,6.0,15,5,2.859375,0.8651344708441392,0.4794823359290652,0.006604442110087994,0.002491340506821871,0.0014610467478632927
val,1.6158396005630493,19.765625,6.0,12,5,2.88671875,0.8722809989716844,0.44090602214410146,-0.007434097843811922,0.007880776189267635,0.0028858843725174665
val (no noise),0.7448803186416626,55.9375,3.1953125,4,3,2.1953125,0.8242435640406375,0.89662860863903,0.27145014601643963,0.25431016087532043,0.009173445403575897
val (no noise),1.0503919124603271,39.625,6.0,2,4,3.98828125,0.8995504599205273,0.8072793999654146,0.2953483304430533,0.9984326958656311,0.9984326958656311
val (no noise),1.6152044534683228,20.0625,6.0,1,4,3.0,1.0,0.5772405915714405,-0.0547495252281364,,
val (no noise),1.6180627346038818,19.25,6.0,1,4,3.0,1.0,0.5605540837636331,-0.0547495252281364,,
val (no noise),1.61475670337677,20.765625,6.0,1,4,3.0,1.0,0.5352942701389971,-0.0547495252281364,,
val (no noise),1.6176364421844482,19.453125,6.0,1,4,3.0,1.0,0.5265591924116295,-0.0547495252281364,,
val (no noise),1.6164820194244385,19.046875,6.0,1,4,3.0,1.0,0.522832080095028,-0.0547495252281364,,
val (no noise),1.6157922744750977,19.359375,6.0,1,4,3.0,1.0,0.5052988720651123,-0.0547495252281364,,
val (no noise),1.6152491569519043,19.765625,6.0,1,4,3.0,1.0,0.4794823359290652,-0.0547495252281364,,
val (no noise),1.6158696413040161,20.359375,6.0,1,4,3.0,1.0,0.44090602214410146,-0.0547495252281364,,
