phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.7008469700813293,60.75,5.125,100000,10,3.65625,,,,,
train,0.6026552319526672,68.25,7.39453125,99999,10,5.13671875,,,,,
train,0.4546060860157013,73.75,8.0078125,100000,10,5.9609375,,,,,
train,0.3824975788593292,78.1875,8.0078125,99998,10,5.53515625,,,,,
train,0.3307322561740875,81.3125,8.0,100000,10,5.69921875,,,,,
train,0.4442514181137085,76.5,8.0,100000,10,5.58203125,,,,,
train,0.3972560167312622,77.3125,7.9921875,100000,10,5.3359375,,,,,
train,0.43661147356033325,75.375,7.99609375,100000,10,5.30859375,,,,,
train,0.5308871269226074,69.1875,8.0,100000,10,5.58984375,,,,,
train,0.6333743929862976,63.5625,7.99609375,100000,9,6.046875,,,,,
val,0.47415125370025635,72.875,5.74609375,62,6,4.35546875,0.5125575670745228,0.9427595707574484,0.2886338674807416,0.0792393758893013,0.018310872837901115
val,0.5001856684684753,72.8125,8.0,117,6,6.2734375,0.4182373959742237,0.8948346008496839,0.28970124861459556,0.05967956781387329,0.033858101814985275
val,0.6117144823074341,67.125,8.046875,71,4,6.05078125,0.4614361020783512,0.9152850413065861,0.24527375831690565,0.17450079321861267,0.07211910933256149
val,0.32151418924331665,82.75,7.98046875,302,8,5.08203125,0.24887396977862308,0.9305413075627929,0.28296138442352764,0.04588928073644638,0.012540451250970364
val,0.33915770053863525,83.0625,8.046875,164,8,6.05078125,0.32641547092421697,0.9619041476577255,0.2613267909912504,0.05565537139773369,0.041617196053266525
val,0.40840718150138855,76.625,7.96484375,162,7,5.48828125,0.36548341527729944,0.9652371064723282,0.2965786938774415,0.12461864948272705,0.007515415549278259
val,0.3527868092060089,79.625,7.93359375,160,6,5.35546875,0.3295715049834358,0.960080547182612,0.3459394622313657,0.10563500970602036,0.07178144156932831
val,0.5546744465827942,67.3125,7.984375,91,5,5.8203125,0.4349403296477643,0.9450358280453562,0.35530591678286166,0.1938571333885193,0.1069866269826889
val,0.48057839274406433,71.375,8.046875,129,6,5.66015625,0.3872060380394229,0.94905033211547,0.33124240037705305,0.09333688020706177,0.13722899556159973
val,0.37199175357818604,79.3125,7.984375,152,5,5.5390625,0.34134053998494074,0.9664109897369967,0.324853754635456,0.09844283014535904,0.08846762031316757
val (no noise),0.4572044909000397,74.5,7.70703125,10,6,6.1484375,0.7072967343419657,0.9427595707574484,0.38162273925097323,0.1398371160030365,0.022378232330083847
val (no noise),0.4922674000263214,73.3125,11.0,12,6,8.9140625,0.7100461729561994,0.8948346008496839,0.32101883986206026,0.09688235819339752,0.046194083988666534
val (no noise),0.5875759124755859,69.0625,11.0,7,4,8.5390625,0.7482222124584793,0.9152850413065861,0.25642990925038694,0.23599985241889954,0.058444201946258545
val (no noise),0.27784445881843567,84.5,11.0,31,8,7.23046875,0.5594381822536743,0.9305413075627929,0.35313645526470683,0.07524518668651581,0.034092552959918976
val (no noise),0.3392825424671173,83.75,11.0,16,8,8.5234375,0.6250311658918714,0.9619041476577255,0.3576045265764507,0.07098239660263062,0.033688656985759735
val (no noise),0.3853466808795929,77.9375,11.0,16,7,7.78515625,0.6697635411622841,0.9652371064723282,0.33175244457966896,0.22561708092689514,0.025278275832533836
val (no noise),0.32861003279685974,80.625,11.0,15,6,7.55078125,0.6482595577960897,0.960080547182612,0.41347559066336886,0.19745247066020966,0.030681926757097244
val (no noise),0.5438434481620789,67.5625,11.0,9,5,8.25,0.7485913274191656,0.9450358280453562,0.4135223820570652,0.3521963953971863,0.13382598757743835
val (no noise),0.4638841152191162,72.25,11.0,16,6,7.84765625,0.6784942154040007,0.94905033211547,0.39558264093216255,0.16566438972949982,0.10029484331607819
val (no noise),0.31566330790519714,80.625,11.0,11,5,7.77734375,0.6817961702848785,0.9664109897369967,0.40798224683939904,0.17144306004047394,0.10199267417192459
