epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.7193613052368164,65.1875,5.29296875,100000,11,3.603515625,,,,,
2,train,0.3706983625888824,81.8125,4.62890625,100000,11,3.05078125,,,,,
3,train,0.3446483910083771,84.4375,4.140625,100000,10,2.255859375,,,,,
4,train,0.2331200540065765,88.1875,4.62109375,100000,11,2.404296875,,,,,
5,train,0.514441728591919,76.0625,10.3125,100000,8,6.52734375,,,,,
6,train,0.3610764741897583,81.1875,11.0,100000,8,7.1875,,,,,
7,train,0.3805670440196991,80.6875,11.0,100000,8,7.015625,,,,,
8,train,0.3089767098426819,82.6875,11.0,100000,5,6.8125,,,,,
9,train,0.3326343894004822,82.5,11.0,100000,11,6.55078125,,,,,
10,train,0.2934481501579284,84.625,11.0,100000,11,6.51171875,,,,,
1,val,0.4394263029098511,78.4375,5.32421875,149,5,3.822265625,0.4851532283604126,0.9239015624272732,0.1884711359313976,0.1942930966615677,0.0718746483325958
2,val,0.2646180987358093,86.6875,4.5546875,141,7,2.673828125,0.4518492545831144,0.90300876176198,0.1211451621202794,0.1125461310148239,0.0349946580827236
3,val,0.2204124182462692,87.8125,4.9140625,121,7,2.939453125,0.4420763567138013,0.885756258689034,0.2851096726835988,0.0162459481507539,0.0695315301418304
4,val,0.1652929633855819,91.8125,4.54296875,144,8,2.208984375,0.4147483580366493,0.9352073206811294,0.2561662991574564,0.0068397833965718,0.0591550655663013
5,val,0.3665879368782043,80.875,11.0,338,5,7.41015625,0.266388155819129,0.9088038622185648,0.3138902907726047,0.1852785795927047,0.0542744286358356
6,val,0.2891052067279815,84.0,11.0,346,5,7.15234375,0.2591375259880646,0.918472374604078,0.3245763015634483,0.2594905197620392,0.0931121259927749
7,val,0.2766821682453155,83.5625,11.0,361,5,6.8046875,0.2450614106994377,0.953850478052368,0.3354509230415478,0.2041866779327392,0.0880389064550399
8,val,0.2835873961448669,82.5625,11.0,377,5,6.75390625,0.2334051112727986,0.937603382977518,0.3569614719785601,0.2406297624111175,0.0804242119193077
9,val,0.3271438479423523,82.4375,11.0,374,5,6.5703125,0.2377121262910322,0.9236727443199212,0.3472287254652765,0.0847794413566589,0.0595737397670745
10,val,0.1870672851800918,89.5,11.0,414,5,6.29296875,0.2160098165417376,0.938653261983093,0.3978152292351784,0.1847805380821228,0.0843335688114166
1,val (no noise),0.4361093044281006,78.4375,5.32421875,13,4,4.21484375,0.6553096725453119,0.9239015624272732,0.2191047248097386,0.2048728764057159,0.0412815473973751
2,val (no noise),0.2448566257953643,87.6875,4.5546875,21,6,2.90625,0.5800681996432093,0.90300876176198,0.1553685690633052,0.1270076483488083,0.0308090094476938
3,val (no noise),0.1912317872047424,89.125,4.9140625,20,6,3.1640625,0.583792587971443,0.885756258689034,0.3045927505665506,0.0186467505991458,0.0871380120515823
4,val (no noise),0.1376426070928573,93.125,4.54296875,31,7,2.369140625,0.542468571107764,0.9352073206811294,0.2777592861482404,0.0076510333456099,0.0732223764061927
5,val (no noise),0.3011496961116791,83.4375,11.0,14,4,8.21875,0.6479676994021957,0.9088038622185648,0.3559462145826082,0.2876175940036773,0.0198024492710828
6,val (no noise),0.2462321668863296,86.3125,11.0,13,4,7.91796875,0.6372881660500378,0.918472374604078,0.3667888377603069,0.4026805758476257,0.0552039295434951
7,val (no noise),0.2462821751832962,85.1875,11.0,16,4,7.52734375,0.622772489658876,0.953850478052368,0.3680449279888311,0.3112380504608154,0.0681092515587806
8,val (no noise),0.2392123788595199,84.5625,11.0,17,4,7.50390625,0.6171655545611382,0.937603382977518,0.3780839118707544,0.3688028454780578,0.0566961653530597
9,val (no noise),0.2846972346305847,84.0625,11.0,22,4,7.25390625,0.6084129314310234,0.9236727443199212,0.3607118680411459,0.110678531229496,0.0682647824287414
10,val (no noise),0.1709255576133728,90.625,11.0,20,4,6.90625,0.5824282324169022,0.938653261983093,0.4173662227163206,0.2574689984321594,0.0626227036118507
