phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.49319562315940857,75.875,3.255859375,100000,10,1.775390625,,,,,
train,0.3208676874637604,85.125,3.85546875,100000,10,1.65234375,,,,,
train,0.1916135549545288,90.4375,3.7734375,100000,10,1.6123046875,,,,,
train,0.1533290594816208,91.875,3.513671875,100000,9,1.5205078125,,,,,
train,0.16273948550224304,91.3125,3.908203125,100000,9,1.5888671875,,,,,
train,0.17435722053050995,90.375,3.66015625,100000,10,1.5068359375,,,,,
train,0.13755163550376892,91.9375,3.435546875,100000,10,1.3720703125,,,,,
train,0.1888619214296341,89.4375,3.609375,100000,9,1.36328125,,,,,
train,0.15831036865711212,90.9375,3.640625,100000,10,1.4658203125,,,,,
train,0.1589657962322235,91.25,3.66796875,100000,9,1.5205078125,,,,,
val,0.23043037950992584,89.8125,3.443359375,24,7,1.744140625,0.558785968428327,0.9665562544276828,0.3408561780585274,0.05188211798667908,0.14438946545124054
val,0.23137886822223663,87.6875,4.0,20,8,1.43359375,0.5870841972403873,0.9597668474151521,0.38499160022707574,0.06902959197759628,0.0814252570271492
val,0.13040201365947723,93.4375,3.546875,30,8,1.5673828125,0.5301281947555909,0.9549945872901132,0.3761542363157845,0.054281484335660934,0.12757322192192078
val,0.19662418961524963,90.125,3.490234375,27,8,1.5244140625,0.5537448756800591,0.92494206774409,0.3754338635904054,0.18860526382923126,0.10949276387691498
val,0.12915177643299103,92.0625,3.951171875,31,8,1.568359375,0.5280272808535846,0.9241153685903147,0.4025681984843455,0.0866357609629631,0.10085205733776093
val,0.14520461857318878,91.3125,3.431640625,27,9,1.4384765625,0.5430730258404989,0.9495790627155432,0.3520926033000074,0.07260516285896301,0.17164425551891327
val,0.1240934431552887,92.8125,3.4453125,31,9,1.33984375,0.5246115608997421,0.9404144428116347,0.3398226607039547,0.08302456885576248,0.144637793302536
val,0.30635201930999756,84.1875,3.443359375,17,7,1.5146484375,0.6161921390812876,0.8898200121714661,0.239182071998276,0.10562220960855484,0.07745008915662766
val,0.14072421193122864,91.0,3.603515625,34,9,1.361328125,0.5248365273011334,0.9620646972905074,0.32332621117691407,0.04179510846734047,0.16598019003868103
val,0.16176912188529968,91.3125,3.470703125,32,9,1.599609375,0.5305944627929502,0.9394856295308416,0.3496101336234559,0.07249106466770172,0.12574900686740875
