phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.4319912791252136,79.9375,3.380859375,100000,10,1.8662109375,,,,,
train,0.23605488240718842,88.9375,3.4609375,100000,10,1.83203125,,,,,
train,0.18703675270080566,90.6875,3.421875,100000,10,1.6708984375,,,,,
train,0.1447277069091797,92.0625,3.48828125,100000,10,1.6904296875,,,,,
train,0.16260330379009247,91.375,3.697265625,100000,10,1.7578125,,,,,
train,0.12951324880123138,92.5625,3.38671875,100000,10,1.6181640625,,,,,
train,0.12170331180095673,93.125,3.38671875,100000,10,1.640625,,,,,
train,0.14098644256591797,92.0625,3.208984375,100000,10,1.5146484375,,,,,
train,0.12425374984741211,93.0625,3.318359375,100000,10,1.580078125,,,,,
train,0.1271565556526184,93.1875,3.330078125,100000,10,1.4296875,,,,,
val,0.22662398219108582,88.1875,3.42578125,21,5,1.845703125,0.5752156194894755,0.8670612076736828,0.3907584285821065,0.12352297455072403,0.14205573499202728
val,0.25187110900878906,90.75,3.359375,27,6,1.7060546875,0.5508808254599837,0.7820722464883474,0.3858466259079779,0.11799351125955582,0.11214635521173477
val,0.12217089533805847,92.8125,3.474609375,27,7,1.6259765625,0.5341134084909439,0.8684878247969939,0.39589555229665485,0.06004679203033447,0.13041770458221436
val,0.1134813129901886,93.75,3.49609375,31,7,1.7587890625,0.5193049859712542,0.9071435730953408,0.3869103864327035,0.021026918664574623,0.06295052170753479
val,0.10186799615621567,94.9375,3.44921875,32,8,1.5908203125,0.5095634142560805,0.8928249452977091,0.3773391798735936,0.05754430219531059,0.07278599590063095
val,0.10037701576948166,94.4375,3.453125,31,8,1.7001953125,0.5095446033751563,0.9082120719054116,0.3952716828387396,0.050707053393125534,0.06305968016386032
val,0.17046870291233063,91.9375,3.36328125,34,9,1.654296875,0.5142685818725894,0.8664989926860109,0.401289914302859,0.05509592220187187,0.06631799042224884
val,0.39605969190597534,82.875,3.712890625,33,9,1.7490234375,0.5367553174628017,0.866849852415633,0.4403681162054478,0.04439760372042656,0.059016481041908264
val,0.10651502013206482,94.375,3.064453125,41,9,1.4072265625,0.48238622616396976,0.8953824196279225,0.33827866051213074,0.04480952396988869,0.0648333951830864
val,0.1564510464668274,92.3125,3.55859375,35,9,1.49609375,0.5056601734032754,0.8996455533385719,0.4064347519357064,0.04494417831301689,0.10124942660331726
