phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.5998389720916748,67.0625,4.125,99978,10,2.861328125,,,,,
train,0.48250851035118103,72.9375,3.888671875,99981,10,2.583984375,,,,,
train,0.5717142820358276,66.9375,3.2578125,99984,8,2.109375,,,,,
train,0.5991674661636353,65.25,3.0,99987,7,1.892578125,,,,,
train,0.5786874890327454,66.5625,3.244140625,99991,7,2.068359375,,,,,
train,0.4637839198112488,72.1875,4.6953125,99985,8,3.044921875,,,,,
train,0.5983834266662598,66.6875,4.87109375,99974,10,2.96484375,,,,,
train,0.618308424949646,64.5,5.0,99966,10,3.16796875,,,,,
train,0.5425368547439575,67.75,4.99609375,99959,9,3.359375,,,,,
train,0.4776785969734192,71.3125,5.00390625,99967,10,3.1953125,,,,,
val,0.3341928720474243,79.625,4.4609375,44,6,3.005859375,0.5083377209236299,0.9282732811186686,0.25572881010878307,0.0018786576110869646,0.0270339734852314
val,0.5416492819786072,68.875,3.41796875,26,4,2.14453125,0.631462030377272,0.9120121455175398,0.25778407573617623,0.12401194870471954,0.170072540640831
val,0.611505389213562,64.1875,3.162109375,13,4,2.162109375,0.6837252249663249,0.9264099021291814,0.2903200304571167,0.12154161930084229,0.04797177016735077
val,0.5241923332214355,69.75,2.76171875,19,6,1.6630859375,0.6610417309267451,0.9000713254880335,0.25663250397751897,0.023147867992520332,0.013544651679694653
val,0.6044613718986511,63.71875,4.6953125,24,5,3.3046875,0.5940872099795873,0.9436556323658327,0.27782745194509745,0.2138834446668625,0.21427588164806366
val,0.3899002969264984,75.125,4.7109375,40,5,3.09765625,0.5093175070573399,0.973145630767215,0.2729110933539809,0.13951066136360168,0.12136362493038177
val,0.6170467734336853,63.8125,5.01953125,46,7,3.123046875,0.5474797258527794,0.8800945113231534,0.28332579538214825,0.12887828052043915,0.061372414231300354
val,0.5398094058036804,69.375,4.91796875,49,7,3.287109375,0.5268579465112293,0.8984372656318271,0.3119388773902051,0.15012362599372864,0.07046254724264145
val,0.5537232756614685,66.3125,5.01171875,43,7,3.423828125,0.5472711688198053,0.9192107753697575,0.3280392903813989,0.16946598887443542,0.0815119668841362
val,0.36114633083343506,76.8125,5.03515625,60,8,3.244140625,0.4767054797869401,0.918855121832348,0.2841481624777529,0.05058521777391434,0.037253428250551224
val (no noise),0.3136974573135376,80.4375,5.36328125,10,6,3.751953125,0.6806455427822719,0.9282732811186686,0.32661288776108066,0.0011222042376175523,0.03446754068136215
val (no noise),0.507910430431366,69.4375,3.99609375,7,4,2.609375,0.7424932698646308,0.9120121455175398,0.3006022742163728,0.1317138373851776,0.21829891204833984
val (no noise),0.5562742948532104,65.3125,3.66015625,5,4,2.66015625,0.7753236660530162,0.9264099021291814,0.3330546727063942,0.15224593877792358,0.054166849702596664
val (no noise),0.48801112174987793,69.9375,3.20703125,6,6,2.095703125,0.7512999682416968,0.9000713254880335,0.2920035901715244,0.015496676787734032,0.01717776246368885
val (no noise),0.5535469651222229,66.25,5.6171875,5,5,4.140625,0.7732927046944877,0.9436556323658327,0.33840204551291575,0.29046016931533813,0.3339528739452362
val (no noise),0.3289822041988373,77.1875,5.6171875,8,5,3.79296875,0.6989547830681171,0.973145630767215,0.3165918322660065,0.21724805235862732,0.13131852447986603
val (no noise),0.5472692847251892,64.9375,6.0,6,7,3.880859375,0.7658809045891901,0.8800945113231534,0.347991158493591,0.17985515296459198,0.05017616227269173
val (no noise),0.4548450708389282,72.5,6.0,7,7,4.203125,0.7386918248685285,0.8984372656318271,0.39004913583864287,0.1847611516714096,0.045496661216020584
val (no noise),0.4613089859485626,70.4375,6.0,6,7,4.26171875,0.7496759408093074,0.9192107753697575,0.39275402996115694,0.20457664132118225,0.060404423624277115
val (no noise),0.32913973927497864,77.625,6.0,8,8,3.990234375,0.6989547830681171,0.918855121832348,0.34461606728297683,0.053195200860500336,0.044640541076660156
