epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.7959756851196289,61.78125,3.26171875,99855,10,2.021484375,,,,,
2,train,0.5370798707008362,73.3125,3.8359375,99838,10,2.59375,,,,,
3,train,0.3230246603488922,82.4375,4.5,99737,10,2.904296875,,,,,
4,train,0.3154487013816833,82.3125,4.5,99760,10,2.916015625,,,,,
5,train,0.2809361219406128,83.4375,4.49609375,99742,10,2.892578125,,,,,
6,train,0.3072202801704407,82.5,4.5,99757,10,2.876953125,,,,,
7,train,0.3247201144695282,81.8125,4.5,99737,9,2.748046875,,,,,
8,train,0.3060729503631592,82.8125,4.49609375,99773,10,2.748046875,,,,,
9,train,0.3415933549404144,81.25,4.5,99766,9,2.90625,,,,,
10,train,0.330777108669281,81.0,4.49609375,99759,9,2.87890625,,,,,
1,val,0.5148260593414307,75.0,3.3515625,59,6,2.212890625,0.5389591210525556,0.9104735313910556,0.242259142307795,0.1166014298796653,0.0701476484537124
2,val,0.5515114068984985,75.8125,4.46875,90,6,2.97265625,0.4195383906795594,0.8244631470818613,0.201998967332292,0.0654788464307785,0.0648939535021781
3,val,0.3760313689708709,81.4375,4.43359375,113,8,2.923828125,0.3849301252969371,0.8516316488206668,0.2393587151503865,0.0266913082450628,0.039393525570631
4,val,0.3159139156341553,81.875,4.52734375,111,7,2.861328125,0.3819166039653906,0.9135485194599908,0.2591751307039554,0.1442022621631622,0.1112459301948547
5,val,0.3279626667499542,83.75,4.5234375,117,8,2.92578125,0.3727946885952548,0.9205908002601756,0.2310315643710334,0.0810519009828567,0.0813884958624839
6,val,0.2763452231884002,82.875,4.53125,123,8,2.927734375,0.3777310985170442,0.9626729121914992,0.2367648821420521,0.09064382314682,0.0686820447444915
7,val,0.3195991516113281,83.75,4.53515625,116,7,2.697265625,0.3680265847012082,0.9422159821050256,0.2165246517292715,0.0394364520907402,0.1276238858699798
8,val,0.2896488606929779,84.875,4.5234375,129,8,2.85546875,0.3587590979816355,0.9161893986296834,0.2084940863046913,0.0271505024284124,0.0968166440725326
9,val,0.4815317094326019,76.3125,4.421875,109,7,2.841796875,0.3941073172043489,0.939129904277409,0.2588042439889583,0.1367596685886383,0.1057467982172966
10,val,0.300682008266449,82.4375,4.484375,98,9,2.921875,0.3865704701250555,0.951782122602346,0.2045362088607014,0.0675913840532302,0.0481609031558036
1,val (no noise),0.4556509852409363,77.625,4.46875,23,6,3.244140625,0.6171673594532787,0.9104735313910556,0.3890954124117338,0.1949708461761474,0.0551369413733482
2,val (no noise),0.3983322978019714,81.875,6.0,20,6,4.21875,0.6183382228639004,0.8244631470818613,0.2917434350887235,0.0932359471917152,0.0609288923442363
3,val (no noise),0.283013254404068,84.25,6.0,21,8,4.16015625,0.6062222535650019,0.8516316488206668,0.3481897886070619,0.048734713345766,0.0351341739296913
4,val (no noise),0.239571064710617,84.5625,6.0,22,7,3.98046875,0.5924728573391089,0.9135485194599908,0.3810747909351964,0.179852545261383,0.1062164232134819
5,val (no noise),0.236189067363739,86.5,6.0,21,8,4.08203125,0.5951890531938911,0.9205908002601756,0.349437107483223,0.1099494248628616,0.0612906031310558
6,val (no noise),0.2265842258930206,84.25,6.0,20,8,4.06640625,0.6054636981082233,0.9626729121914992,0.3469945201738466,0.1151435002684593,0.0542626269161701
7,val (no noise),0.2387089431285858,86.3125,6.0,22,7,3.69140625,0.5993678015109928,0.9422159821050256,0.3389976442610424,0.0668848901987075,0.1028067171573638
8,val (no noise),0.2147643268108368,87.6875,6.0,25,8,3.935546875,0.5734877465255588,0.9161893986296834,0.3279346798126811,0.0431397929787635,0.0808587595820427
9,val (no noise),0.3506248295307159,80.625,6.0,22,7,4.078125,0.5999329906060294,0.939129904277409,0.3695245994800323,0.1968436539173126,0.0920258164405822
10,val (no noise),0.250857412815094,84.6875,6.0,20,9,4.1328125,0.6177681707877296,0.951782122602346,0.3222703937577,0.0980720296502113,0.0354824401438236
