phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.7511510848999023,58.46875,7.625,100000,11,5.33984375,,,,,
train,0.4869360625743866,72.3125,8.578125,100000,9,5.140625,,,,,
train,0.4420151710510254,72.25,9.078125,100000,8,5.09375,,,,,
train,0.4720573127269745,69.75,9.7578125,100000,7,5.109375,,,,,
train,0.4699312746524811,69.8125,9.7578125,100000,7,5.11328125,,,,,
train,0.604354202747345,68.25,10.9453125,100000,8,5.7109375,,,,,
train,0.3469758629798889,78.0625,11.0,100000,8,5.8828125,,,,,
train,0.555953323841095,68.875,11.0,100000,10,6.25390625,,,,,
train,0.6240512132644653,64.75,11.0,100000,10,5.44921875,,,,,
train,0.6249088048934937,61.15625,11.0,100000,10,5.8984375,,,,,
val,0.5292410254478455,66.3125,8.578125,103,5,5.60546875,0.5667167620795556,0.9377671071617486,0.31496359033335636,0.07719169557094574,0.008393140509724617
val,0.3935680389404297,74.5,8.703125,117,5,5.2109375,0.5163623862623447,0.8795959746921995,0.28425358491203584,0.08036674559116364,0.02563588134944439
val,0.4399726390838623,72.25,9.7734375,103,5,5.11328125,0.5433105459436557,0.8754555209128945,0.23715342209876983,0.12025459855794907,0.07268645614385605
val,0.446641206741333,68.875,9.7734375,130,5,5.08984375,0.5152434624133071,0.8805325961252496,0.2357587947479638,0.11295145750045776,0.07428368926048279
val,0.43823644518852234,70.1875,9.7734375,121,5,5.07421875,0.5110832674333332,0.8828457246210226,0.23379543887050222,0.11287084966897964,0.07307811081409454
val,0.34972986578941345,79.0625,11.0,159,7,5.703125,0.4476633416797382,0.937379351531958,0.3082439469408116,0.11613406985998154,0.021319301798939705
val,0.314369261264801,79.0625,11.0,158,6,5.8203125,0.4527943373653113,0.9221498572056845,0.32031320464566126,0.11760282516479492,0.019322728738188744
val,0.512263834476471,69.875,11.0,151,7,6.5,0.47088650764408346,0.9550964767258274,0.2837644522847502,0.081758514046669,0.11455950886011124
val,0.4697244465351105,69.875,11.0,142,7,5.2421875,0.4883568455436874,0.8912108201707787,0.2999233307185817,0.08461358398199081,0.09954413026571274
val,0.6140154004096985,59.875,11.0,112,6,5.9609375,0.5358506326591648,0.8980639284655341,0.2736763003429252,0.05966182425618172,0.09088227152824402
val (no noise),0.5257638692855835,66.4375,8.578125,5,4,5.9140625,0.7737355237056575,0.9377671071617486,0.32594159998643096,0.09011101722717285,0.00013895628217142075
val (no noise),0.38448458909988403,75.125,8.703125,8,4,5.4609375,0.718867878303379,0.8795959746921995,0.29343090323965115,0.09185224771499634,0.03720031678676605
val (no noise),0.4394802451133728,72.1875,9.7734375,6,4,5.35546875,0.749557740351231,0.8754555209128945,0.24949907410409738,0.14138422906398773,0.11492141336202621
val (no noise),0.44610223174095154,68.25,9.7734375,6,4,5.35546875,0.749557740351231,0.8805325961252496,0.24949907410409738,0.14138422906398773,0.11492141336202621
val (no noise),0.43788599967956543,69.9375,9.7734375,6,4,5.35546875,0.749557740351231,0.8828457246210226,0.24949907410409738,0.14138422906398773,0.11492141336202621
val (no noise),0.32948026061058044,79.25,11.0,8,6,5.98046875,0.6993528141516976,0.937379351531958,0.33001365800702853,0.17429819703102112,0.0006144065409898758
val (no noise),0.3115818500518799,78.625,11.0,8,5,6.09765625,0.6993528141516976,0.9221498572056845,0.3412590083848814,0.17453214526176453,0.0
val (no noise),0.4874475300312042,70.6875,11.0,7,6,6.875,0.7387383259962144,0.9550964767258274,0.32619612241031265,0.19347499310970306,0.10708999633789062
val (no noise),0.46089160442352295,70.1875,11.0,7,6,5.49609375,0.7395010182229939,0.8912108201707787,0.33058323879652984,0.14296089112758636,0.10758408159017563
val (no noise),0.6008327007293701,59.78125,11.0,4,5,6.26953125,0.7991151578321428,0.8980639284655341,0.32443664306443215,0.16784654557704926,0.11231373995542526
