epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.6101405620574951,67.0625,6.0859375,100000,10,3.642578125,,,,,
2,train,0.3328564465045929,80.1875,7.65625,100000,10,5.00390625,,,,,
3,train,0.3505382835865021,79.3125,6.75,100000,10,4.03515625,,,,,
4,train,0.2536804378032684,84.4375,6.72265625,100000,10,3.740234375,,,,,
5,train,0.2349941432476043,85.9375,6.4140625,100000,10,3.458984375,,,,,
6,train,0.3000025451183319,83.125,4.984375,100000,10,2.94140625,,,,,
7,train,0.2700627744197845,83.6875,4.80078125,100000,10,2.9140625,,,,,
8,train,0.3152769804000854,82.0,5.4140625,100000,10,3.40625,,,,,
9,train,0.6097755432128906,67.25,6.87109375,100000,10,4.375,,,,,
10,train,0.7408866286277771,58.09375,5.33984375,100000,10,3.216796875,,,,,
1,val,0.3587286472320556,76.6875,7.68359375,372,10,4.71484375,0.347880447040233,0.8742032648570991,0.321731461119796,0.1064813584089279,0.0530622415244579
2,val,0.3142986893653869,81.125,7.45703125,397,10,4.98046875,0.3207004590526752,0.9111722741493188,0.3235648687225183,0.1032790094614029,0.0199155826121568
3,val,0.2715042531490326,83.1875,6.828125,357,10,3.849609375,0.3588444229522666,0.935197007728101,0.3387823724372472,0.1932732760906219,0.0597513504326343
4,val,0.2422991096973419,82.875,6.62890625,346,10,3.62890625,0.3659915121536494,0.9341046975810104,0.3284464174673923,0.1616896241903305,0.0516367740929126
5,val,0.2013706713914871,86.6875,6.37109375,370,10,3.564453125,0.337348601810725,0.8992914461076688,0.3275666153388022,0.0992058739066124,0.0404473356902599
6,val,0.2750600576400757,82.1875,4.7265625,255,10,2.896484375,0.4217679846913915,0.9126874121238712,0.248725193188032,0.041340947151184,0.0296783372759819
7,val,0.2668042778968811,82.375,4.8984375,246,10,2.970703125,0.4328623965856145,0.9247869605380304,0.205064496458459,0.0429888479411602,0.0171965453773736
8,val,0.2927482724189758,84.75,7.26953125,394,10,4.69140625,0.3399370282190701,0.9528752367091696,0.3164072229000961,0.0627517327666282,0.0338098518550396
9,val,0.7144362926483154,57.65625,6.265625,254,10,4.01171875,0.4790762578057637,0.88907040125932,0.2529119064348332,0.0957889631390571,0.0227987933903932
10,val,0.8299574255943298,49.8125,3.9296875,125,10,2.2421875,0.6897459801393092,0.8855302511163563,0.2162398771721776,0.0335250422358512,0.0413919910788536
1,val (no noise),0.3532013297080993,76.6875,7.68359375,12,4,5.140625,0.6707642220416872,0.8742032648570991,0.3352528466946594,0.1470056772232055,0.1903261095285415
2,val (no noise),0.3117667734622955,81.375,7.45703125,21,4,5.46875,0.620541273954593,0.9111722741493188,0.3393867749604287,0.1097535118460655,0.020765284076333
3,val (no noise),0.2612955570220947,83.875,6.828125,16,6,4.22265625,0.6251838791638594,0.935197007728101,0.3523845469772253,0.200831800699234,0.08537457883358
4,val (no noise),0.2418337166309356,83.375,6.62890625,13,6,3.9765625,0.6362676538934211,0.9341046975810104,0.3425365317572648,0.1669666618108749,0.0386286303400993
5,val (no noise),0.1969082057476043,86.6875,6.37109375,21,7,3.888671875,0.5904473584613874,0.8992914461076688,0.346078286708826,0.0828665345907211,0.0452815480530262
6,val (no noise),0.2440302968025207,83.0625,4.7265625,18,5,3.17578125,0.6165866069402814,0.9126874121238712,0.2808044862309263,0.0481192618608474,0.0130285993218421
7,val (no noise),0.2340772002935409,83.1875,4.8984375,15,5,3.28125,0.6313466585235328,0.9247869605380304,0.2336629835356203,0.036251425743103,0.0315641388297081
8,val (no noise),0.2632743716239929,85.5625,7.26953125,12,3,5.21484375,0.6481377301731888,0.9528752367091696,0.3476199243178436,0.0714890360832214,0.0419769994914531
9,val (no noise),0.6956751942634583,58.65625,6.265625,7,4,4.44140625,0.7825175568804045,0.88907040125932,0.2553293092143638,0.1152079701423645,0.0513482503592968
10,val (no noise),0.8295596837997437,50.40625,3.9296875,3,3,2.419921875,0.8428840592491909,0.8855302511163563,0.2603878417020324,0.0497210770845413,0.138756513595581
