epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.6839724183082581,65.8125,2.302734375,97752,11,1.029296875,,,,,
2,train,0.3986990749835968,80.0,2.548828125,97306,11,1.177734375,,,,,
3,train,0.3131056427955627,83.25,2.626953125,97070,11,1.2021484375,,,,,
4,train,0.2810453772544861,83.3125,2.626953125,97054,10,1.181640625,,,,,
5,train,0.2717530429363251,83.1875,2.626953125,96962,10,1.181640625,,,,,
6,train,0.3003931045532226,81.8125,2.626953125,96952,11,1.2158203125,,,,,
7,train,0.333189994096756,79.5625,2.583984375,97157,11,1.20703125,,,,,
8,train,0.3403601050376892,79.875,2.5625,97272,10,1.142578125,,,,,
9,train,0.3594484627246856,78.4375,2.572265625,97223,10,1.13671875,,,,,
10,train,0.3054182231426239,81.8125,2.62109375,97078,10,1.12890625,,,,,
1,val,0.4787461459636688,74.6875,2.5078125,28,8,1.1552734375,0.565711153933182,0.9391344147300154,0.2676482601244246,0.0486436188220977,0.0227465722709894
2,val,0.346874475479126,81.75,2.63671875,33,9,1.251953125,0.5293452553023728,0.939951668680378,0.2470847555188168,0.0297364518046379,0.0220620520412921
3,val,0.2822578549385071,83.4375,2.63671875,31,9,1.212890625,0.5304654027412257,0.9453858350193932,0.2395671409959083,0.0286837853491306,0.0296056810766458
4,val,0.2586059868335724,84.25,2.63671875,31,9,1.2080078125,0.5284992123870598,0.9298295783002756,0.2406673804998243,0.0288329403847455,0.0301997661590576
5,val,0.2653902769088745,84.5625,2.63671875,31,9,1.2099609375,0.528021455215635,0.9287589568784446,0.2401058232907953,0.0307254288345575,0.0284317210316658
6,val,0.3389137387275696,79.5625,2.63671875,25,9,1.3203125,0.5723878987668929,0.9403395738680388,0.2513646541476423,0.0239706542342901,0.0238789562135934
7,val,0.3054638803005218,82.1875,2.5859375,27,9,1.1845703125,0.5495543079791638,0.93222320051164,0.2322040412812786,0.0547933727502822,0.0071181580424308
8,val,0.3492344617843628,77.5,2.5859375,24,8,1.1279296875,0.5687888217171111,0.9171885632600988,0.2482867757562792,0.131797045469284,0.0415173396468162
9,val,0.2803369164466858,82.6875,2.63671875,31,10,1.0751953125,0.528916187652974,0.9345048651970446,0.2708676133603309,0.0325079634785652,0.0328195877373218
10,val,0.2672595977783203,83.1875,2.63671875,32,10,1.150390625,0.5241528372632658,0.8189100631403644,0.2529489606609214,0.0203025825321674,0.0087045729160308
1,val (no noise),0.3834120631217956,80.3125,2.5078125,14,7,1.275390625,0.643124046992972,0.9391344147300154,0.330449917457359,0.0487827248871326,0.0231164544820785
2,val (no noise),0.2660450637340545,86.0625,2.63671875,17,8,1.4208984375,0.6153650103054161,0.939951668680378,0.3109382628503722,0.038325872272253,0.0276597347110509
3,val (no noise),0.194988414645195,88.3125,2.63671875,15,8,1.333984375,0.6123721737693497,0.9453858350193932,0.3002164539279324,0.0396103151142597,0.0356902815401554
4,val (no noise),0.1816761791706085,88.3125,2.63671875,15,8,1.333984375,0.6122959794637082,0.9298295783002756,0.3002042403845866,0.0389570258557796,0.0352684445679187
5,val (no noise),0.174757570028305,89.8125,2.63671875,15,8,1.333984375,0.6122959794637082,0.9287589568784446,0.3002042403845866,0.0389570258557796,0.0352684445679187
6,val (no noise),0.2707923948764801,83.4375,2.63671875,11,8,1.5166015625,0.6667221760763712,0.9403395738680388,0.3064294805623203,0.0304244719445705,0.0247081983834505
7,val (no noise),0.2365045398473739,86.0625,2.5859375,13,8,1.32421875,0.6373118493801535,0.93222320051164,0.2949665903271904,0.0604484230279922,0.0080374907702207
8,val (no noise),0.2613857686519623,83.1875,2.5859375,12,7,1.2431640625,0.653274239895741,0.9171885632600988,0.3067189530188249,0.158134639263153,0.0445802323520183
9,val (no noise),0.1822387874126434,88.6875,2.63671875,15,9,1.1318359375,0.6122959794637082,0.9345048651970446,0.3438583967504675,0.0424486398696899,0.0404201224446296
10,val (no noise),0.1770316213369369,88.625,2.63671875,15,9,1.2666015625,0.6122959794637082,0.8189100631403644,0.3308800407055411,0.0188900269567966,0.010429005138576
