phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.9188530445098877,50.3125,2.63671875,100000,10,1.515625,,,,,
train,0.4710308909416199,69.8125,3.134765625,100000,10,2.037109375,,,,,
train,0.5366266369819641,66.8125,3.548828125,100000,10,2.1875,,,,,
train,0.5235837697982788,67.0,3.767578125,100000,10,2.267578125,,,,,
train,0.4667050242424011,70.1875,3.798828125,100000,10,2.373046875,,,,,
train,0.4071334898471832,74.125,3.896484375,100000,10,2.22265625,,,,,
train,0.3771945834159851,76.875,3.9375,100000,10,2.119140625,,,,,
train,0.41889315843582153,75.375,6.0,100000,10,3.486328125,,,,,
train,0.36771270632743835,78.5625,6.0,100000,10,3.27734375,,,,,
train,0.28896284103393555,82.625,6.0,100000,10,3.123046875,,,,,
val,0.5268020629882812,68.4375,3.15234375,81,10,2.02734375,0.6596244017344721,0.9295622576209625,0.302604565929151,0.16657117009162903,0.06527679413557053
val,0.4581104815006256,71.1875,3.15234375,82,10,2.056640625,0.6672468312826182,0.9062541893316481,0.3009136349029342,0.1675601750612259,0.04430045932531357
val,0.5329089164733887,64.125,3.796875,91,10,2.181640625,0.6657769640127496,0.8987537813835011,0.3700359459733047,0.33322152495384216,0.0632573813199997
val,0.4589403569698334,71.6875,3.796875,95,10,2.427734375,0.6433361400669798,0.9262613253931122,0.3878391161258013,0.41002997756004333,0.05045566335320473
val,0.40516993403434753,73.6875,3.923828125,102,10,2.32421875,0.621365549623859,0.9253222563257579,0.378061097243293,0.38859736919403076,0.09076640009880066
val,0.3868708312511444,74.5,3.9140625,117,10,2.046875,0.5947073723219409,0.9272768129428608,0.39462425662356077,0.28018221259117126,0.09314336627721786
val,0.5088083744049072,70.9375,6.0,163,10,3.46875,0.552278007167901,0.9152940244218305,0.3282512159662638,0.055721353739500046,0.07154396921396255
val,0.37695375084877014,77.0,6.0,183,10,3.509765625,0.5146146424466386,0.901548596931347,0.3415397137974082,0.0908353179693222,0.08862673491239548
val,0.2854059636592865,80.5625,6.0,202,10,2.998046875,0.4758942194401793,0.943557028573913,0.3729192661177682,0.11101994663476944,0.10409032553434372
val,0.24363403022289276,85.875,6.0,199,10,3.158203125,0.45707880494478803,0.9079847431976048,0.41239522819493735,0.056867729872465134,0.08138993382453918
val (no noise),0.5150172710418701,69.125,3.15234375,9,5,2.130859375,0.7383446584805589,0.9295622576209625,0.3116409036569346,0.18065571784973145,0.028852077201008797
val (no noise),0.4584541916847229,70.9375,3.15234375,6,4,2.15234375,0.7480123190950324,0.9062541893316481,0.3093824531790202,0.17782002687454224,0.03635063022375107
val (no noise),0.5319580435752869,64.125,3.796875,5,5,2.283203125,0.7733111915702839,0.8987537813835011,0.3780704229124195,0.3572368025779724,0.036897797137498856
val (no noise),0.4561655521392822,71.75,3.796875,6,4,2.54296875,0.7479936148243553,0.9262613253931122,0.39781423154817447,0.45681852102279663,0.008239254355430603
val (no noise),0.3939259350299835,73.8125,3.923828125,7,5,2.421875,0.7226947423491039,0.9253222563257579,0.3865573247406944,0.4264753460884094,0.15358512103557587
val (no noise),0.37538236379623413,75.1875,3.9140625,12,7,2.134765625,0.6888685013003306,0.9272768129428608,0.4031081660776527,0.28898686170578003,0.1058323010802269
val (no noise),0.476359099149704,71.875,6.0,9,5,3.626953125,0.7188171281288281,0.9152940244218305,0.3357956387073112,0.07413549721240997,0.17507603764533997
val (no noise),0.3356371223926544,79.5625,6.0,10,6,3.662109375,0.6869175278211832,0.901548596931347,0.35742703769156164,0.12601909041404724,0.16603471338748932
val (no noise),0.2576085031032562,81.5625,6.0,12,6,3.091796875,0.6489464804949023,0.943557028573913,0.3920546818803457,0.14806154370307922,0.1723819077014923
val (no noise),0.20957131683826447,87.0,6.0,14,6,3.287109375,0.6239625743654551,0.9079847431976048,0.43588435985473967,0.06623478978872299,0.1488017439842224
