epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.7055650949478149,66.5625,5.15625,100000,10,2.974609375,,,,,
2,train,0.5179743766784668,75.75,6.44140625,100000,10,4.03125,,,,,
3,train,0.6121833920478821,69.125,3.826171875,100000,10,2.357421875,,,,,
4,train,0.501228392124176,73.125,3.42578125,100000,10,1.681640625,,,,,
5,train,0.3769708275794983,79.375,4.39453125,100000,10,2.181640625,,,,,
6,train,0.3278223574161529,83.5,6.74609375,100000,10,3.70703125,,,,,
7,train,0.2544547617435455,86.8125,8.1015625,100000,10,4.50390625,,,,,
8,train,0.2808990478515625,85.75,7.41796875,100000,10,4.04296875,,,,,
9,train,0.2538639008998871,86.9375,7.40625,100000,10,3.9453125,,,,,
10,train,0.2571772336959839,86.625,7.96484375,100000,10,4.26953125,,,,,
1,val,0.4468559324741363,80.25,6.4375,440,10,3.388671875,0.2820551038921502,0.8660036013656954,0.2979790100893674,0.270233154296875,0.0808533728122711
2,val,0.5555342435836792,71.5625,6.390625,382,10,4.6171875,0.3423573125810514,0.9183833011313808,0.2583920394080027,0.0119283460080623,0.0066849929280579
3,val,0.4674474895000458,75.9375,3.14453125,177,10,1.64453125,0.524535321297191,0.92916908262041,0.1838508636935826,0.0280853603035211,0.0242574084550142
4,val,0.50882887840271,70.5625,2.990234375,192,10,1.2880859375,0.560544664440094,0.9631274658639636,0.195855090609043,0.0743802562355995,0.0421086996793746
5,val,0.3168372213840484,82.4375,4.80859375,353,10,2.44921875,0.3639168739090396,0.9534248445789668,0.2477597775705179,0.0726715624332428,0.0264359749853611
6,val,0.2939416170120239,84.5625,8.8984375,657,10,5.125,0.1330833344955626,0.90555845624535,0.367197122015109,0.0890779048204422,0.0440909415483474
7,val,0.2286639958620071,88.6875,7.62109375,591,10,4.078125,0.164863886435052,0.9096359211393864,0.329110142670651,0.0941593647003173,0.047381691634655
8,val,0.2048099786043167,89.1875,7.7109375,565,10,4.30859375,0.186755098375733,0.948150422886196,0.3597392398110312,0.0990067049860954,0.042274359613657
9,val,0.2930595278739929,86.0,8.3984375,635,10,4.5234375,0.1408272534928361,0.9486113498953284,0.364244936819962,0.0811376348137855,0.0338301099836826
10,val,0.4379325211048126,79.25,5.83984375,430,10,3.142578125,0.2510164518032644,0.9373258581658616,0.2923295418080605,0.0841281116008758,0.0526207163929939
1,val (no noise),0.4325495362281799,80.875,6.4375,19,4,3.85546875,0.6135201478877881,0.8660036013656954,0.3123178658820236,0.3840146362781524,0.2215954512357711
2,val (no noise),0.5542512536048889,71.6875,6.390625,8,2,5.390625,0.7227718723022414,0.9183833011313808,0.2843255465038397,0.0245086662471294,0.0339489541947841
3,val (no noise),0.455271452665329,77.125,3.14453125,12,3,1.8740234375,0.6880228744133188,0.92916908262041,0.2198439740194966,0.0560007318854332,0.1357553601264953
4,val (no noise),0.5020021200180054,70.75,2.990234375,17,4,1.4091796875,0.6931274458358037,0.9631274658639636,0.2236472172900492,0.1149091273546218,0.1042333841323852
5,val (no noise),0.2905181348323822,83.75,4.80859375,24,4,2.80078125,0.5975675686348115,0.9534248445789668,0.2799085619890128,0.1223246827721595,0.182270660996437
6,val (no noise),0.2402571439743042,87.3125,8.8984375,34,4,5.93359375,0.5432335850320793,0.90555845624535,0.4068399085887107,0.1986891627311706,0.3873645067214966
7,val (no noise),0.1834354847669601,90.9375,7.62109375,25,4,4.70703125,0.5682943855229163,0.9096359211393864,0.3966319096869403,0.2157070338726043,0.3587470948696136
8,val (no noise),0.179109513759613,90.0,7.7109375,25,5,4.94921875,0.5686832044720956,0.948150422886196,0.4140987321767995,0.2167642414569854,0.2364965230226516
9,val (no noise),0.2321344166994094,87.6875,8.3984375,39,5,5.2578125,0.5087986455184044,0.9486113498953284,0.4043044929965294,0.1692156493663787,0.1974927484989166
10,val (no noise),0.3569067120552063,82.5625,5.83984375,35,5,3.54296875,0.5461206121739484,0.9373258581658616,0.3475610146993363,0.1746936291456222,0.2572865188121795
