phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.5241073966026306,72.75,4.90625,100000,11,2.79296875,,,,,
train,0.2930118441581726,84.0,4.9296875,100000,11,2.775390625,,,,,
train,0.26850420236587524,85.25,4.8828125,100000,11,2.759765625,,,,,
train,0.19274365901947021,88.125,4.890625,99999,10,2.64453125,,,,,
train,0.31097909808158875,83.6875,5.921875,100000,11,3.08984375,,,,,
train,0.1916234791278839,88.25,6.0,100000,11,3.15625,,,,,
train,0.18125976622104645,88.4375,6.0,99997,11,3.064453125,,,,,
train,0.2199777364730835,87.375,5.671875,99998,11,3.208984375,,,,,
train,0.20655982196331024,87.8125,5.63671875,100000,11,2.96875,,,,,
train,0.2535557448863983,85.125,5.90234375,100000,11,3.19921875,,,,,
val,0.330424427986145,81.375,5.2265625,123,8,2.939453125,0.45299150280626943,0.926369833421581,0.3648979380030918,0.06288139522075653,0.09539316594600677
val,0.19436636567115784,88.125,4.8515625,143,9,2.65234375,0.40948124886378845,0.9374530964578551,0.3949971405568922,0.07981638610363007,0.050006598234176636
val,0.21258696913719177,88.1875,4.91796875,126,9,2.84765625,0.4334317836154349,0.9253507992996584,0.36557551662817733,0.06859972327947617,0.06352979689836502
val,0.1799263060092926,87.6875,4.8515625,128,9,2.51953125,0.4230774424044459,0.9458383278325806,0.3337650081312632,0.05467502027750015,0.06968600302934647
val,0.1870020627975464,89.625,6.0,142,8,3.220703125,0.40491346211509505,0.9284098169220272,0.3197648801974628,0.013984369114041328,0.07340933382511139
val,0.17639417946338654,88.0,6.0,153,9,3.115234375,0.3951840234237186,0.9583615782958025,0.3301847986232701,0.012830087915062904,0.06471296399831772
val,0.17732924222946167,87.6875,6.0,154,9,3.041015625,0.3826788739272434,0.9309952234723777,0.32293718154527157,0.013043749146163464,0.0655866265296936
val,0.17780838906764984,88.125,5.43359375,136,9,2.80859375,0.41315375328927884,0.9583688089692237,0.3514295604182654,0.09136086702346802,0.13061170279979706
val,0.1728643923997879,88.8125,5.70703125,162,9,3.099609375,0.3924071314929245,0.9378981335575061,0.31838346817134017,0.013662993907928467,0.05712393298745155
val,0.2293185293674469,85.1875,6.0,144,8,3.306640625,0.4193089294814214,0.910897935368731,0.3707985077991794,0.13895495235919952,0.05772777274250984
val (no noise),0.31277063488960266,81.9375,5.2265625,17,7,3.201171875,0.6347340942869906,0.926369833421581,0.3800923817679052,0.07736241817474365,0.08881854265928268
val (no noise),0.184727281332016,89.0,4.8515625,24,8,2.91015625,0.5728019579469847,0.9374530964578551,0.40908398992792927,0.08320452272891998,0.04804086685180664
val (no noise),0.1852949559688568,88.8125,4.91796875,20,8,3.09765625,0.5873644687595934,0.9253507992996584,0.38000932228106943,0.08177941292524338,0.06993436068296432
val (no noise),0.16571290791034698,88.4375,4.8515625,16,8,2.78125,0.5990783463014774,0.9458383278325806,0.35052838779117795,0.06098988652229309,0.06836215406656265
val (no noise),0.176868736743927,89.625,6.0,16,7,3.505859375,0.5990783463014774,0.9284098169220272,0.3333142151483859,0.018414659425616264,0.07296738028526306
val (no noise),0.1672155112028122,88.4375,6.0,17,8,3.384765625,0.5978022179870524,0.9583615782958025,0.3483596465801452,0.015319193713366985,0.0470874048769474
val (no noise),0.16640901565551758,88.1875,6.0,16,8,3.32421875,0.5990783463014774,0.9309952234723777,0.34180452503267184,0.016242805868387222,0.04564575478434563
val (no noise),0.16690506041049957,88.3125,5.43359375,17,8,3.05859375,0.5930069988570432,0.9583688089692237,0.36781474419319016,0.10909609496593475,0.1234094500541687
val (no noise),0.16587230563163757,88.6875,5.70703125,18,8,3.39453125,0.5933603447648043,0.9378981335575061,0.33320322758285703,0.016040652990341187,0.06881339102983475
val (no noise),0.22278745472431183,85.375,6.0,16,7,3.6015625,0.6218003762389506,0.910897935368731,0.3924518806350943,0.1748371124267578,0.059111569076776505
