epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.3812116086483001,82.3125,5.22265625,100000,10,2.947265625,,,,,
2,train,0.1454342454671859,92.9375,5.3359375,100000,10,2.916015625,,,,,
3,train,0.1519260853528976,92.6875,5.234375,100000,10,2.732421875,,,,,
4,train,0.1154009997844696,93.8125,5.2734375,100000,10,2.7578125,,,,,
5,train,0.0965861603617668,94.5625,5.22265625,100000,10,2.615234375,,,,,
6,train,0.1596466451883316,92.0,4.1328125,100000,10,1.9482421875,,,,,
7,train,0.1380103826522827,93.0625,4.62109375,100000,10,2.16015625,,,,,
8,train,0.1890967190265655,90.9375,5.0,100000,10,2.572265625,,,,,
9,train,0.1238153800368309,93.4375,4.5390625,100000,9,2.1953125,,,,,
10,train,0.154048666357994,92.1875,4.42578125,100000,10,1.9482421875,,,,,
1,val,0.1529945433139801,93.75,5.35546875,51,6,2.900390625,0.4776711429103959,0.9517529527914432,0.4191489386244501,0.2335824519395828,0.2167895138263702
2,val,0.0960781276226043,94.4375,5.3046875,52,6,2.94140625,0.4657161627425858,0.9417626857251056,0.4553567043860145,0.2027955949306488,0.2161271572113037
3,val,0.0958293154835701,94.375,5.2265625,41,6,2.716796875,0.4841397029008505,0.9086974295051996,0.4914329868204808,0.2039308100938797,0.2155221700668335
4,val,0.0916387662291526,94.375,5.3125,41,6,2.724609375,0.4773477885144802,0.88212961089458,0.4784670862996634,0.1735752522945404,0.2278266251087188
5,val,0.0817145630717277,95.4375,5.30078125,43,7,2.560546875,0.4760691458615239,0.91399260238984,0.4475874889222235,0.1702955663204193,0.2309073358774185
6,val,0.0876227095723152,95.0625,4.5546875,45,7,2.1328125,0.4770782287129296,0.8738454772068442,0.4490599729257377,0.0853849649429321,0.3288739025592804
7,val,0.1131152436137199,94.125,5.02734375,43,7,2.6328125,0.4840943044231897,0.8793180783218778,0.4402062197203734,0.0838925838470459,0.1600537151098251
8,val,0.1186404079198837,93.625,4.80078125,51,7,2.25390625,0.4704584325563153,0.9092554250738536,0.4396544516852676,0.1333705931901931,0.1191273033618927
9,val,0.0884381681680679,94.25,4.171875,39,7,1.9404296875,0.4889920035342785,0.9003014232553004,0.3800277121151486,0.1137601360678672,0.2149301618337631
10,val,0.1252040266990661,93.0625,4.0078125,36,7,1.8828125,0.5163491657380631,0.92104580668417,0.3836781701794571,0.1003169193863868,0.2878879308700561
