epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.5184613466262817,75.5625,2.806640625,100000,10,1.2353515625,,,,,
2,train,0.2906287610530853,84.9375,2.880859375,100000,10,1.26171875,,,,,
3,train,0.2371656447649002,86.6875,2.89453125,100000,10,1.1650390625,,,,,
4,train,0.2266615480184555,86.9375,2.90625,100000,9,1.171875,,,,,
5,train,0.4098491668701172,76.625,2.8984375,100000,8,1.291015625,,,,,
6,train,0.4451992213726043,75.5625,2.716796875,100000,7,1.2392578125,,,,,
7,train,0.3550422191619873,78.5,2.546875,100000,9,1.1884765625,,,,,
8,train,0.3660158216953277,78.5625,2.40234375,100000,8,1.0751953125,,,,,
9,train,0.4608159363269806,73.25,2.203125,100000,8,0.9658203125,,,,,
10,train,0.3005719482898712,82.125,2.431640625,100000,9,1.0810546875,,,,,
1,val,0.3335844278335571,82.75,2.841796875,13,6,1.251953125,0.6413343412177852,0.93503697652816,0.3340827217027142,0.0003638121997937,0.2142738848924636
2,val,0.3350791335105896,80.625,2.849609375,15,7,1.146484375,0.6296041429267438,0.9024288041901164,0.3269755380639953,0.0089063560590147,0.1609419733285904
3,val,0.5977860689163208,78.625,2.861328125,18,7,1.111328125,0.6015695383142553,0.8977859066022057,0.3116221053746174,0.0859594345092773,0.2256242483854293
4,val,0.4853650629520416,79.4375,2.927734375,14,7,1.2265625,0.6302383991383131,0.8907581376547833,0.3343003316871073,0.0148304793983697,0.169570043683052
5,val,0.3403612077236175,80.25,2.890625,10,5,1.275390625,0.6803951777490176,0.916641545430442,0.2884138680975394,0.0268969759345054,0.0527611300349235
6,val,0.3689184188842773,79.0625,2.564453125,9,4,1.21875,0.6875449419515252,0.9480963701016616,0.3325504985374882,0.175851508975029,0.2363769263029098
7,val,0.3811074495315552,77.3125,2.421875,10,6,1.142578125,0.6887896242934053,0.9242582505269722,0.3518146140714309,0.1395660638809204,0.1566568315029144
8,val,0.3177420794963836,78.9375,2.419921875,12,6,1.0537109375,0.6643565708107646,0.8907394482400293,0.3471348412226435,0.0987322404980659,0.1366210132837295
9,val,0.4012660682201385,78.0,2.423828125,14,7,1.0537109375,0.6641465972362144,0.9471288779972604,0.3197543550699823,0.1244447380304336,0.0936877951025962
10,val,0.3724940419197082,80.125,2.689453125,17,8,1.212890625,0.6319311797521584,0.844918810911468,0.2498305419895223,0.0363700315356254,0.02165930531919
