phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.5484038591384888,76.375,3.638671875,98750,11,1.70703125,,,,,
train,0.2654716670513153,88.625,3.857421875,98639,11,1.830078125,,,,,
train,0.30546578764915466,86.25,3.853515625,98651,11,1.822265625,,,,,
train,0.28604626655578613,87.125,3.8359375,98636,11,1.7890625,,,,,
train,0.2047928273677826,90.375,3.841796875,98615,11,1.791015625,,,,,
train,0.19555991888046265,90.5,3.82421875,98665,11,1.744140625,,,,,
train,0.1890028566122055,90.5625,3.8125,98657,11,1.736328125,,,,,
train,0.17816203832626343,90.5625,3.802734375,98601,11,1.701171875,,,,,
train,0.15652401745319366,91.0625,3.8125,98664,11,1.72265625,,,,,
train,0.1926603764295578,89.9375,3.810546875,98645,11,1.7197265625,,,,,
val,0.31474432349205017,86.3125,3.826171875,159,11,1.8798828125,0.3103834685598502,0.936275345012382,0.2367889136721066,0.02880350686609745,0.08715241402387619
val,0.25593265891075134,88.4375,3.771484375,149,11,1.87109375,0.3236185401512278,0.9393632825773832,0.24500812277184478,0.030679119750857353,0.0701855793595314
val,0.37067222595214844,82.9375,3.869140625,104,9,1.814453125,0.36964702959178597,0.9532283176225764,0.24341421616033612,0.07157792150974274,0.08004265278577805
val,0.26078957319259644,88.3125,3.80859375,143,11,1.83203125,0.3247072421897349,0.924030543240698,0.2577159533749096,0.02202674001455307,0.04850092530250549
val,0.20695561170578003,89.625,3.828125,158,11,1.7978515625,0.2991791844381009,0.9418488663088631,0.2429384645292529,0.027715900912880898,0.05129603296518326
val,0.28194019198417664,86.6875,3.833984375,145,11,1.775390625,0.3154303644256945,0.9315395468630269,0.2512573344929905,0.03968250751495361,0.062461353838443756
val,0.16168919205665588,91.625,3.802734375,139,11,1.7001953125,0.3179496598752546,0.9516309593376249,0.25579232400060226,0.025967923924326897,0.0725189596414566
val,0.14960937201976776,91.75,3.806640625,136,11,1.740234375,0.3219351281169124,0.9419994363817742,0.26813633649773216,0.034158140420913696,0.05700691416859627
val,0.1481383591890335,91.3125,3.806640625,137,11,1.7119140625,0.31793659895098214,0.9429542423511263,0.2480483666092036,0.03742866590619087,0.05854514241218567
val,0.15722692012786865,90.625,3.802734375,135,11,1.7353515625,0.32235415497785447,0.914623012174241,0.2613106780712847,0.03873134031891823,0.0628722608089447
val (no noise),0.2549131512641907,88.5,3.826171875,58,10,2.181640625,0.4679108277468943,0.936275345012382,0.3642527480334009,0.04049672186374664,0.09855101257562637
val (no noise),0.18011127412319183,91.9375,3.771484375,48,10,2.1953125,0.4864318673568828,0.9393632825773832,0.3704435269464569,0.04251949116587639,0.08095163106918335
val (no noise),0.27359992265701294,87.8125,3.869140625,31,8,2.072265625,0.5495365546824642,0.9532283176225764,0.3638994263685,0.09876177459955215,0.10158474743366241
val (no noise),0.1818809062242508,92.0625,3.80859375,46,10,2.12109375,0.4882111284536319,0.924030543240698,0.37635049564435263,0.031945958733558655,0.05253545194864273
val (no noise),0.1294793039560318,93.625,3.828125,50,10,2.083984375,0.4607150418364896,0.9418488663088631,0.39144636875264505,0.04352651908993721,0.05093839392066002
val (no noise),0.1740001142024994,92.125,3.833984375,43,10,2.046875,0.47851142332577223,0.9315395468630269,0.39837884735670853,0.05913593992590904,0.06995037198066711
val (no noise),0.09101938456296921,94.4375,3.802734375,38,10,1.94140625,0.4868473442693134,0.9516309593376249,0.39261600547741693,0.03812143951654434,0.0752737820148468
val (no noise),0.08767237514257431,94.9375,3.806640625,34,10,1.9921875,0.4960035683627063,0.9419994363817742,0.40569242323676596,0.04963964223861694,0.05078671872615814
val (no noise),0.08549977093935013,94.6875,3.806640625,33,10,1.9951171875,0.49673996722133384,0.9429542423511263,0.4052981165140824,0.056066881865262985,0.04868929460644722
val (no noise),0.08434004336595535,94.9375,3.802734375,33,10,2.009765625,0.49817871549648396,0.914623012174241,0.40054134573009637,0.05739567056298256,0.05889793112874031
