phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.5597826242446899,75.0,2.7890625,99172,11,1.2939453125,,,,,
train,0.3236597180366516,84.625,2.849609375,99129,11,1.3154296875,,,,,
train,0.2940155267715454,85.0,2.861328125,99120,10,1.294921875,,,,,
train,0.2669384777545929,85.8125,2.818359375,99141,8,1.283203125,,,,,
train,0.2716233730316162,85.375,2.818359375,99142,9,1.2744140625,,,,,
train,0.2550141513347626,85.75,2.80859375,99174,9,1.2705078125,,,,,
train,0.24618202447891235,86.125,2.833984375,99179,10,1.203125,,,,,
train,0.236679807305336,86.5,2.794921875,99183,10,1.1953125,,,,,
train,0.25561434030532837,85.875,2.787109375,99188,11,1.2041015625,,,,,
train,0.2570838928222656,85.625,2.8515625,99064,10,1.2099609375,,,,,
val,0.3414347469806671,85.8125,2.837890625,33,8,1.2900390625,0.5246113474176359,0.9021930465884431,0.287806033733145,0.06567861139774323,0.11359603703022003
val,0.307908833026886,85.3125,2.884765625,33,8,1.298828125,0.5267994105678231,0.8954953597333579,0.3014132340703837,0.09253789484500885,0.10270633548498154
val,0.2727165222167969,84.75,2.861328125,32,8,1.306640625,0.5254767717448401,0.8709188842605811,0.3027332491212886,0.07917803525924683,0.09582158178091049
val,0.24289794266223907,85.3125,2.806640625,34,8,1.2890625,0.5209686937196487,0.8694759629068126,0.3029640694305523,0.07330850511789322,0.10299237817525864
val,0.2447061836719513,86.8125,2.818359375,33,8,1.2880859375,0.5254628611016356,0.8832437059092866,0.3049401721948639,0.07201370596885681,0.10296442359685898
val,0.22019816935062408,86.3125,2.81640625,35,8,1.197265625,0.5145877741506697,0.910076596622306,0.31330450118222003,0.06804191321134567,0.1125948503613472
val,0.21717366576194763,86.0625,2.81640625,35,8,1.208984375,0.5164524065040037,0.8983699472575505,0.31301534869220005,0.06824765354394913,0.10812146216630936
val,0.23885931074619293,86.1875,2.76171875,35,9,1.1796875,0.514717210680471,0.9163493392803277,0.30055773498602645,0.04890504479408264,0.04837191477417946
val,0.22042949497699738,88.0,2.80859375,37,9,1.197265625,0.5014118464835802,0.9286775841118597,0.31632931323652747,0.049971483647823334,0.08754841238260269
val,0.21121744811534882,86.375,2.8203125,35,8,1.208984375,0.5153851934851457,0.9414862971057383,0.31727961583175107,0.06026426702737808,0.1110798716545105
val (no noise),0.27129486203193665,89.3125,2.837890625,19,7,1.365234375,0.588072198916757,0.9021930465884431,0.3264264864040598,0.07934053987264633,0.13373635709285736
val (no noise),0.2190987765789032,89.0,2.884765625,19,7,1.357421875,0.5876473294164783,0.8954953597333579,0.34350206945414746,0.11190534383058548,0.12131185084581375
val (no noise),0.1932590901851654,89.125,2.861328125,18,7,1.37109375,0.5870801274321774,0.8709188842605811,0.33955787709205143,0.09942302107810974,0.11517063528299332
val (no noise),0.17776423692703247,89.125,2.806640625,20,7,1.3408203125,0.5793355509935871,0.8694759629068126,0.33848916421894765,0.08515103161334991,0.12205671519041061
val (no noise),0.17505399882793427,89.5,2.818359375,19,7,1.3515625,0.5840001137391925,0.8832437059092866,0.34218119840529326,0.08812090009450912,0.12360694259405136
val (no noise),0.1571592390537262,90.25,2.81640625,21,7,1.236328125,0.5689840303683242,0.910076596622306,0.34788314713612206,0.07929210364818573,0.13603876531124115
val (no noise),0.1540050357580185,89.1875,2.81640625,21,7,1.236328125,0.5689840303683242,0.8983699472575505,0.34788314713612206,0.07929210364818573,0.13603876531124115
val (no noise),0.1659640371799469,89.625,2.76171875,20,8,1.224609375,0.5751788209727126,0.9163493392803277,0.3438295552876564,0.06579959392547607,0.05106028541922569
val (no noise),0.15161941945552826,91.5625,2.80859375,22,8,1.2294921875,0.5571188173261337,0.9286775841118597,0.35605692426550245,0.060753632336854935,0.10156422853469849
val (no noise),0.14923352003097534,90.125,2.8203125,21,7,1.240234375,0.5669109726624397,0.9414862971057383,0.3472123994152773,0.07207795232534409,0.13452677428722382
