epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_act_nn,redundancy_max_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,mutual_info_msg_target_shape_nn,proficiency_msg_target_shape_nn,mutual_info_msg_target_color_nn,proficiency_msg_target_color_nn,mutual_info_msg_target_x_nn,proficiency_msg_target_x_nn,mutual_info_msg_target_y_nn,proficiency_msg_target_y_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn,mutual_info_msg_selected_shape_nn,proficiency_msg_selected_shape_nn,mutual_info_msg_selected_color_nn,proficiency_msg_selected_color_nn,mutual_info_msg_selected_x_nn,proficiency_msg_selected_x_nn,mutual_info_msg_selected_y_nn,proficiency_msg_selected_y_nn
1,train,received,3.805147409439087,32.65625,33.03125,1.5,3.037109375,4.23046875,1284,10,6.109375,11.8046875,6.026465392774501,6.026534725694326,6.027341975952757,6.056889494816431,5.62577273497086,5.628447323435881,5.657989606654565,5.813449653068207,0.482421875,0.53466796875,,,5.27734375,0.4953854566655976,0.48355221551544914,7.162105003080282,1.3816630967687402,0.19291299082804758,0.306785095627383,0.04502854198283588,0.3558946689472151,0.04929762778470883,0.8089465849083588,0.1435650858196497,0.19104684866283161,0.033902385487293595,7.011060351600584,1.359663352718334,0.19393120077877105,0.3019976573454315,0.044349933893583424,0.38583876359812486,0.05391444126120765,0.720406634431928,0.12874019434501072,0.20177950930091892,0.03591515130440925,1726,10,5.83984375,14.5546875,5.699504686220911,5.699557488098911,5.699711864522922,5.725383916777389,4.9221841724536635,4.924917672778307,4.932589604530002,5.116096498984377,0.5986328125,0.63134765625,,,0.5802870006329587,0.5802870006329587,1.9159646484719142,0.2675141802092953,0.44506300411622846,0.07479584003756626,0.5226229625150793,0.08221799485206811,0.8713867691871897,0.18260606837768703,0.2537538337744065,0.05317056400379789,,,,,,,,,,,
2,train,received,2.8692474365234375,40.1875,39.9375,1.4873046875,3.494140625,4.99609375,12,4,3.078125,13.1328125,3.079238989469727,3.079328023603005,3.0797648601639684,3.1180472354491826,3.0717872701126057,3.0747764187399342,3.0890974315876116,3.2880388552029576,0.765625,0.765625,,,1.076171875,0.4957020434145762,0.4832246097300364,7.162105003080282,1.0069656982113884,0.14059633275109928,0.0054144691292457026,0.0012764493342815474,0.006097654018679677,0.0013118872504674878,0.991737841813146,0.3237378087741141,0.002956726834640655,0.0009650209157867117,6.993945921558961,0.9984254594092947,0.14275567335052317,0.007095167822786408,0.0016955425544358347,0.00872476501724151,0.0019263520997956744,0.8999659303119305,0.30111724782915644,0.003926318454876565,0.0013070065510101547,3,4,1.0615234375,15.8515625,1.0609793365561526,1.0610739183182771,1.0610755722064575,1.1031290620905678,1.0537987672118716,1.0570071411831203,1.0570602830601952,1.2908751483914813,0.93310546875,0.93310546875,,,0.5828024232956097,0.5828024232956097,1.0063370019665199,0.14050855182013025,0.004386263896963172,0.0019687857878161494,0.004819563879103761,0.0018296925429806207,0.994239992581833,0.9473637731484809,0.002507534859240934,0.0023881701623418763,,,,,,,,,,,
3,train,received,2.8527653217315674,40.9375,41.03125,1.4755859375,3.49609375,4.99609375,11,3,3.064453125,13.1328125,3.062497945596961,3.062587039701874,3.0630211978790984,3.1013388822546935,3.0677712359388982,3.0707609668288582,3.085194600201424,3.2840730390170925,0.7666015625,0.7666015625,,,1.0556640625,0.4953169578699836,0.48873867623893114,7.162105003080282,1.004711286855147,0.1402815633704114,0.004481341518728144,0.0010587355615592077,0.004934306417371914,0.0010636778179484523,0.9918967191958625,0.3247534034519065,0.002383596584473402,0.0007802769649863456,6.955993556816859,0.9963080646749214,0.1432301592198201,0.005897415647558191,0.001419666956629552,0.006873761299285519,0.0015315817757767707,0.869530836216331,0.2950953546737804,0.002958808085442577,0.001001091296670924,2,3,1.041015625,15.8515625,1.040453139113085,1.0405477838147548,1.0405488216525691,1.0826394134821538,1.052055520354194,1.0552641388464468,1.0553158254123287,1.289153092635342,0.93408203125,0.93408203125,,,0.583144760216328,0.583144760216328,1.0049016439490541,0.1403081417428068,0.003415068497892193,0.0015470714991226997,0.0038716047422404642,0.0014813180164589565,0.9943422905646768,0.9663018838017744,0.0018133143258891593,0.0017613214790604883,,,,,,,,,,,
4,train,received,2.8347365856170654,42.75,42.875,1.462890625,3.49609375,4.99609375,271,10,3.744140625,13.1328125,3.718434828433383,3.7185193167003634,3.7189952832018105,3.755343744733945,3.641278427262247,3.6441964023080082,3.6604174756921513,3.851097090194245,0.71484375,0.71484375,,,1.8916015625,0.441113966910376,0.44587495424210644,7.162105003080282,1.1485614167438771,0.160366458778516,0.06519643871287428,0.01373758440037934,0.08104447649053448,0.015730604998593786,0.9915041314779636,0.27793294854109707,0.04637045500572068,0.012996484168582938,6.955829023011244,1.140692315293864,0.1639908501948841,0.06809881042985744,0.014623381979216303,0.08225563466533004,0.016436097850363773,0.8626111022819547,0.2496101369548621,0.04985166426245957,0.014348111923820213,283,10,1.9443359375,15.8515625,1.9094108035145303,1.909499004182478,1.9095218052340126,1.9489474259246466,1.7732796332211906,1.7763996144082173,1.7771933944096565,2.0023216516876716,0.87744140625,0.87744140625,,,0.538739045397837,0.538739045397837,1.1839924005913713,0.16531346581517015,0.07860657177766672,0.02709752042468964,0.09667145052247506,0.02923185932009604,0.9940456691654047,0.5771099619824709,0.050592491741339174,0.0293637833607613,,,,,,,,,,,
5,train,received,2.1703073978424072,52.0,51.84375,1.451171875,3.521484375,4.99609375,297,10,4.53515625,13.1328125,4.50715211396342,4.507234056578136,4.5079016680065545,4.542632580830337,4.375549319604698,4.3783849880405885,4.400923068433372,4.577634012598029,0.65478515625,0.65478515625,,,2.78125,0.49753568297644885,0.4865122046887138,7.162105003080282,1.6249088952155546,0.22687588279098295,0.07142361128596697,0.014116286776354346,0.08314875169314107,0.015212435340013757,0.9916254055973823,0.25549206524915236,0.5057759093142744,0.1302962329993434,7.068326518035283,1.6030812871667264,0.2267978542129262,0.07431357469755362,0.014780904084789628,0.08618183665864976,0.015893861258136178,0.9372172126599629,0.24340837348363573,0.47079350182776736,0.12232290535014438,327,10,2.91015625,15.8515625,2.8782267566937865,2.878311528166063,2.8784006931042128,2.915920598722316,2.7328650653484456,2.735877161485288,2.7390285828553527,2.9517835060625828,0.81640625,0.81640625,,,0.6020123563170453,0.6020123563170453,1.6734678468551065,0.23365586599685156,0.0912117002373769,0.027038934711600765,0.10741179718201188,0.02841937094202717,0.9943443514047701,0.45301989159491524,0.5090181088318682,0.23185399531569867,,,,,,,,,,,
6,train,received,2.0917530059814453,54.25,54.53125,1.439453125,3.513671875,5.0,82,8,4.02734375,13.1328125,4.0267375173703375,4.026823429527075,4.027490609213205,4.063813025544219,3.9905372218821027,3.993422530960363,4.014872343886807,4.197060876159209,0.693359375,0.693359375,,,2.125,0.47779010981835035,0.4703576602605066,7.162105003080282,1.563652677775842,0.21832305964564122,0.021753577780172506,0.004696232888533877,0.05392317028939786,0.01070262101508962,0.9909856743238734,0.28693357206338427,0.5040466697746266,0.1459223276991353,7.060455830171588,1.5381080740790027,0.21784826802629012,0.02710749050870298,0.005882423647282794,0.04627391333833408,0.00927897783537336,0.9237344589480445,0.2700510469180209,0.49200065480745714,0.14365971257072788,54,9,2.1796875,15.8515625,2.174138638393412,2.1742295820591533,2.1743125693790026,2.214265643451451,2.1438363803382177,2.1469231429066085,2.1496974780549643,2.369468549539715,0.8623046875,0.8623046875,,,0.5817093284480096,0.5817093284480096,1.5787571326325383,0.22043200036212057,0.020430047441889698,0.0073798637715083186,0.06120947849064873,0.019281423120042884,0.99338001071136,0.6247956597373977,0.5057574930677493,0.31800071474101227,,,,,,,,,,,
7,train,received,1.9771486520767212,57.34375,57.53125,1.427734375,3.51953125,5.0,145,10,4.4921875,13.1328125,4.483636271327949,4.483720432201872,4.484424672883027,4.519797553129133,4.430657452158123,4.433491565305881,4.456892706063881,4.632431903178286,0.658203125,0.658203125,,,2.677734375,0.4511693292232756,0.44114360509168143,7.162105003080282,1.7306618778727367,0.24164151141716195,0.040881671334592085,0.008293807956776032,0.20294794537991123,0.03803827929541157,0.9920202530893025,0.2644853083261804,0.5039475649171523,0.13434093409001455,7.084029955145886,1.709523386551841,0.24132074502452266,0.043240348853917254,0.008848901996583983,0.1972519384496172,0.03726363165071274,0.9384002413239756,0.2521873158821064,0.491635878410003,0.13181579711863176,118,10,2.791015625,15.8515625,2.784386966673944,2.784475642865333,2.7845717088692385,2.8233161341002786,2.738733855328446,2.741751793506379,2.7449761757182887,2.957970364568008,0.82373046875,0.82373046875,,,0.5529941570755771,0.5529941570755771,1.7560802066387584,0.2451905139457607,0.043261125391428124,0.01353116653667808,0.21859974326656406,0.06066607326372687,0.9943628227629606,0.49256987715918177,0.5054453777678107,0.2503164786583713,,,,,,,,,,,
8,train,received,1.9492037296295166,58.65625,58.90625,1.416015625,3.490234375,5.0,89,8,4.2734375,13.1328125,4.270719752912943,4.270804940061849,4.27151251570037,4.30737135062495,4.258923762374612,4.261778767419214,4.285137901879172,4.462606738096193,0.6748046875,0.6748046875,,,2.38671875,0.44254908082443606,0.4332636624430755,7.162105003080282,1.7600309700064365,0.2457421343654528,0.02941683958129815,0.0062827543403917935,0.236487270867908,0.046476333299240925,0.9903996220041851,0.28266973617292646,0.5078047462302484,0.1449117206052944,7.080355486187511,1.7435779217321352,0.24625570356368964,0.03364089917682023,0.007251578163574355,0.23744404855734036,0.04706939818256278,0.935998627671867,0.26920147681042883,0.49314555290840545,0.14135998932940627,53,8,2.453125,15.8515625,2.4508602507426365,2.4509504261511372,2.4510475266472853,2.490524319357482,2.4332050891327848,2.436259017320495,2.439497542636221,2.655766361627828,0.84521484375,0.84521484375,,,0.5477896476192151,0.5477896476192151,1.7736904597678773,0.2476493236283254,0.028169295170930475,0.00985835736142034,0.24230219574483414,0.074244215967246,0.993650235231403,0.5918177411421365,0.5104557739213922,0.3039365990744177,,,,,,,,,,,
9,train,received,1.9063268899917603,60.21875,60.4375,1.404296875,3.48828125,5.0,112,10,4.4296875,13.1328125,4.427996197558794,4.4280808601331865,4.428850654189825,4.46435773058474,4.4206651539182875,4.42350144894465,4.448642720248681,4.62260912166649,0.66259765625,0.66259765625,,,2.59375,0.44402098702917253,0.4320027263447848,7.162105003080282,1.79734990502625,0.2509527442355627,0.04091973607787125,0.00851635657018882,0.25072525906212206,0.04811441582461124,0.9910198685979292,0.27327787390967284,0.5280134096239495,0.14558179536304536,7.095268653490329,1.7730127528394615,0.24988662719166735,0.044727577075217795,0.009357637189858301,0.2568365487542241,0.04952729241645464,0.9505800371017079,0.2629803568295621,0.5070973714153331,0.1401701096139732,64,10,2.65234375,15.8515625,2.6437591688899533,2.6438489063248958,2.643973888056217,2.68313122032701,2.623024796254003,2.626058449870032,2.6302221826552556,2.843646284857704,0.83251953125,0.83251953125,,,0.5494954365664859,0.5494954365664859,1.8119127669903512,0.2529860657182606,0.03542290660751224,0.011770302566088481,0.25310163853140555,0.07409957276183186,0.9943150991749423,0.5430172570120612,0.5353597848753395,0.2922917396196608,,,,,,,,,,,
10,train,received,1.8898487091064453,59.875,59.65625,1.392578125,3.5,5.0,62,6,4.0390625,13.1328125,4.036569595056938,4.036655804490212,4.037350803035131,4.073728764326326,4.010561512192285,4.013446132318664,4.035809093276427,4.216967590455413,0.6923828125,0.6923828125,,,2.08984375,0.44781733866165135,0.43660280890793707,7.162105003080282,1.7629176257339623,0.24614518007984604,0.017386690953586026,0.003912430945673002,0.24115331268470896,0.04972087622517736,0.9921057310267223,0.30381073775776046,0.5042302518209842,0.15438583109723186,7.098238408810682,1.7508560631640657,0.24666064484264397,0.01936034237239337,0.004388838841060226,0.24260520094414506,0.05034012051263835,0.9550328061405864,0.29400577722212723,0.49745124159051546,0.15312530740902766,37,8,2.1171875,15.8515625,2.117044590267394,2.1171361059040006,2.1172254662610315,2.157392945246198,2.110644521242481,2.1137364658426305,2.116734417573442,2.3367149342330524,0.86669921875,0.86669921875,,,0.5420684318711292,0.5420684318711292,1.7715435503491794,0.24734956407191364,0.016571044594195783,0.006575753007244688,0.24740250897430194,0.08454727279147581,0.9943737637841128,0.7411849848234636,0.5053939425613843,0.37656924798416413,,,,,,,,,,,
