epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy_act,redundancy_max,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,3.6129841804504395,33.34375,33.34375,1.5,4.15234375,4.15234375,1292,10,5.75,14.3125,5.619094793450627,5.619153881608369,5.619378823963088,5.646928105348318,4.997875119765692,5.00061133843711,5.010583949474961,5.191647263256152,0.59814453125,0.63720703125,,,5.88671875,0.5821969365283293,0.5821969365283293,7.162105003080282,1.6932821007616186,0.23642240654575308,0.3630023337046282,0.05961929636980982,0.42401642724971467,0.06528499384697546,0.9002269827822218,0.18333630515788266,0.17877566004923917,0.03640495788413552,6.945994025552425,1.6319562817644808,0.23494927806746696,0.3587125169305665,0.05849802172056867,0.4294291709105398,0.06693743282895703,0.7927718125162002,0.16123273416519604,0.19753884276805245,0.040283346212741156
2,train,baseline,2.8560948371887207,40.28125,40.28125,1.4873046875,4.9921875,4.9921875,10,7,1.236328125,15.8515625,1.235578093993355,1.235672173305247,1.2356812709347773,1.2774312605085363,1.2207433399728727,1.2239331755087195,1.2242253026779997,1.4560714719073486,0.921875,0.921875,,,1.2373046875,0.5823455107071512,0.5823455107071512,7.162105003080282,1.008233392217429,0.14077333294943417,0.005977541669689224,0.0024895042594138966,0.006509422863054226,0.0023187666335929384,0.9943164773305524,0.8132305232228868,0.00345701356403616,0.002826260662747636,7.005835854533016,1.008314118595241,0.1439248848433734,0.005589672143736735,0.0023893979479457715,0.006162054593221278,0.002293885121950938,0.9195796337751609,0.801768288813423,0.0031421321017743864,0.0027986462393424782
3,train,baseline,2.629319190979004,45.5,45.5,1.4755859375,4.9921875,4.9921875,382,10,2.912109375,15.859375,2.875657778601499,2.875741450935359,2.8757964411926547,2.9130150207226775,2.650624000602194,2.6536402936421,2.6555759244142623,2.8701098250423653,0.81640625,0.81640625,,,2.953125,0.581133150612807,0.581133150612807,7.162105003080282,1.3443510125377816,0.18770333749080784,0.11977867729269676,0.032346923631892524,0.1379048756900758,0.033560685871384055,0.9904950380735205,0.39235041582356334,0.14543801699598102,0.05759881991832379,7.017032539270559,1.3631571769909923,0.1942640524127734,0.12804606415545372,0.03529173117516517,0.14806676874030877,0.03725583501185412,0.9115994763655983,0.37662830519771157,0.1490965192507785,0.06153015687847419
4,train,baseline,2.0742642879486084,54.3125,54.3125,1.462890625,4.99609375,4.99609375,97,10,2.9140625,15.8515625,2.908296192764483,2.9083844088488235,2.9084897777543697,2.946985800970737,2.836187020748176,2.839194222641741,2.842705178217117,3.0544105130512187,0.81640625,0.81591796875,,,2.927734375,0.5904124095473707,0.5904124095473707,7.162105003080282,1.6383091654864717,0.22874687885501074,0.046338152096661034,0.013462004361858243,0.11195658354593796,0.02909229258656934,0.989058604564466,0.43691714378699653,0.5047418792540261,0.22292065096321673,7.066979617781863,1.6281375370162445,0.23038661848118838,0.044523344978856016,0.013090723103865555,0.10033853729947406,0.02652129184677366,0.939538909645524,0.4246876996764212,0.4972090022878941,0.22312201600412546
5,train,baseline,1.9461402893066406,56.375,56.375,1.451171875,5.0,5.0,35,10,2.28515625,15.8515625,2.287077942906493,2.287168863466784,2.2872640502777704,2.3271051613796243,2.26454343270764,2.267618183034557,2.2708059196569517,2.4889963846402754,0.85595703125,0.85595703125,,,2.287109375,0.5976725655755604,0.5976725655755604,7.162105003080282,1.7170812882672606,0.23974533849039875,0.02680145697051195,0.009779057709772627,0.18250851529587298,0.057996650306177774,0.9943345095675307,0.6364649385058941,0.5054839639197111,0.32345220511073647,7.058334380887002,1.7104635832554242,0.2423324669750875,0.025469381923810097,0.009458741368264814,0.1730655264495553,0.05655181126841334,0.9373502830850056,0.6216726216104457,0.4975378366514587,0.3265715043540476
6,train,baseline,1.7700128555297852,63.1875,63.1875,1.439453125,4.984375,4.984375,222,10,3.611328125,15.8671875,3.59423681271118,3.59432206976978,3.594545619703799,3.6314649237152095,3.5011179805678676,3.504048749342108,3.5116079076687394,3.7122309944544853,0.7724609375,0.77197265625,,,3.630859375,0.5564336315524776,0.555559635331604,7.162105003080282,1.9470365889840786,0.2718525612437539,0.10491722236669077,0.027488651364154442,0.3578137239695405,0.08473119710169112,0.988198624434343,0.3745553882997433,0.5764878361254935,0.218463806930815,7.085728674460394,1.9409162114991467,0.27391907038367586,0.10292455385096844,0.027156422493499942,0.343717565917939,0.08227747333616109,0.9482637243565826,0.3630674601870258,0.579014764349254,0.22153720113567038
7,train,baseline,0.893580973148346,79.4375,79.4375,1.427734375,5.0,5.0,80,10,4.3203125,15.8515625,4.310710217108838,4.310795174749068,4.311557554835434,4.347257471152766,4.283221899346156,4.286073188592365,4.311176435355467,4.486589604022836,0.7275390625,0.7275390625,,,4.3203125,0.5750948828809326,0.5750948828809326,7.162105003080282,2.7442544968244933,0.3831631197314536,0.05594623148736133,0.014940157071973069,0.7768703834770694,0.187158480809257,0.9743828868094919,0.3796889784879065,0.9862050047721498,0.38422071438642563,7.146450264834832,2.6891373482171375,0.3762899409584415,0.05495856902475271,0.014524259242746956,0.7367363367892352,0.17612848143368676,0.9631596785881094,0.36999524392606997,0.9712940495975726,0.37305967110338834
8,train,baseline,0.7309449315071106,83.0625,83.0625,1.416015625,5.0,5.0,38,10,3.759765625,15.8515625,3.751454148160775,3.75154115362261,3.752206358303434,3.789088976434831,3.745269933449683,3.7481834475054745,3.7699786654014513,3.95441948626531,0.7626953125,0.7626953125,,,3.759765625,0.5849727999684824,0.5849727999684824,7.162105003080282,2.910774855815484,0.40641331767177613,0.050986442049005376,0.016860417275754623,0.922482138938701,0.26892853084021967,0.9815664277634717,0.5318385825467076,0.9906215667374836,0.5365992452699768,7.151439598209108,2.8861531436795067,0.403576525263846,0.04746169640974429,0.015609661767174255,0.9044217227029039,0.2624001301651525,0.9737861204050908,0.5225958517331917,0.9831255817893627,0.5273271553218306
9,train,baseline,0.6718690395355225,84.75,84.75,1.404296875,5.0,5.0,40,10,3.76953125,15.8515625,3.7659614027137165,3.7660483814304064,3.7667371248025874,3.803577042922947,3.770115332754593,3.773026461491358,3.7956322691300386,3.979026991930762,0.76220703125,0.76220703125,,,3.76953125,0.5859096506096585,0.5859096506096585,7.162105003080282,3.01711496092772,0.4212609225402472,0.053590639966269116,0.01832273098912364,0.9950952279133265,0.29873784501278233,0.9773437628191068,0.5596350330501219,0.993616518979052,0.5687897873814175,7.1487450964900265,2.9983423892748786,0.4194221991139451,0.04825241281285031,0.016443567473959336,0.9852754222897966,0.29508702816640037,0.968215021451047,0.5510687345114088,0.9839813262310404,0.5603690727467402
10,train,baseline,0.6199082732200623,86.3125,86.3125,1.392578125,5.0,5.0,42,10,3.90234375,15.8515625,3.90303329468978,3.90311991211433,3.9038743853265547,3.9404260468122363,3.8697920046130583,3.8726922996922384,3.8970659612493344,4.077675263943995,0.75390625,0.75390625,,,3.90234375,0.5727194564922883,0.5727194564922883,7.162105003080282,3.0690854389401445,0.42851723587132423,0.052271252676949764,0.017397828335910394,1.0530253811241819,0.3087461627361805,0.9612055297263495,0.5263858047649879,0.9940967136157077,0.544248722561452,7.152477671794054,3.0445435652992736,0.42566278498225796,0.05095277612795002,0.01686220988985647,1.0452168145983345,0.3051198577870829,0.9525538389386687,0.5168983839998673,0.9884562369842893,0.5363952812805042
