epoch,phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,-0.2044697105884552,20.1875,0.22998046875,1.5009765625,5.69921875,4884,10,,4.00390625,,0.7372029343799591,0.7502662454589836,0.7502662454589836,0.7372029343799591,,,
2,train,-0.2117055058479309,36.125,0.59765625,0.67041015625,3.455078125,5961,10,,1.7001953125,,0.6345460341752636,0.6371774137124204,0.6371774137124204,0.6345460341752636,,,
3,train,-0.39188817143440247,53.0625,0.1793212890625,0.421630859375,3.302734375,2835,10,,1.021484375,,0.6767491239978932,0.7200535411875583,0.7200535411875583,0.6767491239978932,,,
4,train,-0.5573945045471191,57.40625,0.083251953125,0.3564453125,3.73828125,1826,10,,1.9189453125,,0.703842728714934,0.755343968318964,0.755343968318964,0.703842728714934,,,
5,train,-0.6830639243125916,69.0,0.061279296875,0.344970703125,3.2578125,1602,10,,1.435546875,,0.6875887007322374,0.6471288233715795,0.6471288233715795,0.6875887007322374,,,
6,train,-0.734189510345459,70.5625,0.034393310546875,0.3291015625,2.919921875,623,10,,1.189453125,,0.7518193697723456,0.6741671986095814,0.6741671986095814,0.7518193697723456,,,
7,train,-0.7749236822128296,75.0625,0.0516357421875,0.262451171875,3.208984375,1446,10,,1.390625,,0.6968735135045794,0.5551190778308976,0.5551190778308976,0.6968735135045794,,,
8,train,-0.8152019381523132,78.3125,0.018341064453125,0.236572265625,2.71875,630,10,,1.236328125,,0.745244729060652,0.5705236796994457,0.5705236796994457,0.745244729060652,,,
9,train,-0.8181869387626648,78.375,0.024169921875,0.2327880859375,2.9453125,915,10,,1.4228515625,,0.7183640375440299,0.5510422918010479,0.5510422918010479,0.7183640375440299,,,
10,train,-0.8208377957344055,77.375,0.0306396484375,0.241455078125,2.68359375,730,10,,1.087890625,,0.7209167849081561,0.5209672201743104,0.5209672201743104,0.7209167849081561,,,
11,train,-0.8321951031684875,78.5,0.01184844970703125,0.2294921875,2.611328125,384,10,,0.97802734375,,0.7462335957415669,0.5366839013605235,0.5366839013605235,0.7462335957415669,,,
12,train,-0.8345614075660706,78.875,0.0099029541015625,0.2203369140625,2.568359375,224,10,,1.025390625,,0.757306351458705,0.5632382761676513,0.5632382761676513,0.757306351458705,,,
13,train,-0.7992466688156128,73.3125,0.0230712890625,0.248291015625,3.533203125,1049,10,,1.1513671875,,0.6870011777685416,0.6015053805807484,0.6015053805807484,0.6870011777685416,,,
14,train,-0.800830066204071,73.1875,0.031280517578125,0.268798828125,3.974609375,1576,10,,1.552734375,,0.6412278505591541,0.6431849798649079,0.6431849798649079,0.6412278505591541,,,
