epoch,phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,-0.20689672231674194,20.171875,0.89208984375,1.556640625,3.328125,6331,10,,1.5419921875,,0.5929539639264794,0.5122421710369521,0.5122421710369521,0.5929539639264794,,,
2,train,-0.20724307000637054,20.140625,0.3056640625,1.171875,5.21484375,1229,10,,3.427734375,,0.6807168426290382,0.7189849770593206,0.7189849770593206,0.6807168426290382,,,
3,train,-0.20774328708648682,20.203125,0.16357421875,0.77685546875,4.1171875,109,10,,2.58984375,,0.7779690123202501,0.8809023134377296,0.8809023134377296,0.7779690123202501,,,
4,train,-0.22199101746082306,22.96875,0.1180419921875,0.85888671875,3.4375,209,10,,1.9169921875,,0.7724734263430777,0.7974535267794158,0.7974535267794158,0.7724734263430777,,,
5,train,-0.3465616703033447,37.84375,0.0814208984375,0.41162109375,3.2109375,268,10,,1.490234375,,0.8013718975229578,0.8845295380700782,0.8845295380700782,0.8013718975229578,,,
6,train,-0.38209307193756104,40.3125,0.09967041015625,0.43994140625,2.82421875,153,10,,0.77685546875,,0.8186104456574113,0.9111448351396749,0.9111448351396749,0.8186104456574113,,,
7,train,-0.4151661694049835,42.78125,0.11199951171875,0.375,2.1484375,82,10,,0.8984375,,0.8290974321206398,0.7858989473183355,0.7858989473183355,0.8290974321206398,,,
8,train,-0.3869962990283966,38.40625,0.01099395751953125,0.262939453125,5.1875,149,10,,2.921875,,0.7842549377191628,0.8467329343896332,0.8467329343896332,0.7842549377191628,,,
9,train,-0.38210469484329224,38.15625,0.023101806640625,0.28125,4.99609375,204,10,,3.005859375,,0.7467145025783908,0.7931281054851045,0.7931281054851045,0.7467145025783908,,,
10,train,-0.3834376633167267,38.34375,0.0709228515625,0.30859375,3.37109375,272,10,,1.2470703125,,0.7473193379150482,0.8077465677771167,0.8077465677771167,0.7473193379150482,,,
11,train,-0.39909955859184265,38.46875,0.1336669921875,0.31103515625,2.76171875,349,10,,0.92138671875,,0.7606381356617643,0.8084773780196302,0.8084773780196302,0.7606381356617643,,,
12,train,-0.39063313603401184,38.4375,0.07708740234375,0.331787109375,2.603515625,335,10,,1.0361328125,,0.7990949334146311,0.8538266606425418,0.8538266606425418,0.7990949334146311,,,
13,train,-0.39752745628356934,38.71875,0.124267578125,0.330810546875,2.740234375,134,10,,1.0712890625,,0.811658995217862,0.8987855754698872,0.8987855754698872,0.811658995217862,,,
14,train,-0.4432810842990875,43.375,0.11651611328125,0.363525390625,3.37890625,134,10,,1.8974609375,,0.7764252076084744,0.8704506598606938,0.8704506598606938,0.7764252076084744,,,
15,train,-0.47705984115600586,48.0,0.082275390625,0.3525390625,3.470703125,74,10,,1.908203125,,0.8032466601934343,0.9217570203162402,0.9217570203162402,0.8032466601934343,,,
16,train,-0.49600088596343994,49.8125,0.08587646484375,0.334716796875,3.537109375,180,10,,1.9794921875,,0.7833843266845645,0.8994726109279447,0.8994726109279447,0.7833843266845645,,,
17,train,-0.49469777941703796,49.9375,0.08465576171875,0.3095703125,4.04296875,208,10,,2.5234375,,0.7728688611834473,0.8717606418679051,0.8717606418679051,0.7728688611834473,,,
18,train,-0.5030658841133118,49.9375,0.0537109375,0.299560546875,3.693359375,161,10,,1.736328125,,0.7513933889279394,0.8566612977791757,0.8566612977791757,0.7513933889279394,,,
19,train,-0.48788362741470337,47.3125,0.07769775390625,0.28564453125,3.5,375,10,,1.7373046875,,0.7108541010241094,0.7811320319819133,0.7811320319819133,0.7108541010241094,,,
20,train,-0.5097396969795227,50.09375,0.08929443359375,0.3056640625,3.287109375,288,10,,1.5078125,,0.720467096511071,0.7801103769156771,0.7801103769156771,0.720467096511071,,,
21,train,-0.5882164239883423,59.15625,0.063232421875,0.35595703125,3.322265625,82,9,,1.8603515625,,0.7962341752015227,0.9094085059754491,0.9042835295068511,0.7869842701402368,,,
22,train,-0.5998461842536926,59.78125,0.04888916015625,0.35986328125,3.337890625,30,7,,1.705078125,,0.8133598606247143,0.9302883216903659,0.9145324746608995,0.7806318263778569,,,
23,train,-0.599521279335022,59.25,0.053497314453125,0.342529296875,3.392578125,33,7,,1.76171875,,0.8117847872960504,0.9297102908327934,0.9138228152885892,0.7787808576795132,,,
24,train,-0.5695290565490723,55.8125,0.03643798828125,0.309326171875,3.693359375,138,10,,1.935546875,,0.7708234485117528,0.8738408540011025,0.8738408540011025,0.7708234485117528,,,
25,train,-0.5707855820655823,55.78125,0.049591064453125,0.310302734375,3.658203125,70,10,,1.806640625,,0.7745722108939026,0.8738383810403857,0.8738383810403857,0.7745722108939026,,,
26,train,-0.6195915341377258,60.9375,0.021759033203125,0.318359375,3.55078125,57,7,,1.5947265625,,0.7920114932991557,0.8939002109206496,0.8699136682212584,0.7555414157061668,,,
27,train,-0.6211897730827332,61.09375,0.0225830078125,0.304931640625,3.515625,40,6,,1.5810546875,,0.7943613135817272,0.8968815277119417,0.8592583171568464,0.7377695172052524,,,
28,train,-0.6012166738510132,58.25,0.061767578125,0.302978515625,3.611328125,113,10,,1.6298828125,,0.7583564841462862,0.834847947150509,0.834847947150509,0.7583564841462862,,,
29,train,-0.5932578444480896,57.5625,0.049102783203125,0.268798828125,3.841796875,136,10,,1.7470703125,,0.7486202330069138,0.8280139749834229,0.8280139749834229,0.7486202330069138,,,
30,train,-0.6166957020759583,59.9375,0.032989501953125,0.28466796875,3.123046875,19,6,,1.7041015625,,0.8226519293928706,0.9372798819342828,0.9143990801236186,0.7738441492771823,,,
31,train,-0.6155914068222046,59.90625,0.03253173828125,0.290771484375,3.115234375,41,8,,1.6982421875,,0.8220480150710875,0.9366820139008127,0.928514437286795,0.8038928546064569,,,
32,train,-0.551348865032196,51.875,0.01174163818359375,0.288818359375,3.64453125,91,9,,1.96875,,0.7899155388798792,0.9028814698671208,0.897385121322561,0.7803790350679951,,,
33,train,-0.5389635562896729,50.15625,0.0095367431640625,0.30126953125,4.0703125,95,8,,2.849609375,,0.8222341283521348,0.9466466583538664,0.9397595912044827,0.80409900786376,,,
34,train,-0.4551562964916229,40.34375,0.003917694091796875,0.325439453125,4.78515625,130,9,,3.21875,,0.7749247488832152,0.8321491955572207,0.8226481101430486,0.7647077086454246,,,
