epoch,phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,-0.1261575073003769,26.140625,1.234375,1.1015625,3.689453125,8271,11,,1.0732421875,,0.27956898595821134,0.6131603157970481,0.6131603157970481,0.29960557805194055,,,
2,train,-0.2699296772480011,47.84375,0.3564453125,0.4833984375,2.72265625,2927,11,,1.0302734375,,0.589647603227849,0.7864560756514638,0.7864560756514638,0.6010731953135846,,,
3,train,-0.5153157114982605,56.90625,0.18212890625,0.343994140625,2.587890625,1291,11,,1.0224609375,,0.6673086895106666,0.8315841424659938,0.8315841424659938,0.6765729995371816,,,
4,train,-0.5879130959510803,58.75,0.16259765625,0.265380859375,2.841796875,694,11,,1.1982421875,,0.6493234688133305,0.8341600561158211,0.8341600561158211,0.659088529605824,,,
5,train,-0.6163359880447388,58.4375,0.104736328125,0.2509765625,3.232421875,433,11,,1.54296875,,0.6568156451073075,0.8469499802758306,0.8469499802758306,0.6663717283162711,,,
6,train,-0.6215372681617737,59.09375,0.09375,0.2462158203125,2.517578125,456,11,,0.91162109375,,0.6878852943261785,0.8368114338078892,0.8368114338078892,0.6965773074644941,,,
7,train,-0.592368483543396,55.875,0.12286376953125,0.252685546875,2.66796875,518,11,,0.9423828125,,0.6623238057162215,0.8081097271971166,0.8081097271971166,0.6717270909451616,,,
8,train,-0.6557826399803162,61.09375,0.1484375,0.28076171875,2.89453125,407,11,,0.93505859375,,0.6635393017501899,0.8316683712329744,0.8316683712329744,0.6729085359806791,,,
9,train,-0.6727608442306519,63.0625,0.1407470703125,0.292236328125,3.1640625,223,11,,0.96533203125,,0.6545638339409748,0.8144958206440864,0.8144958206440864,0.6641821535373322,,,
10,train,-0.6930080652236938,63.96875,0.1239013671875,0.322021484375,3.263671875,491,11,,1.078125,,0.6079067355368504,0.7683983381981945,0.7683983381981945,0.6188219822786607,,,
11,train,-0.7122460007667542,65.9375,0.1142578125,0.32470703125,3.181640625,716,11,,1.1455078125,,0.591425805556608,0.7832765047666872,0.7832765047666872,0.6028006397055161,,,
12,train,-0.7330887317657471,68.125,0.1201171875,0.318603515625,3.244140625,363,11,,1.2099609375,,0.6091110489043825,0.7904822986006694,0.7904822986006694,0.6199938087798018,,,
13,train,-0.7577146291732788,70.0625,0.08685302734375,0.30029296875,3.263671875,282,11,,1.220703125,,0.6009722818069707,0.7616949821460979,0.7616949821460979,0.6120810752484473,,,
14,train,-0.7779229879379272,72.6875,0.057159423828125,0.267333984375,3.291015625,174,11,,1.2490234375,,0.6257649081426927,0.7688123137811669,0.7688123137811669,0.636182979599743,,,
15,train,-0.7793377637863159,73.125,0.0865478515625,0.260009765625,3.2578125,411,11,,1.2353515625,,0.5991578637258783,0.7506454448258468,0.7506454448258468,0.6103162362350452,,,
16,train,-0.7769504189491272,72.25,0.0814208984375,0.259521484375,3.240234375,261,11,,1.26953125,,0.6088455071372632,0.7519599897734477,0.7519599897734477,0.6197348514159349,,,
17,train,-0.7921374440193176,74.5,0.058868408203125,0.2396240234375,3.26953125,165,11,,1.2265625,,0.6098190736447948,0.7586055380664376,0.7586055380664376,0.620681209478014,,,
18,train,-0.7781538963317871,72.6875,0.056121826171875,0.2467041015625,3.189453125,133,11,,1.228515625,,0.6286360611947174,0.7575760881668641,0.7575760881668641,0.6389751282243024,,,
19,train,-0.79667067527771,75.0,0.051116943359375,0.2283935546875,3.25,233,11,,1.208984375,,0.6174944620819086,0.7595770709215701,0.7595770709215701,0.6281428711690547,,,
20,train,-0.7892493009567261,74.125,0.0318603515625,0.2242431640625,3.2265625,126,10,,1.212890625,,0.6261217625423481,0.7609665428395198,0.7516969255253065,0.6261217625423481,,,
21,train,-0.7988420128822327,74.375,0.0290985107421875,0.241455078125,3.20703125,101,10,,1.2138671875,,0.6205621949471992,0.7545264881507328,0.7450146810491267,0.6205621949471992,,,
22,train,-0.8090418577194214,75.5625,0.07452392578125,0.23828125,3.228515625,191,11,,1.1884765625,,0.616902228858922,0.7553885822442779,0.7553885822442779,0.6275674195535628,,,
23,train,-0.803988516330719,75.125,0.11309814453125,0.232421875,3.244140625,127,11,,1.1201171875,,0.6275645024849279,0.7633126075839433,0.7633126075839433,0.6379328553339867,,,
24,train,-0.7992963790893555,74.75,0.0791015625,0.22607421875,3.21875,150,11,,1.1064453125,,0.6242475718991543,0.7582409479790331,0.7582409479790331,0.6347085018798642,,,
25,train,-0.8060144782066345,75.1875,0.07373046875,0.2216796875,3.349609375,189,11,,1.2197265625,,0.6005665252911774,0.7569313256532512,0.7569313256532512,0.6116861460489798,,,
26,train,-0.8112578392028809,75.625,0.06915283203125,0.2159423828125,3.375,206,10,,1.2294921875,,0.586177450720784,0.752934940305696,0.7432882224080473,0.586177450720784,,,
27,train,-0.8123430609703064,75.9375,0.084716796875,0.2103271484375,3.4375,248,11,,1.2607421875,,0.5728174202102414,0.7398659985528775,0.7398659985528775,0.5847083272573184,,,
28,train,-0.807400107383728,75.5,0.06939697265625,0.2081298828125,3.58984375,222,11,,1.3125,,0.5826983283530114,0.7710905925402818,0.7710905925402818,0.5943143571454428,,,
29,train,-0.811491072177887,75.5,0.083740234375,0.2076416015625,3.484375,412,11,,1.2900390625,,0.5743158809251221,0.754126437718463,0.754126437718463,0.5861653677119485,,,
30,train,-0.8011390566825867,74.25,0.094970703125,0.2152099609375,3.419921875,421,11,,1.298828125,,0.5767787859590148,0.7498937414945418,0.7498937414945418,0.5885600729888332,,,
31,train,-0.815375566482544,76.625,0.06512451171875,0.1903076171875,3.556640625,241,11,,1.2705078125,,0.5836069699356408,0.7622229294069628,0.7622229294069628,0.5951978407468161,,,
32,train,-0.7965741157531738,73.75,0.07489013671875,0.2135009765625,3.603515625,195,11,,1.1591796875,,0.5745830925518609,0.7705820567444435,0.7705820567444435,0.5864254965154254,,,
33,train,-0.8262762427330017,77.3125,0.08001708984375,0.197265625,3.498046875,172,11,,1.189453125,,0.5757594090842412,0.740035583721945,0.740035583721945,0.587568951835445,,,
34,train,-0.8283384442329407,77.75,0.06689453125,0.1983642578125,3.505859375,155,11,,1.2060546875,,0.5837853951360465,0.7464882311482846,0.7464882311482846,0.5953715077311168,,,
35,train,-0.8359900712966919,78.3125,0.055084228515625,0.205322265625,3.517578125,115,10,,1.20703125,,0.5815663099005084,0.7453807304711432,0.7354489760954148,0.5815663099005084,,,
36,train,-0.8340920209884644,77.8125,0.07061767578125,0.203369140625,3.5078125,210,11,,1.1953125,,0.5749130786113549,0.7365976921708466,0.7365976921708466,0.586745504495372,,,
37,train,-0.8378632068634033,78.1875,0.052398681640625,0.2061767578125,3.537109375,227,11,,1.2138671875,,0.5694978941438779,0.7381031571197405,0.7381031571197405,0.5814810046243817,,,
38,train,-0.8449746370315552,78.9375,0.05438232421875,0.2020263671875,3.529296875,233,11,,1.26171875,,0.557913250029307,0.7290391297814189,0.7290391297814189,0.5702186067440572,,,
39,train,-0.8408371210098267,78.5,0.0606689453125,0.1973876953125,3.521484375,209,10,,1.3154296875,,0.5731469040943071,0.7344083988721138,0.7240632700120011,0.5731469040943071,,,
40,train,-0.8470890522003174,79.1875,0.06561279296875,0.2052001953125,3.51953125,289,11,,1.3115234375,,0.546528698132513,0.7103901548430456,0.7103901548430456,0.5591502459095101,,,
1,val,-0.24870917201042175,41.03125,0.79296875,0.52880859375,3.408203125,31,6,0.9502031167378522,1.12109375,0.6116281788907665,0.6924414355358783,0.8553625538575562,0.8083808062447119,0.6391061358913688,0.23504124475306093,0.03086373582482338,0.017130937427282333
2,val,-0.5253782868385315,57.34375,0.32958984375,0.367919921875,2.908203125,39,5,0.9384596282529905,1.2744140625,0.601400927344091,0.6859608739736816,0.8512279493704825,0.7816629032015531,0.6069000868251216,0.24473039919420678,0.0886700227856636,0.09372558444738388
3,val,-0.5901620388031006,58.78125,0.0810546875,0.297119140625,3.130859375,23,5,0.9204211849052204,1.400390625,0.6160273674902808,0.6943216270540591,0.8459197587290412,0.7712797774415429,0.6180623873195086,0.25469885185761726,0.24556989967823029,0.24474012851715088
4,val,-0.579011082649231,56.34375,0.08953857421875,0.2431640625,3.87890625,37,5,0.930959514600622,1.9267578125,0.5520209979443882,0.6417321361291743,0.8379838914181347,0.7572418914637997,0.5531211164713727,0.2995593798280726,0.2089550495147705,0.16120432317256927
5,val,-0.621432900428772,61.0,0.0687255859375,0.2578125,2.751953125,22,4,0.9048088791032045,1.287109375,0.645821390025699,0.7202477210451527,0.8594543643838841,0.7518566958320162,0.6191784115539753,0.25231638275408497,0.22893646359443665,0.21501648426055908
6,val,-0.36305269598960876,26.8125,0.08349609375,0.2183837890625,3.1640625,53,6,0.6802811416111663,1.44140625,0.6635529032323174,0.7373282460912449,0.7713734101958774,0.7007556112911354,0.6910997301098344,0.03252191155261899,0.028572944924235344,0.02375379018485546
7,val,-0.6274451017379761,62.40625,0.1219482421875,0.2467041015625,2.59765625,36,6,0.8322540181251351,0.8173828125,0.6294777540232945,0.7079377326002617,0.8489814317648436,0.8031970120248304,0.6570338532772206,0.22646471404845092,0.12970036268234253,0.07929055392742157
8,val,-0.6596516370773315,65.0,0.08636474609375,0.301513671875,3.162109375,42,8,0.8809075746807999,1.0146484375,0.569799010023619,0.6558489882925127,0.8221402142667513,0.7978349642341805,0.6323955307356002,0.19348449755644442,0.1659342646598816,0.13213907182216644
9,val,-0.6334502100944519,63.59375,0.12054443359375,0.3193359375,3.423828125,41,6,0.9114289888915917,1.0078125,0.5646199408372969,0.6523021990382758,0.8037622190379262,0.741976221557543,0.5926801708730383,0.23701039897636617,0.17925769090652466,0.12915346026420593
10,val,-0.6965376138687134,68.125,0.12060546875,0.319091796875,2.921875,54,8,0.9413190819767663,0.98193359375,0.5739950471371911,0.662598601267585,0.8118639182822551,0.7867788120323057,0.6393568466103507,0.21204578349230999,0.14871913194656372,0.1336686909198761
11,val,-0.6925933957099915,68.25,0.1165771484375,0.25927734375,2.869140625,51,8,0.8956810092960866,1.0849609375,0.5771098878515901,0.6662827411366329,0.8092897175449785,0.7843720407009728,0.6431999139508029,0.2088128599453276,0.14834843575954437,0.13399554789066315
12,val,-0.7314400672912598,71.0625,0.069580078125,0.342041015625,3.423828125,53,7,0.9109418507258185,1.3369140625,0.5202618011495701,0.6129735605378779,0.7801971993002583,0.7342425515556976,0.5695554108094734,0.2332367377476649,0.21332809329032898,0.13704171776771545
13,val,-0.7613036632537842,73.875,0.042083740234375,0.275634765625,3.212890625,60,8,0.9181467769828722,1.25390625,0.5190342279841109,0.6132503372084748,0.744053365317073,0.7100731722955733,0.5871334676740749,0.2437609911289459,0.1950720101594925,0.09333822876214981
14,val,-0.7449047565460205,71.6875,0.08294677734375,0.315673828125,3.150390625,58,9,0.9136376533313026,1.2939453125,0.5343808019407563,0.6272957844745051,0.7423262544352189,0.7220856916152987,0.6157587365426072,0.24560845561173208,0.19446958601474762,0.08101794123649597
15,val,-0.7672194242477417,74.875,0.06500244140625,0.2349853515625,3.287109375,53,7,0.921043456752608,1.1943359375,0.5230122535046331,0.6148578399107669,0.7570389472448182,0.7066197726180726,0.5716882132422839,0.23768334635603697,0.1624787151813507,0.1452474594116211
16,val,-0.7073016166687012,67.4375,0.12066650390625,0.329833984375,3.080078125,54,8,0.8801282268267685,1.3291015625,0.5773881719520519,0.6645339944620172,0.7561323006673327,0.7232427258284423,0.6414789057056776,0.21727648785969522,0.1546633243560791,0.05658302828669548
17,val,-0.7820503115653992,76.0,0.040924072265625,0.21875,3.23828125,53,7,0.9231567901520437,1.2392578125,0.5201157695854015,0.6129800223972985,0.7463329199898912,0.6944571180186453,0.5695469647123157,0.24503952800191292,0.15873423218727112,0.1333213895559311
18,val,-0.7620682120323181,73.5,0.03839111328125,0.2392578125,3.154296875,63,7,0.9450256478560184,1.1875,0.5236548214373125,0.6191868750814649,0.7361303952938901,0.6830416691901524,0.576022387474686,0.23436354836966847,0.1417832374572754,0.11851327866315842
19,val,-0.7614842057228088,73.5,0.03546142578125,0.2091064453125,3.23828125,54,7,0.9067507313459401,1.224609375,0.5192710553452373,0.6124071215523671,0.746327878534867,0.6943259193551777,0.5689003462558879,0.2384508293019818,0.16209359467029572,0.13143421709537506
20,val,-0.7770162224769592,74.5,0.049591064453125,0.2222900390625,3.23828125,61,7,0.9372570007282867,1.2509765625,0.5124993363652818,0.6074477771136413,0.7439303946424695,0.6918997273634191,0.5633518253460245,0.241761345276873,0.14611124992370605,0.12966930866241455
21,val,-0.7785277962684631,75.6875,0.0107269287109375,0.2227783203125,3.232421875,63,7,0.939815657087343,1.248046875,0.511019142251178,0.6059186848976457,0.7400349188318214,0.6871491276932942,0.5617042247664297,0.24328451055569547,0.1456151157617569,0.12409917265176773
22,val,-0.790843665599823,77.125,0.11126708984375,0.2314453125,3.23828125,66,7,0.9054193018090531,1.126953125,0.5106103161339275,0.6056061802686055,0.7412381084747136,0.6885943850305523,0.561361635583197,0.23267835568296713,0.1481337696313858,0.16365540027618408
23,val,-0.7877812385559082,76.5,0.102294921875,0.209228515625,3.23828125,54,7,0.9388269616437601,1.1044921875,0.520070562421285,0.6128703338677929,0.7461311974649882,0.6940022125909469,0.5694373110538868,0.23229118648981611,0.155197873711586,0.16742628812789917
24,val,-0.7683384418487549,74.0,0.045654296875,0.2177734375,3.220703125,62,7,0.920773840663468,1.115234375,0.5168798118582432,0.6110971470066537,0.7426974452986435,0.690258377435319,0.5673852558736012,0.2301684436995364,0.16017474234104156,0.16620825231075287
25,val,-0.7807646989822388,75.625,0.11083984375,0.203857421875,3.2890625,74,7,0.894366333931132,1.2001953125,0.5002172695454884,0.5986393901349099,0.7361570857097914,0.6831046022369034,0.5534689886133655,0.2318247955995105,0.09496794641017914,0.15366901457309723
26,val,-0.8027698397636414,78.4375,0.05413818359375,0.2027587890625,3.341796875,75,7,0.9224669685977613,1.4033203125,0.4909125703386795,0.5897609952067914,0.7395387390598402,0.6876044710732494,0.5438123592070842,0.231917498485777,0.10084980726242065,0.10974499583244324
27,val,-0.7871882319450378,76.1875,0.124755859375,0.1944580078125,3.330078125,82,8,0.9047081407652517,1.1513671875,0.4927525650004626,0.5927036847249839,0.7441933674984254,0.7110662962133997,0.5652166972038108,0.23249729644704736,0.12270871549844742,0.17710770666599274
28,val,-0.7992622256278992,77.8125,0.07830810546875,0.1943359375,3.54296875,62,8,0.9552590718755395,1.291015625,0.48736706453626666,0.585393523259568,0.7541959058144987,0.7217800930576311,0.5576465746839021,0.2032416702158271,0.12262353301048279,0.15141157805919647
29,val,-0.7929643988609314,76.4375,0.09869384765625,0.2012939453125,3.4296875,79,9,0.9256545259935418,1.2548828125,0.4785405434643587,0.5795080145361207,0.7529910656466094,0.7340131798863521,0.5666561774817951,0.19791237504256803,0.06626458466053009,0.15872347354888916
30,val,-0.7300306558609009,70.1875,0.058837890625,0.201171875,4.08203125,72,9,0.8975050762184009,1.5751953125,0.46180032635021406,0.5600999040014596,0.796150626579037,0.7796689668762353,0.5468971551368382,0.1777215651121781,0.10129941254854202,0.12698453664779663
31,val,-0.8045627474784851,78.3125,0.03546142578125,0.1746826171875,3.53515625,76,10,0.9345824650759483,1.193359375,0.4807828865599789,0.5808723046657129,0.7521381432793537,0.7435086727435205,0.5808723046657129,0.21479371801265287,0.11038941144943237,0.14470185339450836
32,val,-0.8080427646636963,78.4375,0.0777587890625,0.1937255859375,3.515625,73,10,0.942157144601516,1.185546875,0.4851334284840503,0.584536133261381,0.7521370258898807,0.7434376568603114,0.584536133261381,0.21476382034037447,0.11857400834560394,0.12287525087594986
