epoch,phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,-0.21898463368415833,23.046875,1.0654296875,1.099609375,3.169921875,1103,11,,1.1181640625,,0.27432513632273225,0.5678915026114562,0.5678915026114562,0.29508108437626124,,,
2,train,-0.34584683179855347,37.5,0.238525390625,0.345947265625,2.513671875,246,11,,1.0107421875,,0.6491827661688239,0.8344481934936556,0.8344481934936556,0.6592333527748009,,,
3,train,-0.34647807478904724,37.84375,0.43115234375,0.266357421875,2.533203125,257,11,,0.994140625,,0.6411745868369024,0.8291649978844695,0.8291649978844695,0.6514544992030373,,,
4,train,-0.42508894205093384,41.96875,0.2763671875,0.358154296875,2.669921875,447,11,,1.0625,,0.5521579810000237,0.7817123199547341,0.7817123199547341,0.5649849400844595,,,
5,train,-0.5167608857154846,51.90625,0.0992431640625,0.3984375,2.48828125,293,11,,1.041015625,,0.582232947473405,0.7845443492191233,0.7845443492191233,0.5941982777889694,,,
6,train,-0.5850228667259216,60.75,0.0772705078125,0.361328125,2.5078125,286,11,,1.0068359375,,0.5746847416466241,0.7633527507649628,0.7633527507649628,0.586865537011722,,,
7,train,-0.6824409365653992,68.3125,0.049957275390625,0.308349609375,2.607421875,146,11,,1.21875,,0.5870335401140989,0.7415556834254572,0.7415556834254572,0.5988611572436298,,,
8,train,-0.7279831767082214,71.375,0.0511474609375,0.2666015625,2.859375,123,10,,1.2822265625,,0.5328800088766235,0.7272163716646629,0.7163129466254331,0.5328800088766235,,,
9,train,-0.7618632912635803,74.125,0.04248046875,0.241455078125,2.91796875,89,9,,1.283203125,,0.5298273633489838,0.7224043584829105,0.6977072067318744,0.5140295038468479,,,
10,train,-0.7698869705200195,74.1875,0.03277587890625,0.232421875,2.978515625,90,9,,1.3544921875,,0.5400482791288316,0.736717205092403,0.7132523946726015,0.5245935692169994,,,
11,train,-0.7779202461242676,74.875,0.039276123046875,0.2310791015625,2.962890625,59,7,,1.3759765625,,0.5415845607639149,0.7232080106172232,0.6591354107751795,0.4851302178625735,,,
12,train,-0.7793391942977905,74.8125,0.050262451171875,0.2337646484375,2.921875,105,10,,1.2919921875,,0.5173520655571435,0.7115332666135656,0.6999916087846343,0.5173520655571435,,,
13,train,-0.7842053771018982,73.875,0.04736328125,0.2496337890625,2.9453125,91,10,,1.3662109375,,0.5206592373589136,0.7103499831193228,0.6987599788687009,0.5206592373589136,,,
14,train,-0.781657874584198,73.25,0.0299072265625,0.24267578125,3.015625,90,11,,1.431640625,,0.5192542700106982,0.7132664626609742,0.7132664626609742,0.5330207400449285,,,
15,train,-0.7690467834472656,70.875,0.033966064453125,0.27783203125,3.08984375,95,11,,1.41015625,,0.489644477807587,0.688495798003374,0.688495798003374,0.504256607069451,,,
16,train,-0.7960243225097656,74.5625,0.038970947265625,0.252685546875,2.88671875,75,10,,1.2607421875,,0.5172927656754558,0.6876891138778751,0.6752599120015423,0.5172927656754558,,,
17,train,-0.8123619556427002,75.9375,0.042144775390625,0.251953125,2.826171875,134,11,,1.177734375,,0.5208965192240828,0.673419088326565,0.673419088326565,0.5346151070167546,,,
18,train,-0.833310067653656,78.375,0.04376220703125,0.2322998046875,2.798828125,103,9,,1.2470703125,,0.5203241334391479,0.668080876281115,0.6389003600334646,0.5042083809755074,,,
