phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5239895582199097,75.76939392089844,5.004655838012695,14503,,,,
train,0.23190884292125702,88.61823272705078,5.496184825897217,7018,,,,
train,0.22102613747119904,89.32457733154297,5.516923904418945,3490,,,,
train,0.20837177336215973,89.83599090576172,5.483778953552246,3264,,,,
train,0.1982516199350357,90.3523178100586,5.617099761962891,3598,,,,
val,0.25203314423561096,88.20564270019531,5.36794376373291,179,96.0593762072925,0.20120128101637602,0.20773497223854065,0.10417089611291885
val,0.19208328425884247,89.41532135009766,5.657258033752441,195,96.93672327121749,0.24062957336955393,0.17353887856006622,0.12704475224018097
val,0.2678673267364502,86.79435729980469,5.546370983123779,208,95.75596092893383,0.18274168449355493,0.20370431244373322,0.14092373847961426
val,0.2170250564813614,89.11289978027344,5.760080814361572,232,96.87270680663633,0.22175159036093858,0.28130871057510376,0.19725851714611053
val,0.28038567304611206,84.77822875976562,5.113911151885986,173,96.6395782600274,0.20957464272420662,0.2801733613014221,0.14426454901695251
val (no noise),0.23150634765625,89.31451416015625,5.36794376373291,70,96.0593762072925,0.20448306145493134,0.22505025565624237,0.10934682935476303
val (no noise),0.18478688597679138,90.32257843017578,5.657258033752441,72,96.93672327121749,0.2479036764831275,0.18983474373817444,0.14722107350826263
val (no noise),0.250149667263031,88.1048355102539,5.546370983123779,85,95.75596092893383,0.1858400908441946,0.22736553847789764,0.15822826325893402
val (no noise),0.20296455919742584,89.41532135009766,5.760080814361572,80,96.87270680663633,0.2292349655984094,0.3200377821922302,0.22510302066802979
val (no noise),0.2679188549518585,85.18144989013672,5.113911151885986,81,96.6395782600274,0.21537137136520468,0.3022984564304352,0.16128602623939514
