phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.557864785194397,72.4052734375,4.4568891525268555,7953,,,,
train,0.29785051941871643,85.9135971069336,5.380781173706055,3516,,,,
train,0.21680773794651031,89.42884063720703,5.482996463775635,3936,,,,
train,0.20420707762241364,89.95945739746094,5.431306838989258,4395,,,,
train,0.20553763210773468,90.01422882080078,5.73849630355835,3975,,,,
val,0.3457562029361725,83.87096405029297,4.690524101257324,116,96.5857622423069,0.26490588507451734,0.3599775731563568,0.19693316519260406
val,0.2358812391757965,88.70967864990234,5.3568549156188965,201,97.17971938638786,0.26675402196714965,0.18291182816028595,0.12584741413593292
val,0.23736633360385895,89.41532135009766,5.577620983123779,218,98.36481278205386,0.24182459370025478,0.12024787813425064,0.2063804268836975
val,0.16303148865699768,92.23789978027344,5.287298202514648,202,98.10057123040303,0.31712571986231985,0.18624722957611084,0.14660196006298065
val,0.18487875163555145,89.81855010986328,5.1875,219,96.83900970502454,0.31184616721701175,0.20077455043792725,0.11388504505157471
val (no noise),0.33371710777282715,84.67742156982422,4.690524101257324,34,96.5857622423069,0.2712835888290698,0.3978763818740845,0.24317456781864166
val (no noise),0.22543476521968842,89.41532135009766,5.3568549156188965,75,97.17971938638786,0.2725992828305162,0.2059977501630783,0.13785038888454437
val (no noise),0.2371089607477188,89.31451416015625,5.577620983123779,82,98.36481278205386,0.24795678806654373,0.1324206292629242,0.2328650951385498
val (no noise),0.15863697230815887,92.33870697021484,5.287298202514648,86,98.10057123040303,0.3263264587485896,0.2053038626909256,0.15399664640426636
val (no noise),0.18384990096092224,89.91935729980469,5.1875,109,96.83900970502454,0.32107915786568325,0.2221631556749344,0.1269780546426773
