phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5562166571617126,74.43238067626953,6.3756208419799805,39397,,,,
train,0.24561531841754913,88.17814636230469,6.235789775848389,14477,,,,
train,0.22822752594947815,88.96375274658203,6.424288749694824,14509,,,,
train,0.21406514942646027,89.96528625488281,7.715543270111084,15238,,,,
train,0.19290576875209808,90.67243194580078,8.360610961914062,14300,,,,
val,0.2866968810558319,84.9798355102539,6.7368950843811035,269,95.68552588153845,0.21081610634505052,0.09031185507774353,0.07914859056472778
val,0.22844640910625458,87.3991928100586,6.579637050628662,279,96.31213086876784,0.20529353533273786,0.0861968994140625,0.10143862664699554
val,0.18717844784259796,90.7258071899414,6.535282135009766,272,97.56967873966583,0.20805887668317408,0.053325116634368896,0.09787677228450775
val,0.49253132939338684,75.1008071899414,8.63205623626709,330,94.38297996446559,0.25831714195552,0.03278492018580437,0.05231258273124695
val,0.1997411996126175,88.91129302978516,7.730846881866455,335,98.09035516796058,0.23449513227436145,0.08129807561635971,0.13972365856170654
val (no noise),0.27877795696258545,84.87903594970703,6.7368950843811035,96,95.68552588153845,0.21620196222382582,0.09777923673391342,0.09026381373405457
val (no noise),0.22012805938720703,87.5,6.579637050628662,115,96.31213086876784,0.2113598056537924,0.0907994732260704,0.11080978810787201
val (no noise),0.18099753558635712,91.43144989013672,6.535282135009766,107,97.56967873966583,0.21408899779001986,0.05661541223526001,0.10799303650856018
val (no noise),0.4936748147010803,74.59677124023438,8.63205623626709,126,94.38297996446559,0.2610165773231631,0.03566092997789383,0.057137321680784225
val (no noise),0.19041910767555237,89.81855010986328,7.730846881866455,137,98.09035516796058,0.23808178758304613,0.08641265332698822,0.15651652216911316
