phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5967103242874146,70.57575225830078,2.9951162338256836,748,,,,
train,0.38067805767059326,81.88421630859375,2.9999427795410156,120,,,,
train,0.28922396898269653,85.2750015258789,2.999997854232788,126,,,,
train,0.27320942282676697,86.02100372314453,2.999999761581421,103,,,,
train,0.27938246726989746,85.88693237304688,2.9999992847442627,132,,,,
val,0.34458300471305847,84.57661437988281,3.0,37,98.55252648343321,0.22536133098825695,0.2521216571331024,0.18748360872268677
val,0.32075414061546326,81.65322875976562,3.0,37,97.60535849040271,0.17461426670173988,0.05126538127660751,0.10918673127889633
val,0.3204330503940582,84.375,3.0,48,95.85881431207798,0.19387939386462488,0.054336197674274445,0.15197759866714478
val,0.36463186144828796,81.1491928100586,3.0,47,98.05025975857419,0.19140870448471375,0.026105154305696487,0.09002278745174408
val,0.24532577395439148,87.90322875976562,3.0,46,89.30214893011278,0.18685025193772795,0.03471527621150017,0.11461775749921799
val (no noise),0.32584115862846375,85.28225708007812,3.0,21,98.55252648343321,0.2332186109151242,0.27606040239334106,0.19992035627365112
val (no noise),0.2814411520957947,84.07257843017578,3.0,20,97.60535849040271,0.18525675626137997,0.05759879946708679,0.12238175421953201
val (no noise),0.3094213604927063,85.38306427001953,3.0,29,95.85881431207798,0.2021135104165329,0.05736051872372627,0.16732458770275116
val (no noise),0.3354436457157135,81.55242156982422,3.0,26,98.05025975857419,0.19881834899293108,0.027028197422623634,0.09700348228216171
val (no noise),0.21785825490951538,88.91129302978516,3.0,26,89.30214893011278,0.19519183069927243,0.036078762263059616,0.12841130793094635
