phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5177605152130127,74.97526550292969,7.02495002746582,38810,,,,
train,0.23724177479743958,88.46764373779297,7.919282913208008,30000,,,,
train,0.21812671422958374,89.4179916381836,7.530373573303223,24918,,,,
train,0.21307164430618286,89.86308288574219,7.686975002288818,21006,,,,
train,0.2273237109184265,89.1426773071289,9.357061386108398,25013,,,,
val,0.30984315276145935,85.48387145996094,8.323588371276855,288,97.6681204567778,0.19807965859786325,0.1551075279712677,0.053029924631118774
val,0.2298906147480011,87.90322875976562,7.098790168762207,297,98.14449921828312,0.18026418539768005,0.2642611563205719,0.055321935564279556
val,0.15804500877857208,93.75,7.550403118133545,330,97.87159707398781,0.21559518233356925,0.24132582545280457,0.12326708436012268
val,0.22082871198654175,90.32257843017578,10.049395561218262,384,97.39966369558566,0.26326819639022986,0.19028526544570923,0.1135043129324913
val,0.22833147644996643,89.91935729980469,9.93044376373291,413,95.03715080262774,0.24362530056445003,0.1516191065311432,0.110221728682518
val (no noise),0.30642762780189514,86.08870697021484,8.323588371276855,93,97.6681204567778,0.20284089364896551,0.16522477567195892,0.053509440273046494
val (no noise),0.22552792727947235,88.40725708007812,7.098790168762207,105,98.14449921828312,0.18684257671403048,0.27543818950653076,0.05442342534661293
val (no noise),0.15661194920539856,93.6491928100586,7.550403118133545,124,97.87159707398781,0.22070876010436985,0.254140704870224,0.12821327149868011
val (no noise),0.21926315128803253,89.71774291992188,10.049395561218262,119,97.39966369558566,0.2666257382086271,0.2146194875240326,0.11824777722358704
val (no noise),0.21854355931282043,90.0201644897461,9.93044376373291,133,95.03715080262774,0.24675605170120857,0.17417606711387634,0.11884399503469467
