phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5628361701965332,72.96347045898438,2.9963223934173584,793,,,,
train,0.3401562571525574,83.25696563720703,2.9999961853027344,104,,,,
train,0.288274347782135,85.27899932861328,2.9999990463256836,105,,,,
train,0.28194355964660645,85.6780014038086,2.999999761581421,99,,,,
train,0.2886037826538086,85.39600372314453,3.0,85,,,,
val,0.30548152327537537,86.18951416015625,3.0,38,97.09059193878525,0.21467341460345954,0.2757417857646942,0.23068571090698242
val,0.4160606265068054,77.41935729980469,3.0,35,94.45976168857567,0.16382682072623447,0.06549977511167526,0.1326175332069397
val,0.32432425022125244,82.86289978027344,3.0,40,96.6008728436845,0.19427257972309464,0.14333930611610413,0.12588882446289062
val,0.27853089570999146,83.66935729980469,3.0,44,96.45834277442735,0.1647634549128699,0.0473242849111557,0.12643468379974365
val,0.32633429765701294,83.97177124023438,3.0,45,96.81865603699056,0.19346627904183447,0.039903879165649414,0.12806105613708496
val (no noise),0.2712220251560211,87.70161437988281,3.0,22,97.09059193878525,0.22489099002815735,0.3082861006259918,0.265046089887619
val (no noise),0.36425748467445374,80.14112854003906,3.0,19,94.45976168857567,0.17177208774097621,0.07265923917293549,0.15693573653697968
val (no noise),0.29290857911109924,84.87903594970703,3.0,22,96.6008728436845,0.19983991660778783,0.1607753485441208,0.147444486618042
val (no noise),0.2388010323047638,85.78629302978516,3.0,25,96.45834277442735,0.17237744610416803,0.054040808230638504,0.14810138940811157
val (no noise),0.31104281544685364,84.4758071899414,3.0,26,96.81865603699056,0.20129316482350082,0.045360445976257324,0.14378799498081207
