phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6174888014793396,70.02265930175781,5.043834209442139,11128,,,,
train,0.3176135718822479,84.89804077148438,5.242528915405273,2284,,,,
train,0.2611766755580902,87.5335922241211,5.022429466247559,2527,,,,
train,0.2203987091779709,89.0015869140625,5.168612957000732,2172,,,,
train,0.24949853122234344,88.03484344482422,5.386189937591553,2002,,,,
val,0.46776339411735535,76.00806427001953,4.777217864990234,99,93.09043353473548,0.17728477128843723,0.030825544148683548,0.04357942193746567
val,0.28053709864616394,87.19757843017578,4.673387050628662,125,96.05557292023289,0.16552110603980963,0.14441679418087006,0.07263800501823425
val,0.203826904296875,89.01210021972656,5.527217864990234,183,96.59687155650776,0.18329037922439934,0.0486612543463707,0.14774884283542633
val,0.20892247557640076,88.20564270019531,5.3356852531433105,153,96.43370395324285,0.19009921610118954,0.08154843747615814,0.17653074860572815
val,0.20654210448265076,89.91935729980469,4.966733932495117,165,97.74617868822689,0.2139444828868698,0.08966821432113647,0.06934679299592972
val (no noise),0.46077755093574524,76.71370697021484,4.777217864990234,31,93.09043353473548,0.1791800233693876,0.03427280858159065,0.04651783034205437
val (no noise),0.2721416652202606,87.29838562011719,4.673387050628662,42,96.05557292023289,0.16523237501163018,0.15438097715377808,0.07924306392669678
val (no noise),0.1952190399169922,89.61693572998047,5.527217864990234,57,96.59687155650776,0.18583232500096003,0.05411665514111519,0.1611994206905365
val (no noise),0.20251362025737762,88.00403594970703,5.3356852531433105,56,96.43370395324285,0.1904164643982547,0.0873398631811142,0.20504507422447205
val (no noise),0.2006692737340927,90.42338562011719,4.966733932495117,63,97.74617868822689,0.21929011363775797,0.09586721658706665,0.0747871920466423
