phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.44571399688720703,79.47755432128906,2.9921514987945557,787,,,,
train,0.2502549886703491,88.12300109863281,2.9999992847442627,162,,,,
train,0.23319628834724426,88.5989990234375,3.0,131,,,,
train,0.24080246686935425,88.36799621582031,3.0,135,,,,
train,0.24207660555839539,88.22599792480469,3.0,144,,,,
val,0.4268227815628052,79.73789978027344,3.0,49,96.52798116113584,0.14288084442831042,0.050076648592948914,0.11984729766845703
val,0.2575417160987854,86.59274291992188,3.0,59,98.0699435613642,0.20814997725312817,0.06048601120710373,0.12264148890972137
val,0.27653807401657104,85.28225708007812,3.0,62,96.0593597313435,0.21450361644604804,0.0732358992099762,0.12814070284366608
val,0.23420780897140503,88.20564270019531,3.0,57,97.24977172807903,0.1882754006809583,0.0870116800069809,0.1180436983704567
val,0.21547351777553558,89.81855010986328,3.0,66,96.51242225934797,0.19685666265645513,0.07023581862449646,0.1141711100935936
val (no noise),0.39801332354545593,80.54435729980469,3.0,29,96.52798116113584,0.14961237046129014,0.05587936192750931,0.12852425873279572
val (no noise),0.24252785742282867,87.70161437988281,3.0,35,98.0699435613642,0.21852768575783943,0.06557218730449677,0.1280175745487213
val (no noise),0.24873803555965424,86.99596405029297,3.0,40,96.0593597313435,0.22352071432182774,0.07921217381954193,0.13142766058444977
val (no noise),0.21529695391654968,89.61693572998047,3.0,36,97.24977172807903,0.19542145711596787,0.09342633187770844,0.12470662593841553
val (no noise),0.18647943437099457,91.83467864990234,3.0,40,96.51242225934797,0.20844604307501963,0.07789623737335205,0.11710599809885025
