epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_attr,mutual_info_msg_attr,proficiency_msg_attr,entropy_shape,mutual_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation
1,train,baseline,1.120282769203186,46.34375,46.34375,0.951171875,2.3046875,2.3046875,1085,10,6.6328125,9.2421875,0.9024579550605267,6.547364058925016,1.9788077368866652,1.4736328125,0.282470703125,,,3.5415737070349333,0.0798529729076788,10.086951803081298,2.4221139806401872,0.24012348109964154,2.5634801773639495,0.20590547977547935,0.08032263389187345,0.02239990234375,2.9309686518053804,0.5426406337634919,0.1851403744728703,0.0567626953125,2.320875273285566,0.29526308942963286,0.12722057614567164,0.032989501953125,2.320484517015999,0.16502389546348883,0.07111613727795929,0.0184326171875,1.271115473011929,0.09389311756124652,0.07386670963792553,0.01187896728515625
2,train,baseline,0.7707704901695251,62.34375,62.34375,0.88916015625,2.7734375,2.7734375,224,10,4.73046875,11.09375,1.0713974270038307,4.718683415059629,1.7437392168212682,2.48046875,0.57373046875,,,2.5566641288651955,0.11920612553162961,10.086951803081298,2.1257700342245416,0.21074454163399242,2.5634801773639495,0.11163789448193029,0.04354934961764696,0.0153045654296875,2.9309686518053804,0.5705399739869748,0.19465918669431723,0.074462890625,2.320875273285566,0.33675653719433196,0.14509893791819317,0.047760009765625,2.320484517015999,0.041618995559149496,0.017935476515339555,0.005901336669921875,1.271115473011929,0.02129013498388499,0.016749174591854873,0.00354766845703125
3,train,baseline,0.6627781391143799,68.3125,68.3125,1.046875,2.875,2.875,184,10,4.77734375,11.4296875,1.3238488170318305,4.760035545753156,1.9092726269736886,2.5546875,0.58203125,,,2.702585135783295,0.10571933359199634,10.086951803081298,2.300377602151368,0.22805478275891664,2.5634801773639495,0.15459123034898958,0.06030521777155195,0.02105712890625,2.9309686518053804,0.6798733778840749,0.23196200937369127,0.08819580078125,2.320875273285566,0.3783141424323144,0.16300494334482304,0.05328369140625,2.320484517015999,0.05365998168595354,0.023124473053996928,0.007556915283203125,1.271115473011929,0.022728463321039172,0.017880722722368965,0.003757476806640625
4,train,baseline,0.591920018196106,71.1875,71.1875,1.1337890625,3.04296875,3.04296875,192,10,4.97265625,11.921875,1.0423180209472775,4.954505465775786,1.7533877671230584,2.671875,0.58251953125,,,2.928677192718637,0.0968389318978226,10.086951803081298,2.4008731891618815,0.23801771199387292,2.5634801773639495,0.16927918899635053,0.06603491241754866,0.0224609375,2.9309686518053804,0.6994476448991458,0.23864043870558255,0.0885009765625,2.320875273285566,0.4010299895795022,0.17279256416557914,0.05499267578125,2.320484517015999,0.07190556472241472,0.030987306398786437,0.009857177734375,1.271115473011929,0.027843034586998883,0.021904410085595415,0.004459381103515625
5,train,baseline,0.5737389922142029,72.5,72.5,1.23828125,3.15234375,3.15234375,203,10,5.2890625,12.203125,1.040181518997997,5.266332184628151,1.7457027260679752,2.7265625,0.56689453125,,,3.2077744418350544,0.14860676513316656,10.086951803081298,2.5494984464580828,0.2527521193944119,2.5634801773639495,0.17713002152584245,0.06909748048373321,0.022552490234375,2.9309686518053804,0.7085631844104068,0.24175051615579551,0.086181640625,2.320875273285566,0.42254265538541347,0.18206176792397702,0.055511474609375,2.320484517015999,0.11792657080141833,0.050819805060826125,0.01549530029296875,1.271115473011929,0.034152853539151984,0.026868411457714566,0.005207061767578125
6,train,baseline,0.5214464068412781,75.3125,75.3125,1.341796875,3.09375,3.09375,282,10,5.72265625,12.1015625,0.8608147150371224,5.694691443886319,1.761841000057757,2.615234375,0.52685546875,,,3.403443983228869,0.09783648712606004,10.086951803081298,2.7214241915729556,0.2697964900299843,2.5634801773639495,0.19806340426602187,0.07726348189268711,0.023895263671875,2.9309686518053804,0.7402066970213736,0.2525467805892194,0.08551025390625,2.320875273285566,0.4824386932952711,0.20786928916361058,0.059967041015625,2.320484517015999,0.12964818051603366,0.05587116809671856,0.01611328125,1.271115473011929,0.04200702097322928,0.033047368130680495,0.00600433349609375
7,train,baseline,0.47777336835861206,78.0625,78.0625,1.4384765625,3.259765625,3.259765625,371,10,6.47265625,12.5703125,0.8706002249382436,6.443301327002762,1.7663838241714984,2.654296875,0.48486328125,,,3.7223154916863566,0.0975134696149891,10.086951803081298,2.964074514558183,0.29385235226887235,2.5634801773639495,0.22154554914629987,0.08642374187348592,0.0245208740234375,2.9309686518053804,0.7579008202112814,0.2585837346791271,0.08056640625,2.320875273285566,0.5635767004491825,0.24282937861255702,0.0640869140625,2.320484517015999,0.14386414169910022,0.06199745813607096,0.016357421875,1.271115473011929,0.05194637260117663,0.04086676128494356,0.00670623779296875
8,train,baseline,0.43109017610549927,80.5625,80.5625,1.42578125,3.32421875,3.32421875,458,10,6.8515625,12.7421875,1.003091102000326,6.816437307948068,1.9458582531660795,2.626953125,0.462158203125,,,3.934762057813174,0.1254440442310644,10.086951803081298,3.1448761210183562,0.31177665784599856,2.5634801773639495,0.22690404820407828,0.08851406389161387,0.02410888671875,2.9309686518053804,0.7655667454226451,0.26119922673041257,0.0782470703125,2.320875273285566,0.6795566883974287,0.2928018994469309,0.0740966796875,2.320484517015999,0.1762760695871508,0.07596519963590666,0.01922607421875,1.271115473011929,0.05478387646848848,0.0430990556181943,0.006744384765625
9,train,baseline,0.389870285987854,82.625,82.625,1.408203125,3.29296875,3.29296875,448,10,6.80078125,12.703125,0.8633777399081737,6.77096740410656,1.8603975411970168,2.583984375,0.46484375,,,3.873167949740103,0.09556692781637523,10.086951803081298,3.135516532196829,0.3108487671408335,2.5634801773639495,0.22499027690846596,0.08776751187513591,0.0240325927734375,2.9309686518053804,0.7774460431046428,0.2652522546175175,0.07989501953125,2.320875273285566,0.7120684792863088,0.30681031741885173,0.07806396484375,2.320484517015999,0.17153210213308867,0.07392081303505893,0.0188140869140625,1.271115473011929,0.05531682843693719,0.04351833457416977,0.006855010986328125
10,train,baseline,0.36414825916290283,83.4375,83.4375,1.380859375,3.2109375,3.2109375,397,10,6.60546875,12.53125,0.9208980868570507,6.579770487299053,1.9095824358519167,2.568359375,0.472900390625,,,3.6986533146520566,0.11667033340058679,10.086951803081298,3.097203497844599,0.30705049040667415,2.5634801773639495,0.2110244254303204,0.08231950740002163,0.02301025390625,2.9309686518053804,0.7625361294482129,0.2601652286449791,0.0799560546875,2.320875273285566,0.7595508446608941,0.3272691356591643,0.0850830078125,2.320484517015999,0.1884995820161297,0.08123285487744974,0.0211181640625,1.271115473011929,0.04653730422989977,0.036611389931104264,0.005908966064453125
