epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_attr,mutual_info_msg_attr,proficiency_msg_attr,entropy_shape,mutual_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation
1,train,baseline,1.1521594524383545,41.9375,41.9375,0.8408203125,1.015625,1.015625,91,10,2.953125,4.26953125,0.002733979024924338,2.9502737265167815,1.7497120439074934,0.79443359375,0.30810546875,,,1.171085482106983,0.16967527521331702,10.086951803081298,1.0858703850362228,0.10765099370302512,2.5634801773639495,0.015620387327630159,0.0060934301211147835,0.00283050537109375,2.9309686518053804,0.1359835933037905,0.046395444461689854,0.023101806640625,2.320875273285566,0.5227794198855529,0.2252509757430764,0.09912109375,2.320484517015999,0.005647440996289443,0.0024337335392143476,0.0010709762573242188,1.271115473011929,0.003001189968339535,0.002361067921884521,0.0007104873657226562
2,train,baseline,0.7352327704429626,64.125,64.125,1.4111328125,1.4638671875,1.4638671875,82,10,4.13671875,5.69921875,0.0020582389552146196,4.135265018034781,1.57950562692713,1.1953125,0.2744140625,,,1.6131240384595893,0.1975754315251004,10.086951803081298,1.7156694529432732,0.17008799947068065,2.5634801773639495,0.044450502275124926,0.01733990481675337,0.0066375732421875,2.9309686518053804,0.2145873111943084,0.07321378584589422,0.030364990234375,2.320875273285566,1.0098096418132512,0.4350986256937909,0.1563720703125,2.320484517015999,0.017120957695389905,0.007378182258852737,0.002651214599609375,1.271115473011929,0.004940027727642793,0.003886372113728831,0.0009136199951171875
3,train,baseline,0.5960569977760315,71.8125,71.8125,1.8603515625,1.5546875,1.5546875,68,10,4.5703125,5.9609375,0.002266269060783088,4.570858861604878,1.651753109996207,1.2255859375,0.2333984375,,,1.6436992367145997,0.1976738504783607,10.086951803081298,1.8184765752979057,0.18028008964436698,2.5634801773639495,0.05942483278229549,0.0231813116040564,0.008331298828125,2.9309686518053804,0.19230486864443996,0.0656113699905956,0.025634765625,2.320875273285566,1.0119341882673778,0.4360140331172665,0.1468505859375,2.320484517015999,0.05578233982896741,0.024039091586226174,0.00809478759765625,1.271115473011929,0.005594394115827406,0.004401169079132832,0.0009579658508300781
4,train,baseline,0.5263572931289673,74.625,74.625,2.064453125,1.583984375,1.583984375,60,10,4.66796875,6.0546875,0.002064733998849988,4.668856836137594,1.5871160340029746,1.2490234375,0.22900390625,,,1.6616413556426757,0.17908073661108748,10.086951803081298,1.8343498996032466,0.1818537389107878,2.5634801773639495,0.05978108445339547,0.023320283488545996,0.008270263671875,2.9309686518053804,0.18294898716320152,0.06241929167359431,0.024078369140625,2.320875273285566,1.0155947572818214,0.437591269540343,0.1453857421875,2.320484517015999,0.05832754875037782,0.025135935328447476,0.0083465576171875,1.271115473011929,0.005195817967108773,0.004087605003184484,0.0008749961853027344
5,train,baseline,0.5077508091926575,76.0625,76.0625,2.376953125,1.615234375,1.615234375,53,10,4.8203125,6.17578125,0.0020613879896700382,4.816775788071474,1.5856567579321563,1.271484375,0.219970703125,,,1.6340480964527337,0.18027620823181634,10.086951803081298,1.8272515685592445,0.18115002472809152,2.5634801773639495,0.05318913766877564,0.02074880006424334,0.007205963134765625,2.9309686518053804,0.175654346437228,0.059930475997766366,0.0226593017578125,2.320875273285566,1.0235710674791196,0.44102803768084137,0.143310546875,2.320484517015999,0.051238062437027665,0.02208076031591742,0.007175445556640625,1.271115473011929,0.004964116635755467,0.0039053231127718956,0.0008153915405273438
6,train,baseline,0.46015188097953796,78.5625,78.5625,2.5234375,1.66015625,1.66015625,48,10,4.87890625,6.23046875,0.002504951087757945,4.875430052932668,1.7951994449831545,1.326171875,0.21728515625,,,1.602176520184556,0.21263600090909732,10.086951803081298,1.8018600978796293,0.17863276568142306,2.5634801773639495,0.05283944045579503,0.020612385039048876,0.007099151611328125,2.9309686518053804,0.1733833498004227,0.059155647977887534,0.0222015380859375,2.320875273285566,1.0028759212647502,0.43211108016374383,0.1392822265625,2.320484517015999,0.04510037901796782,0.019435759509382183,0.00626373291015625,1.271115473011929,0.004989931252967317,0.003925631745433476,0.0008115768432617188
7,train,baseline,0.4468291103839874,79.25,79.25,2.533203125,1.68359375,1.68359375,51,10,4.90234375,6.28515625,0.0020796109456568956,4.901139951045474,1.585056611103937,1.3447265625,0.2200927734375,,,1.6241579368086976,0.1355708464778284,10.086951803081298,1.8187225078066227,0.18030447089586082,2.5634801773639495,0.05629706699917669,0.02196118678673283,0.007541656494140625,2.9309686518053804,0.17257240685441744,0.05887896711147644,0.02203369140625,2.320875273285566,1.0052710629844972,0.43314307949059966,0.13916015625,2.320484517015999,0.05022712906230886,0.021645104155617413,0.006954193115234375,1.271115473011929,0.005743914092419367,0.004518798027695366,0.0009303092956542969
8,train,baseline,0.4324907064437866,80.375,80.375,2.6953125,1.708984375,1.708984375,50,10,4.9453125,6.33203125,0.0030937111005187035,4.942793260805195,1.8495586939388886,1.349609375,0.21923828125,,,1.5898930418071,0.17022523741378937,10.086951803081298,1.814124776347466,0.17984866109832096,2.5634801773639495,0.05794711401003738,0.02260486136063082,0.007717132568359375,2.9309686518053804,0.17812099943101511,0.06077205886228037,0.022613525390625,2.320875273285566,1.005356070586065,0.4331797068796482,0.138427734375,2.320484517015999,0.04822249785767152,0.020781219397956897,0.0066375732421875,1.271115473011929,0.005914014802069545,0.004652618056844348,0.0009512901306152344
9,train,baseline,0.40978649258613586,80.5,80.5,2.736328125,1.701171875,1.701171875,58,10,4.984375,6.328125,0.002034431090578437,4.9843962262490145,1.597189038991928,1.322265625,0.212646484375,,,1.6387868446242475,0.17961785919665635,10.086951803081298,1.8428318489315032,0.18269462221169397,2.5634801773639495,0.05938418183812644,0.0231654538866736,0.00786590576171875,2.9309686518053804,0.1777476290731208,0.06064467082021983,0.0224609375,2.320875273285566,1.0101539598285942,0.43524698266036566,0.1383056640625,2.320484517015999,0.049496498593256,0.021330242986023224,0.00677490234375,1.271115473011929,0.006023843816135965,0.004739021704977258,0.0009632110595703125
10,train,baseline,0.4076346158981323,81.125,81.125,2.783203125,1.69921875,1.69921875,53,10,5.046875,6.3125,0.0020785529632121325,5.045045814133069,1.6114671599352732,1.31640625,0.2005615234375,,,1.6532736559528631,0.19415880333680247,10.086951803081298,1.8440353895290533,0.18281393879226715,2.5634801773639495,0.05939901545435511,0.023171240401568337,0.00780487060546875,2.9309686518053804,0.1775318050537491,0.06057103508916595,0.022247314453125,2.320875273285566,1.0122971549771815,0.4361704252827489,0.137451171875,2.320484517015999,0.05074367489580389,0.02186770673266855,0.00688934326171875,1.271115473011929,0.005978642545173329,0.004703461386562181,0.0009465217590332031
