epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,time_entropy_msg,entropy_msg_mc,time_entropy_msg_mc,max_rep,redundancy,KLD_train_test,KLD_test_train,MI_sent_received,topsim,entropy_attr,mutual_info_msg_attr,proficiency_msg_attr,entropy_shape,mutual_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation
1,train,baseline,1.0628103017807007,49.375,49.375,0.94677734375,2.275390625,2.275390625,790,10,5.6328125,9.171875,0.6944787439424545,5.554082384217665,1.7094472609460354,1.671875,0.3857421875,,,3.172665281968345,0.1404644759716102,10.086951803081298,2.322504817538994,0.23024843013818408,2.5634801773639495,0.2203862521588924,0.08597150627687616,0.026885986328125,2.9309686518053804,0.7040075610747696,0.24019620975513473,0.08221435546875,2.320875273285566,0.16524657970879364,0.07120011213478998,0.0207672119140625,2.320484517015999,0.3490134816746071,0.15040543434584822,0.04388427734375,1.271115473011929,0.0781237596735318,0.061460788836451084,0.01131439208984375
2,train,baseline,0.6887962818145752,66.375,66.375,0.95947265625,3.0703125,3.0703125,248,10,4.515625,11.9375,0.7477281431201845,4.492172483929424,1.686810792889446,2.763671875,0.6220703125,,,2.536456034880297,0.16348122593216646,10.086951803081298,2.240763000877002,0.2221447117644111,2.5634801773639495,0.14223059448741981,0.05548339938156918,0.0200958251953125,2.9309686518053804,0.7974431694305517,0.27207495683700095,0.10711669921875,2.320875273285566,0.10493295088811827,0.04521266269495348,0.015350341796875,2.320484517015999,0.4784977024507473,0.20620594489726055,0.07000732421875,1.271115473011929,0.019989271580265644,0.015725771579902757,0.0034542083740234375
3,train,baseline,0.5865066647529602,72.0625,72.0625,1.021484375,3.265625,3.265625,252,10,4.859375,12.578125,0.8831817719619721,4.833260140797172,1.7626256998628378,2.91796875,0.61376953125,,,2.9215355181549247,0.16086790320988875,10.086951803081298,2.593246347905339,0.25708919785986983,2.5634801773639495,0.18945871633433864,0.07390683883858264,0.0255126953125,2.9309686518053804,0.8172027489661797,0.278816611860659,0.1048583984375,2.320875273285566,0.12570663450698216,0.05416345977482216,0.0175018310546875,2.320484517015999,0.5664224104464282,0.24409661270863067,0.078857421875,1.271115473011929,0.029679496948462614,0.023349174468104427,0.004840850830078125
4,train,baseline,0.5308505892753601,73.875,73.875,1.09765625,3.4453125,3.4453125,285,10,5.1640625,13.03125,1.0936910910531878,5.130980394217821,1.8256903318688273,3.076171875,0.60400390625,,,3.321433401027874,0.183921297602869,10.086951803081298,2.859145518518976,0.28344990382977564,2.5634801773639495,0.23891456937652755,0.09319930440117763,0.030914306640625,2.9309686518053804,0.852635232303899,0.29090561298862877,0.1053466796875,2.320875273285566,0.1665137680701232,0.07174610802518336,0.022247314453125,2.320484517015999,0.5873809353011712,0.25312857336213007,0.0784912109375,1.271115473011929,0.04374684259003647,0.03441610421622641,0.00679779052734375
5,train,baseline,0.4931636452674866,76.1875,76.1875,1.208984375,3.439453125,3.439453125,265,10,5.5078125,13.0234375,1.0885255341418087,5.46929829508556,1.8553584681358188,3.060546875,0.5771484375,,,3.5990454910374883,0.15907214026692926,10.086951803081298,2.9947961873439324,0.296898036771535,2.5634801773639495,0.2644830587723499,0.10317343629484207,0.03277587890625,2.9309686518053804,0.882958716763727,0.30125150476101253,0.10467529296875,2.320875273285566,0.1852916667054929,0.07983697738447755,0.0236663818359375,2.320484517015999,0.6188890369257232,0.2667068159203133,0.07904052734375,1.271115473011929,0.05644203605773335,0.044403547322095775,0.008331298828125
6,train,baseline,0.4673220217227936,78.5625,78.5625,1.3818359375,3.5546875,3.5546875,371,10,6.58203125,13.296875,0.9516031900420785,6.527365644488493,1.885083036031574,3.046875,0.50537109375,,,4.326554887742825,0.16616175065677566,10.086951803081298,3.3835939346723194,0.33544265906363513,2.5634801773639495,0.32730620794937604,0.12768041307264877,0.035797119140625,2.9309686518053804,0.9304021077106599,0.31743843699507424,0.09783935546875,2.320875273285566,0.2568317922567651,0.11066160909766558,0.0288543701171875,2.320484517015999,0.6333800819094701,0.27295165180587294,0.0711669921875,1.271115473011929,0.08461320378057291,0.06656610321962374,0.010772705078125
7,train,baseline,0.43332603573799133,79.875,79.875,1.44921875,3.53125,3.53125,453,10,7.015625,13.2734375,0.8118705968372524,6.951045974335426,1.8560827691107988,2.95703125,0.471435546875,,,4.563972582303939,0.1575241565762406,10.086951803081298,3.5523969683628254,0.35217745040455745,2.5634801773639495,0.3618376076088232,0.14115092864923348,0.03778076171875,2.9309686518053804,0.958340173491095,0.3269704617621171,0.0963134765625,2.320875273285566,0.310361577962075,0.13372609098579824,0.033233642578125,2.320484517015999,0.6577221151440442,0.28344171672812307,0.0704345703125,1.271115473011929,0.09455818727798171,0.0743899270252171,0.01141357421875
8,train,baseline,0.40538468956947327,81.875,81.875,1.478515625,3.546875,3.546875,434,10,7.2578125,13.3984375,0.7404396368656307,7.197657246307215,1.7378308589104563,2.916015625,0.458251953125,,,4.578321431640402,0.14935878943020345,10.086951803081298,3.573050438356945,0.3542249936462938,2.5634801773639495,0.36017427847897565,0.14050207279127322,0.03668212890625,2.9309686518053804,0.9548302778572921,0.3257729410613614,0.09368896484375,2.320875273285566,0.346578349639004,0.14933088116724494,0.036163330078125,2.320484517015999,0.6223618178160111,0.26820339168491,0.06494140625,1.271115473011929,0.09061623870016966,0.07128875434538846,0.0106201171875
9,train,baseline,0.3782614767551422,83.5,83.5,1.552734375,3.533203125,3.533203125,551,10,7.640625,13.3828125,0.7659223501104861,7.5761503732325535,1.8123090360313654,2.78125,0.428955078125,,,4.990369295497335,0.13231406792137831,10.086951803081298,3.7876175399625334,0.3754967421184184,2.5634801773639495,0.37725323816868084,0.1471644842429068,0.036956787109375,2.9309686518053804,0.9747226165648843,0.3325598914080801,0.0921630859375,2.320875273285566,0.4500987471523663,0.19393491426843473,0.045166015625,2.320484517015999,0.6336013416420005,0.27304700246686975,0.0635986328125,1.271115473011929,0.10652748898415254,0.08380630339723102,0.0119476318359375
10,train,baseline,0.35281264781951904,84.5,84.5,1.537109375,3.716796875,3.716796875,588,10,7.4765625,13.7890625,0.7600332438014448,7.406286009399099,1.846973385894671,2.89453125,0.457763671875,,,4.77566288473982,0.1889578197989643,10.086951803081298,3.790840122362023,0.37581622241954415,2.5634801773639495,0.37439384326112535,0.14604904947855615,0.03729248046875,2.9309686518053804,0.9911468403943271,0.3381635759849609,0.09521484375,2.320875273285566,0.48954630349209083,0.21093175886141463,0.049957275390625,2.320484517015999,0.663984232262111,0.2861403415507181,0.0677490234375,1.271115473011929,0.1072477778595804,0.0843729622812749,0.01226043701171875
