epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,topsim_cosine_nn,topsim_cosine_norm_nn,entropy_target_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,entropy_target_category_nn,mutual_info_msg_target_category_nn,proficiency_msg_target_category_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn
1,train,received,4.575775146484375,78.5,79.5625,1.5,4.12109375,4.6640625,4270,10,8.6328125,13.7890625,8.572373030299888,8.572495253008086,8.578218922829368,8.609365449692664,8.265605411643886,8.267804961379566,8.363306880750066,8.41942681468918,0.3740234375,,,7.7578125,0.21209884557845912,0.30446941711081654,0.29652154342170534,0.24013079302200846,8.598731437377939,3.916191184356453,0.4554382484063998,3.4677094398512125,1.9637744673296442,0.5663030601012243,8.594183905884007,3.865567154852984,0.44978874052327694,4385,10,8.1484375,14.7890625,8.092160761419871,8.092285627476697,8.09630927522947,8.130292184113642,7.812340331814058,7.814588286697696,7.8826128604310055,7.970849845182439,0.448974609375,,,0.3211165682961642,0.3317143935621895,0.3899482626303723,0.25283074072867634,8.598731437377939,4.095790784011964,0.47632500373344805,3.4677094398512125,2.052338316289287,0.5918426419190835,8.594183905884007,4.03976023252447,0.4700574570854423
2,train,received,1.8181403875350952,91.0625,91.625,1.4736328125,4.7421875,5.39453125,2459,10,8.8125,14.0546875,8.775652139565954,8.775776381895742,8.784204491882317,8.812894234749251,8.545180355261063,8.547358513694702,8.68615161181248,8.696625193080555,0.373291015625,,,7.85546875,0.23577383300400956,0.3525657916731955,0.2810384001189789,0.218097392928758,8.59475057893696,4.096207160702932,0.4765940701922696,3.479884333026065,2.058223298203555,0.5914631353317853,8.5920452437764,4.054586624722145,0.4719000551887296,2055,10,8.25,14.9921875,8.218789673970562,8.218917488911492,8.225216354511145,8.257476911971551,8.015813405672077,8.01805041711964,8.120942555742984,8.172876938998012,0.44970703125,,,0.3628382739114703,0.384012013081977,0.35527728190723096,0.2272715791855775,8.59475057893696,4.314337202887039,0.5019735201461375,3.479884333026065,2.1655333814424944,0.622300391105061,8.5920452437764,4.263292155427953,0.49619060822753985
3,train,received,1.3518378734588623,93.1875,93.9375,1.4482421875,4.828125,5.50390625,2267,10,8.921875,14.28125,8.89174990556733,8.891873804844755,8.902185384361255,8.928786304992471,8.651913900435511,8.65408153171431,8.81893841909111,8.802304467019448,0.37548828125,,,7.9140625,0.275851691768364,0.35125208913252115,0.2498443572480235,0.21132537812300442,8.593662157428714,4.213735727145336,0.4903306238892356,3.482469598243102,2.036142792103207,0.5846835800463086,8.593324932684363,4.176659966611892,0.48603538203543717,1864,10,8.3359375,15.1484375,8.310543988717923,8.31067163361276,8.317672108597208,8.349088553486725,8.091846335122394,8.094076432438179,8.207318183827587,8.248194543212442,0.449462890625,,,0.3911891873071633,0.4032509088254045,0.32071694388272637,0.23377065638057504,8.593662157428714,4.449100689584231,0.5177188267446895,3.482469598243102,2.1450801661221712,0.6159652239905724,8.593324932684363,4.404909326096709,0.5125966212848317
4,train,received,1.145340919494629,94.375,94.9375,1.4228515625,4.87890625,5.56640625,2265,10,8.8125,14.296875,8.771598450075842,8.771723094095025,8.781718874263502,8.808940552455736,8.603537444681624,8.605709390953669,8.768790455530066,8.754378050226213,0.3837890625,,,7.8046875,0.2526356122058738,0.33957297216397053,0.24995876152621102,0.21091432141997837,8.594797799195003,4.2846649594292945,0.4985184130603515,3.480373843205988,2.0837323593078336,0.5987093493922994,8.594880204889144,4.263893849171417,0.4960969492915012,1845,10,8.203125,15.1875,8.172802255611845,8.172930694685927,8.179430339589354,8.21168197622909,8.019149916552006,8.021387753498185,8.130556752170312,8.176247670159812,0.459716796875,,,0.37719589658312913,0.39379212986637446,0.32812538902970184,0.23370667949447602,8.594797799195003,4.560400122358903,0.5306000477156116,3.480373843205988,2.2178301607980364,0.6372390612943625,8.594880204889144,4.526350734379562,0.5266333708531244
5,train,received,1.0185446739196777,94.875,95.5,1.3974609375,4.8828125,5.56640625,2185,10,8.75,14.296875,8.711015423005641,8.711140534608317,8.720977707625687,8.748535417860746,8.490411964217543,8.492597305064661,8.648862040890894,8.642502660785604,0.38818359375,,,7.7109375,0.24706976703187847,0.34906317801819337,0.2700861937769025,0.21844810243144838,8.593755135729317,4.330481383095561,0.5039102597991408,3.4629980869675276,2.0829678179259794,0.6014926273753703,8.591354476993713,4.301218620756435,0.5006449951837534,1756,10,8.109375,15.171875,8.068921915007685,8.06905107837861,8.07536438383208,8.108089041562387,7.881153239172935,7.88340676632601,7.985584948738387,8.039736316157718,0.465576171875,,,0.37773974313977765,0.39596693927465876,0.3331753362445895,0.24436276796051373,8.593755135729317,4.612367828556433,0.5367115720321254,3.4629980869675276,2.208837196124591,0.6378395657904686,8.591354476993713,4.569479562978689,0.5318695178059561
6,train,received,0.9711683392524719,95.25,95.875,1.373046875,4.8984375,5.5859375,2170,10,8.765625,14.328125,8.734477910712151,8.734603509074686,8.74486188356806,8.772084153219275,8.53052611016994,8.532708029809681,8.69666275839901,8.682253289656675,0.38818359375,,,7.71484375,0.26485636750607094,0.3328555238963788,0.2456230085341859,0.21376885948717045,8.593432242907678,4.297043441134834,0.5000380895167079,3.465103141302637,2.0858259661615186,0.6019520577322248,8.592529513024148,4.277578641898243,0.4978253069034552,1745,10,8.1171875,15.171875,8.096657416111261,8.096786928850698,8.103358856658488,8.135876971679032,7.895510003100206,7.8977640210013815,8.002755297198597,8.054067419687865,0.464599609375,,,0.36778858456827274,0.38562629832981543,0.3268024960754037,0.24162411501935244,8.593432242907678,4.569397901373124,0.5317314167624158,3.465103141302637,2.205324843911818,0.6364384417956371,8.592529513024148,4.537556721451994,0.5280815986228713
7,train,received,0.9255049228668213,95.375,96.0625,1.349609375,4.8984375,5.5859375,2091,10,8.84375,14.375,8.808669282255323,8.808794341828992,8.819981905852595,8.846073823718136,8.636945660825848,8.639117218877177,8.817104040066864,8.787631990064995,0.38525390625,,,7.80859375,0.2875945999063139,0.3604869185437585,0.24439104854608532,0.19602403653378905,8.594460467183728,4.4091966147678345,0.5130277382278379,3.5177541019878094,2.1320854878447157,0.6060928154813091,8.593050543311282,4.380180566369678,0.5097352266569819,1673,10,8.2109375,15.265625,8.174325666360545,8.174454692621596,8.181675547946023,8.213349431198457,8.001823093295245,8.004065633561632,8.121319074083637,8.159274689476941,0.46240234375,,,0.40263387504017306,0.41626209098336825,0.2965224095130496,0.21344187236548745,8.594460467183728,4.701263291329328,0.5470108693012418,3.5177541019878094,2.263662256636044,0.6434964443242055,8.593050543311282,4.667384459484309,0.5431580363643199
8,train,received,0.8558835983276367,95.625,96.1875,1.326171875,4.90625,5.58984375,2519,10,8.875,14.375,8.841758103465153,8.841882463667362,8.852706144823397,8.878957601572784,8.63892460843349,8.64109379421409,8.815898022639301,8.789460190500408,0.3828125,,,7.84375,0.24617624449344183,0.3573910873275516,0.2399597625926655,0.1985070593360743,8.59850679620502,4.38672234495982,0.5101725740213305,3.488139395098405,2.127449396296467,0.609909512012621,8.596993941608952,4.362944690249709,0.5074965412192871,2087,10,8.265625,15.2578125,8.235532628161863,8.23566081485858,8.24262194808049,8.274288494738457,8.054355514683929,8.056588877267721,8.167892150354676,8.211045860722473,0.458251953125,,,0.39521514566585153,0.41575154044668167,0.3150188194013899,0.21534844706905165,8.59850679620502,4.691895154378228,0.5456639467272401,3.488139395098405,2.2594399892632078,0.6477493395012288,8.596993941608952,4.662074865717832,0.5422912819740002
9,train,received,0.8324086666107178,95.8125,96.4375,1.302734375,4.92578125,5.61328125,2425,10,8.8671875,14.453125,8.829408828258035,8.829533243570568,8.840740855040522,8.866632330960895,8.620518796044916,8.622689353229578,8.804105632036142,8.771209973342573,0.386474609375,,,7.80078125,0.2560713598917782,0.3274059653317605,0.2307885986307776,0.19011698104015337,8.595240155391878,4.446830100060756,0.51735961062952,3.4822458236011093,2.074273153523805,0.5956710865916779,8.592464905796902,4.421145672094136,0.5145375303321184,1979,10,8.2109375,15.3359375,8.17654249175597,8.176670987940659,8.183459393592853,8.215432319706661,8.02040886483402,8.022646266713963,8.134183056370212,8.177475419653215,0.464599609375,,,0.3741661723003508,0.37768578424983645,0.3048958636831699,0.21618681808791018,8.595240155391878,4.739878107227769,0.5514538304382801,3.4822458236011093,2.2041129097992442,0.6329572986664955,8.592464905796902,4.703227754587246,0.5473665363956524
10,train,received,0.8256170749664307,95.875,96.4375,1.2802734375,4.9375,5.62890625,2691,10,9.0,14.4453125,8.962236514267108,8.962359646771604,8.973846161127401,8.999014726092438,8.748048268991518,8.750204052926875,8.938311145558409,8.89734690421256,0.37744140625,,,7.96484375,0.21050231030678565,0.3113714412147989,0.233196912140927,0.19011449900076047,8.592177040434688,4.5027015089546705,0.5240466400732908,3.4859942480838706,2.092343212673269,0.6002141896313675,8.590458881929958,4.476222052826168,0.5210690272020168,2241,10,8.375,15.3359375,8.336004753264609,8.336131866042646,8.343198419846845,8.37439701436228,8.105212175892126,8.107439154264576,8.22147830034886,8.261317883856245,0.453857421875,,,0.3297722617258382,0.3587758830460109,0.2876523925824571,0.20990461478478847,8.592177040434688,4.802291988889289,0.5589144597800717,3.4859942480838706,2.220670502113421,0.6370264389661705,8.590458881929958,4.773856739378996,0.5557161503235654
