epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected
1,train,baseline,4.106678009033203,79.9375,79.9375,1.5,4.62109375,4.62109375,1635,10,5.51171875,13.9453125,5.502020053146758,5.502166581263711,5.505133314320636,5.548021859731876,5.461944498408106,5.464464432074195,5.513686865674917,5.6460486481358805,0.60498046875,,,5.515625,0.38829473628013395,0.582912475447375,0.406389969499735,0.3563870760757421,8.592528995279824,3.89958444872177,0.4538343077880735,3.5027132743958074,1.9304638451147484,0.5511338479304274,8.584286608614438,3.8588262943521547,0.44952207099886143
2,train,baseline,1.765353798866272,90.6875,90.6875,1.4736328125,4.890625,4.890625,285,10,5.8984375,13.890625,5.8947638548426475,5.894908653500917,5.898475899187929,5.939941330357599,5.861366284345704,5.8638466649595395,5.922611816850973,6.041533109864202,0.5751953125,,,5.90234375,0.4164195752401597,0.6124492940903418,0.43055669392381557,0.3622825429292197,8.597309280158923,4.485398316968909,0.5217211770338912,3.480026003325694,2.2072786697230287,0.634270740394939,8.592335765570068,4.445100522145696,0.5173331959346191
3,train,baseline,1.4060120582580566,92.4375,92.4375,1.4482421875,4.88671875,4.88671875,344,10,5.92578125,13.8203125,5.917840631769302,5.917985289170701,5.921531465064742,5.962960102142369,5.894844236305435,5.89732087167764,5.956174589746411,6.07465505973294,0.5712890625,,,5.9296875,0.40002462121364374,0.596483441637212,0.4078914175047833,0.35865265443941347,8.596519523402453,4.801969221207614,0.5585945809970105,3.4732399869660195,2.3861261629820167,0.6870029632091074,8.591439110427793,4.782709634240578,0.5566831787745083
4,train,baseline,1.1906582117080688,93.6875,93.6875,1.4228515625,4.98046875,4.98046875,414,10,6.2890625,14.28125,6.284860221277678,6.285002768610258,6.289726115379914,6.32909312860141,6.218511405405785,6.220954245215765,6.297695162957508,6.395025306203353,0.5595703125,,,6.29296875,0.38755652436510934,0.5814326199112321,0.41646737119962646,0.3405794631763806,8.598637465404446,5.010935588651008,0.5827592579419574,3.4924015197904996,2.4174578392010613,0.6922050129408025,8.596155792395212,4.990581797951277,0.5805597197722162
5,train,baseline,0.967790424823761,94.625,94.625,1.3974609375,5.05078125,5.05078125,517,10,6.4921875,14.1953125,6.49383061515482,6.4939720815440545,6.499070595959657,6.53758621435145,6.436042401336307,6.438462980882996,6.521223326821432,6.610365959594632,0.54248046875,,,6.50390625,0.3838161579977259,0.5835889867895944,0.403410688812437,0.33920638029143935,8.596037963394897,5.309985624210548,0.6177247758586487,3.4922196151435916,2.5390436864060923,0.7270572776682869,8.59527788261117,5.294704752317906,0.6160015795451422
6,train,baseline,0.9134547114372253,95.0,95.0,1.373046875,5.05078125,5.05078125,585,10,6.546875,14.21875,6.542431428695693,6.542572664708057,6.5478796599528035,6.586082748614817,6.5084309720879725,6.510844677452636,6.597487609343304,6.682059988205409,0.53955078125,,,6.55078125,0.3630811741597281,0.5804028745608037,0.371790388856522,0.3023496062153885,8.593772611041778,5.620938724287158,0.6540711488066427,3.47320458950462,2.655735697160136,0.7646355487336612,8.590737778631407,5.600485932439588,0.6519214154540057
7,train,baseline,0.8227661848068237,95.4375,95.4375,1.349609375,5.0859375,5.0859375,681,10,6.69140625,14.25,6.679963619843546,6.680103926918701,6.685534939761818,6.723249503832904,6.636452720009208,6.638852106774911,6.727269145684951,6.8087173782471915,0.5302734375,,,6.6953125,0.34866040470860693,0.5776407558014608,0.36754509367257454,0.3049008473341161,8.595250935594905,5.613331647171803,0.6530736204484396,3.475352522529201,2.5903589122069706,0.7453514126739084,8.593146237241651,5.5870697914318255,0.6501774364339507
8,train,baseline,0.7563508152961731,95.8125,95.8125,1.326171875,5.09375,5.09375,626,10,6.83203125,14.3046875,6.825222747499779,6.825362194519439,6.831125338417528,6.868149400047868,6.768349013096866,6.7707339070458,6.864213872328685,6.9392241419696195,0.5224609375,,,6.84375,0.360792062830367,0.5853428284280311,0.36857295337005935,0.3076186821776556,8.592259667558936,5.624984420648684,0.6546571726511548,3.5152231016512,2.643481035924644,0.7520094626946796,8.591541776521655,5.601772692639775,0.6520101791215047
9,train,baseline,0.7375320792198181,95.9375,95.9375,1.302734375,5.0859375,5.0859375,768,10,7.01171875,14.21875,7.005712286972219,7.005850775125727,7.012594478836718,7.048222309543951,6.969812046011697,6.972176466550801,7.0820525338035685,7.1386688146988675,0.5068359375,,,7.01953125,0.3132035750604191,0.5693522766991658,0.3514867952621501,0.293599956365874,8.59504568482986,5.825850435283606,0.6778149469951222,3.4752946040458217,2.719412715055859,0.7824984713209665,8.592736083227638,5.801076792239425,0.6751140423785018
10,train,baseline,0.7078924775123596,96.1875,96.1875,1.2802734375,5.109375,5.109375,1041,10,7.09375,14.1875,7.086043684564543,7.086181588129389,7.092770217844626,7.128327153389181,7.025408011744114,7.027765539351059,7.134402434494383,7.1936297691971305,0.5,,,7.09375,0.2968218870095932,0.5500357793579995,0.3112039424348744,0.2698171334669024,8.598125271539384,6.023583805030511,0.7005694398253476,3.4564451478533647,2.8277819250307994,0.8181185594069101,8.59719782615435,6.001146453947309,0.6980351709123935
