epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected
1,train,baseline,5.136877059936523,73.9375,73.9375,1.5,2.33984375,2.33984375,91,10,3.8046875,5.7578125,3.8077414962489278,3.807793798769709,3.8082686596469038,3.8269427640144773,3.8023487849198507,3.8034853034176117,3.8126888191487907,3.8813148828549555,0.33935546875,,,3.8046875,0.26059744825849607,0.19215226649248157,0.39208805490998205,0.3384903957880969,8.594810888755806,3.2902169187660624,0.3828143470929071,3.4778421102401813,1.7584757803828133,0.5056226604437118,8.563023152011272,3.262243144038191,0.3809686235955066
2,train,baseline,2.801833152770996,84.25,84.25,1.4736328125,2.419921875,2.419921875,44,10,4.015625,5.9609375,4.0168544860423685,4.016903957837981,4.0175174721073,4.03519260026865,4.011366112691024,4.012448804556986,4.02417576443102,4.086431877809869,0.325927734375,,,4.015625,0.2843294402613532,0.2365645990006316,0.36697897024806697,0.3149786980643614,8.596526932950233,3.6332325589367898,0.42263958308682975,3.489401994769435,1.9038861521346195,0.5456196090300053,8.577264050838465,3.6019334196918615,0.4199396682138702
3,train,baseline,2.225905418395996,88.75,88.75,1.4482421875,2.52734375,2.52734375,47,10,4.19140625,6.140625,4.193134013812631,4.193184004860853,4.193953194838147,4.211032436915084,4.1963977240858,4.197448876246035,4.211648812730558,4.268372418035518,0.317138671875,,,4.1953125,0.30270532414303253,0.25266567353591923,0.366654184537371,0.31748157829263735,8.590205560243525,3.7135658158057874,0.43230232265833124,3.4707447236747444,1.960108948095642,0.5647516899544037,8.574308476522909,3.557646913493458,0.41491939825054797
4,train,baseline,1.8192604780197144,90.3125,90.3125,1.4228515625,2.5546875,2.5546875,41,10,4.33203125,6.15625,4.332281861408964,4.332328373267411,4.333150986402556,4.349199413202681,4.338215375148612,4.339223206223015,4.354574525796879,4.406802723684527,0.29638671875,,,4.33203125,0.278324176369384,0.25532412671158833,0.35117148260762254,0.2898060100970777,8.596127408093004,3.9001262646236903,0.45370735907797677,3.4880331870368977,2.0443844632527206,0.5861138222109165,8.586083395572338,3.8717394145079034,0.450931960025508
5,train,baseline,1.5503181219100952,91.4375,91.4375,1.3974609375,2.560546875,2.560546875,57,10,4.44140625,6.140625,4.4417596539216975,4.4418051522648865,4.442707872877896,4.45834665685229,4.438803621815488,4.439814132542359,4.456669917539337,4.506282153664381,0.276611328125,,,4.44140625,0.27064450311336546,0.2468588167626268,0.3733325208434446,0.33288131130571946,8.598823261913848,4.033267154737191,0.46904873281922804,3.4656668889681956,2.1008762662403657,0.6061968254732762,8.592674812239274,4.006474328101669,0.4662662576727457
6,train,baseline,1.4484916925430298,91.8125,91.8125,1.373046875,2.560546875,2.560546875,54,10,4.53125,6.12890625,4.530547197371984,4.53058575303981,4.53145997004796,4.545939615230213,4.528095245108334,4.529028526396283,4.546188133476844,4.592068142271703,0.260986328125,,,4.53125,0.2630480683011056,0.23873280057178348,0.3749726568713321,0.3211556894959839,8.591818027989564,4.082156294476653,0.47512136327587634,3.482191249193848,2.101816409458352,0.6035901703977165,8.590182984089452,4.055811581991725,0.47214495773882936
7,train,baseline,1.2426681518554688,93.0625,93.0625,1.349609375,2.56640625,2.56640625,52,10,4.69140625,6.16015625,4.691029031566795,4.691071867373103,4.6922016458640785,4.706814986831714,4.68399253529247,4.684987583911378,4.7058043760283885,4.747951268013971,0.23828125,,,4.69140625,0.2654342180276781,0.24135397383219084,0.3675481259058429,0.3210452940568424,8.597030529945664,4.263389275478598,0.49591417183271813,3.462066493476353,2.152543587685917,0.6217510818298844,8.592484830965596,4.2425187577508545,0.49374759935119883
8,train,baseline,1.1941804885864258,93.625,93.625,1.326171875,2.572265625,2.572265625,54,10,4.80859375,6.19140625,4.807142080725564,4.807182049642333,4.8083743642377765,4.821964877133551,4.81063319451006,4.811548805151606,4.833313858449578,4.870271247521834,0.223388671875,,,4.80859375,0.2520125022786662,0.2227874810118259,0.33189440830664146,0.29869469192821774,8.59621559765943,4.367046073187299,0.5080196074161233,3.4598988241950517,2.166405393487871,0.6261470359590318,8.591895866873578,4.336699791027155,0.504743057669901
9,train,baseline,1.0299420356750488,94.1875,94.1875,1.302734375,2.58203125,2.58203125,52,10,4.87109375,6.1875,4.872110208679178,4.872156196663603,4.873529661788226,4.887363890193949,4.8669150658160065,4.867869982698117,4.891268602248951,4.926982116250878,0.212646484375,,,4.87109375,0.24584728850222287,0.21707069727525294,0.33519988306699616,0.28356756311532677,8.59688320462154,4.489042213537612,0.5221708969041685,3.4770430588586123,2.2598915817923784,0.6499463893709212,8.593973829460422,4.470447645324205,0.5201839956737319
10,train,baseline,0.9669772386550903,94.625,94.625,1.2802734375,2.58203125,2.58203125,62,10,4.97265625,6.17578125,4.975797151551369,4.975834945774299,4.977111936733066,4.989444069169885,4.97439405749654,4.975225224309457,4.998030248601322,5.029086711661568,0.1944580078125,,,4.97265625,0.2399901434390218,0.20904803412560338,0.3324516876790451,0.2892353336550423,8.596366361558768,4.558321343675529,0.530261409525242,3.488873295052648,2.2413782144021805,0.6424361175800044,8.593151135110336,4.543054252162717,0.5286831548441495
11,train,baseline,0.9542111754417419,94.8125,94.8125,1.2578125,2.59375,2.59375,65,10,5.05859375,6.2109375,5.058451170259943,5.058484620014258,5.059717524767301,5.071009033002266,5.045003503539177,5.04579291479692,5.068573313099426,5.097099067600291,0.1859130859375,,,5.05859375,0.2093482043925559,0.1975152787785487,0.3014515013686477,0.25725138113462453,8.59731007851343,4.579148486492398,0.5326257218448708,3.4781531223556374,2.258188027598366,0.6492491699356152,8.594760788846134,4.563785651568529,0.5309962387191962
12,train,baseline,0.8763313889503479,95.1875,95.1875,1.2353515625,2.595703125,2.595703125,68,10,5.1484375,6.19140625,5.14711208815411,5.147145570725269,5.1484798259336095,5.159527645996861,5.140580155804316,5.141386918105886,5.165554807715769,5.191150518905666,0.168701171875,,,5.14453125,0.20179873372280763,0.19907591738957134,0.30207751240795927,0.26429150875969903,8.594074543670907,4.766100615772929,0.5545798551727616,3.487505265162495,2.2781078171946274,0.6532198933005718,8.59130959277331,4.751406751033988,0.553048019015715
13,train,baseline,0.8403476476669312,95.375,95.375,1.2138671875,2.59765625,2.59765625,66,10,5.15234375,6.19921875,5.153760869642476,5.153791972201896,5.155043004619219,5.165544323078908,5.1499414425573695,5.150703947108735,5.174073254507138,5.198923946553306,0.16845703125,,,5.15625,0.2139920148781034,0.19673530823633859,0.30643886991675595,0.2765686395445288,8.596429108034215,4.764602817111725,0.554253720612752,3.483070994232169,2.286152874499904,0.656361262312966,8.595907260540915,4.755598591115567,0.5532398671802692
14,train,baseline,0.8149844408035278,95.5,95.5,1.1923828125,2.60546875,2.60546875,78,10,5.23828125,6.25390625,5.237821096092639,5.237850355740966,5.2391402141328545,5.2488038941843485,5.233145149417826,5.233823918941622,5.257136609223561,5.278133708605466,0.1624755859375,,,5.23828125,0.21545104320128208,0.19924612249844584,0.3160552304078183,0.2796034600757019,8.594094158360296,4.774743306466835,0.5555842440732379,3.479895346642328,2.2743737757823306,0.6535753375390504,8.592459191641712,4.7587487143096805,0.5538284917243178
15,train,baseline,0.7878372669219971,95.75,95.75,1.171875,2.6015625,2.6015625,74,10,5.25390625,6.203125,5.2546832480537065,5.254710867625779,5.255962945016818,5.265374381067277,5.251959443470891,5.252639336504512,5.275938023961003,5.296414766915519,0.1527099609375,,,5.25390625,0.20047897712673338,0.20828722034890362,0.3120523898726654,0.27620424801503807,8.59717096328901,4.869202987713061,0.5663727066153696,3.4729060514876635,2.301897784121606,0.662816024964326,8.59488208271338,4.85356961056497,0.5647046188483266
16,train,baseline,0.7588875889778137,95.8125,95.8125,1.1513671875,2.603515625,2.603515625,73,10,5.28515625,6.21484375,5.284548443558692,5.284580989841824,5.286022240910284,5.295851090062661,5.281625540924298,5.2823458714376565,5.307157454598272,5.3266988839887,0.1497802734375,,,5.28515625,0.19543928986558956,0.19630939244888312,0.3042033784385829,0.2692010188709223,8.591867183148914,4.939208368666158,0.5748701956605364,3.4812923308676003,2.3225212828008956,0.6671434232074621,8.590731717315336,4.9278949907303335,0.5736292498574657
17,train,baseline,0.7373821139335632,96.0625,96.0625,1.130859375,2.611328125,2.611328125,74,10,5.2734375,6.20703125,5.274962167804997,5.274995414490707,5.276417710907254,5.286305253982419,5.272539999062941,5.273234490652267,5.297032985976311,5.317057297754542,0.150390625,,,5.27734375,0.2030863596273489,0.19690468664178296,0.3118929059869139,0.27862119767249766,8.595020049049968,4.914246943419935,0.571755146046823,3.4827627107340016,2.284424116551535,0.6559229859418377,8.593458779094151,4.900714580487524,0.5702842948883168
18,train,baseline,0.7213572859764099,96.0625,96.0625,1.111328125,2.619140625,2.619140625,78,10,5.35546875,6.2421875,5.355321093024584,5.355351818774584,5.356778469456094,5.36588197767024,5.349008144054277,5.3496893800163825,5.374368924405247,5.391658592037106,0.1417236328125,,,5.35546875,0.20132966210556655,0.20597313429293565,0.29810779225007616,0.26275483453664894,8.59910794303041,4.996407880800015,0.581037930201773,3.489448008751461,2.3478024985996337,0.6728291961110741,8.598029281696679,4.981545264823265,0.5793822167398155
19,train,baseline,0.6900782585144043,96.1875,96.1875,1.091796875,2.625,2.625,69,10,5.35546875,6.234375,5.356270254587347,5.3563050631432025,5.357824366041199,5.367259641797985,5.3591389089829224,5.359807253790195,5.384125107301975,5.401216242919864,0.1407470703125,,,5.35546875,0.1965209030847205,0.20757452194866002,0.30984606554931743,0.26542959732876353,8.595299915759309,5.054622158479566,0.5880681544586964,3.4735638471148924,2.41266610419117,0.6945794608598044,8.593068824566316,5.039810746702341,0.5864971932139383
20,train,baseline,0.6800925135612488,96.3125,96.3125,1.0732421875,2.62109375,2.62109375,73,10,5.41015625,6.24609375,5.411228608832404,5.411260515982104,5.412787670261487,5.421566545120478,5.409104174178998,5.409725041384583,5.434400155974388,5.449145402581631,0.1336669921875,,,5.41015625,0.19531145186463386,0.19218828778737276,0.2921874818296821,0.24394201613657754,8.594226117194776,5.0799073858036845,0.591083748150416,3.4879553014572786,2.383986247199089,0.683491054545066,8.593250876774448,5.068025242114157,0.5897680999645718
21,train,baseline,0.6538019180297852,96.375,96.375,1.0546875,2.62890625,2.62890625,73,10,5.421875,6.25,5.419915014468434,5.419945535874195,5.421406101651317,5.430005667755579,5.4164859284218,5.417115162199899,5.441202815334362,5.456150074742253,0.1326904296875,,,5.421875,0.2005607149681129,0.20893926154167466,0.3115201965612479,0.2776039386942563,8.598656432518418,5.116502143689352,0.5950350713327437,3.4781054591590927,2.3943743491852567,0.688413384039295,8.598438514765338,5.103711844200563,0.5935626376157032
