epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected
1,train,baseline,4.817378044128418,76.25,76.25,1.5,3.3046875,3.3046875,599,10,4.578125,8.6484375,4.573265761567851,4.573357722632978,4.574493286970804,4.602290393392857,4.579419895170209,4.581165553677175,4.601316351624454,4.697889897495883,0.470703125,,,4.58203125,0.3627029547464069,0.5459066835782358,0.3632755439710989,0.3260743745548656,8.595347668391696,3.4121205028369097,0.3969729479802837,3.4691138420280714,1.8229531969440753,0.5254809383477489,8.579643380033545,3.376363076291769,0.39353186685465336
2,train,baseline,2.2521047592163086,88.375,88.375,1.4736328125,3.337890625,3.337890625,198,10,5.078125,8.703125,5.0754719666573385,5.075555302542063,5.076978618943973,5.102254299045523,5.062385118670056,5.064037996257905,5.08974274834189,5.1736647767568025,0.416259765625,,,5.0859375,0.36145992824322964,0.5617020103499163,0.3683770653921402,0.3239847739787164,8.597200705872424,4.171333339236673,0.48519669156815104,3.4804629379529253,2.1477913389722305,0.6170993276645775,8.587957020318333,4.138499755265151,0.48189572275150344
3,train,baseline,1.7207417488098145,91.125,91.125,1.4482421875,3.34765625,3.34765625,249,10,5.3203125,8.703125,5.315494158251923,5.315575576095376,5.3171796083791945,5.341282303241789,5.3015463300906776,5.303128506205978,5.3315976973309205,5.408138843978589,0.388916015625,,,5.3203125,0.29879271910134547,0.5312282835635327,0.36053061363147726,0.31899436311816576,8.597173742403687,4.558238316197509,0.5302019538950332,3.467718311847634,2.270411221187567,0.6547276961426172,8.592677127158264,4.5377468844389846,0.5280946574958403
4,train,baseline,1.3389458656311035,92.9375,92.9375,1.4228515625,3.373046875,3.373046875,318,10,5.75,8.859375,5.749803848634814,5.74987889025904,5.751979156529274,5.773740869684143,5.72594343442554,5.7274463790805665,5.76483528373139,5.826061205105966,0.350830078125,,,5.7578125,0.2716895190567633,0.48886982534036566,0.34573996211235813,0.3126663562784141,8.59448050262602,4.8759262462313435,0.5673322831719169,3.4738673176827444,2.394955138755357,0.6894204411793483,8.592020412550312,4.848911873732764,0.5643505998484347
5,train,baseline,1.0527610778808594,94.4375,94.4375,1.3974609375,3.41015625,3.41015625,270,10,5.73046875,8.8515625,5.733166279293753,5.733246268858392,5.735610385558071,5.758117013736974,5.7258271649853665,5.7273653147546835,5.768256823668106,5.827747102394656,0.3525390625,,,5.734375,0.2282856502991836,0.4579784939481216,0.3743228084421387,0.32280393528023765,8.594035790227844,4.9552435654369305,0.5765909854682555,3.4693392829696927,2.398721279902184,0.6914057935114727,8.593218405361291,4.932623258390257,0.5740134866481228
6,train,baseline,0.8895090818405151,95.3125,95.3125,1.373046875,3.419921875,3.419921875,249,10,6.03515625,8.9921875,6.03490751063906,6.0349851668500385,6.037837808633848,6.058825617192532,6.009964957230969,6.011471175255944,6.060255059357606,6.108420749676916,0.3291015625,,,6.0390625,0.24303513039598737,0.46733605491357644,0.3330322614557962,0.27664701223446164,8.594483101484336,5.2529625530600175,0.6112016849684409,3.4712063185638726,2.538112101264007,0.7311902169831522,8.591560168856535,5.229491854558092,0.6086777898052123
7,train,baseline,0.788972020149231,95.9375,95.9375,1.349609375,3.4375,3.4375,311,10,6.3125,8.96875,6.309319467795977,6.309391436560777,6.3126274567955045,6.331704612059704,6.295052477031497,6.2964534312139895,6.351678877808088,6.386988506642731,0.29638671875,,,6.3125,0.19100560043732645,0.4545258022060433,0.32883580858758654,0.27507049012799856,8.5921529506249,5.470670423766237,0.6367054282208,3.4595969066663685,2.618028569310486,0.7567438172538983,8.59105515209684,5.4476982780101935,0.6341128280011751
8,train,baseline,0.6724817752838135,96.5,96.5,1.326171875,3.4453125,3.4453125,329,10,6.421875,8.9765625,6.416083109046559,6.416153082495962,6.4196375162539825,6.438018612257788,6.386145942174995,6.387545974556379,6.447437792380419,6.477433638978549,0.284912109375,,,6.421875,0.1786715765459132,0.41574931876273025,0.31645853608708424,0.2809500576368189,8.593676230517257,5.72814027827495,0.6665529541284768,3.4725171786896283,2.759062066141925,0.7945423806896963,8.593326956524184,5.714634966654872,0.665008441499626
9,train,baseline,0.5826935172080994,96.9375,96.9375,1.302734375,3.451171875,3.451171875,330,10,6.47265625,8.984375,6.471276668176827,6.471349064348871,6.475106776072044,6.493471647759913,6.463608089166971,6.46500811833343,6.528135591442763,6.554267484579528,0.279296875,,,6.47265625,0.19217568683730687,0.4166729315525924,0.3001931921288827,0.27347213663491626,8.594594678972605,5.841577574135644,0.6796804028964335,3.4652133519238095,2.768481271838021,0.798935300852694,8.592876477481983,5.8284881994841236,0.6782930273416518
10,train,baseline,0.5295365452766418,97.1875,97.1875,1.2802734375,3.455078125,3.455078125,341,10,6.6328125,9.03125,6.62833759562138,6.628406997880193,6.632554311293625,6.649757229950656,6.60569025009502,6.607065341912138,6.677175416571099,6.694203179480251,0.265869140625,,,6.6328125,0.1876651011720464,0.42853645025028264,0.3344092378945917,0.2733309820735431,8.598733104479921,5.924189144283233,0.6889606959886617,3.467635589345675,2.8040060606919037,0.8086218947882599,8.596901487866043,5.906551648547798,0.6870558720353495
