epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,topsim_cosine_nn,topsim_cosine_norm_nn,entropy_target_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,entropy_target_category_nn,mutual_info_msg_target_category_nn,proficiency_msg_target_category_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn
1,train,received,6.215991497039795,71.1875,72.4375,1.5,2.43359375,2.59375,91,10,4.140625,5.9296875,4.143057452751044,4.143098798842052,4.143563207155598,4.159018760711559,4.1572399768085235,4.158099585330281,4.1669309062941915,4.22206501769577,0.30126953125,,,3.310546875,0.11051385402978496,0.4057978145305087,0.24235779231307272,0.250215424042827,8.594631983161825,2.6235464437404206,0.30525407590230064,3.4942116784499033,1.3264608211434812,0.37961661834177246,8.573037539824067,2.5243834500399016,0.29445612926730586,91,10,3.771484375,5.87890625,3.774842391663876,3.7748912345387624,3.775325333683973,3.793184313505354,3.735575697843452,3.736705253343695,3.7454120772029484,3.813978739479082,0.3583984375,,,0.2501558381786245,0.5335970060414909,0.3099009322785276,0.2887469125581378,8.594631983161825,2.786150075790742,0.3241732841207428,3.4942116784499033,1.4199096795384993,0.40636052140046575,8.573037539824067,2.6751347547833677,0.3120404806763818
2,train,received,3.7468481063842773,82.625,84.0625,1.4736328125,2.458984375,2.62109375,46,10,4.2890625,5.890625,4.291025644329832,4.291069308479294,4.2916021356624405,4.307433275255975,4.2826634059943975,4.283659545608697,4.294065334337093,4.3501319267415015,0.27197265625,,,3.564453125,0.1059580761088499,0.3905105806565506,0.21642743749364973,0.22476710610846465,8.59378576179408,2.964692764135725,0.344980995141401,3.4773667968060447,1.4802996586677075,0.4256955751769874,8.576861181339346,2.8884129305634403,0.33676806345516613,45,10,3.91015625,5.83984375,3.910766124231714,3.9108161538955533,3.9113222431243675,3.929652862944532,3.8991019328363774,3.900232409819165,3.9100876174384434,3.976199614536728,0.33056640625,,,0.2379529849511482,0.5217954629180358,0.28587444073892276,0.25890238861710074,8.59378576179408,3.1434065155721718,0.3657766905880999,3.4773667968060447,1.5787703711568786,0.4540131839433724,8.576861181339346,3.049947805518787,0.35560186192059984
3,train,received,3.3411800861358643,84.75,86.125,1.4482421875,2.4765625,2.640625,57,10,4.5703125,6.125,4.564999402216958,4.565032373835648,4.565680575237838,4.5789111865465895,4.562913469938162,4.563761806818795,4.5774449861489765,4.622752067486204,0.25390625,,,4.296875,0.11141591131753627,0.37371650534338563,0.2019228781124719,0.19401454494641124,8.59691906414187,3.1586958875108504,0.3674218477507728,3.4675726166091803,1.4610670900977771,0.42135154808279235,8.584999491200026,3.065934572894866,0.3571269370531208,56,10,4.20703125,6.2578125,4.210764724335213,4.210803641063001,4.211397909786026,4.226802786584292,4.187708610877262,4.1886683627736545,4.200892291839231,4.256792025270876,0.32763671875,,,0.25327325145363516,0.5565335372311093,0.2688496461461167,0.24036617125337234,8.59691906414187,3.36482606024716,0.39139906228523175,3.4675726166091803,1.5699069424383163,0.4527394566789128,8.584999491200026,3.262309844419793,0.3800011692212438
4,train,received,2.424964666366577,88.5625,90.125,1.4228515625,2.6328125,2.814453125,54,10,4.703125,6.3671875,4.707419868223143,4.707453927000124,4.708269675137913,4.7214284986103605,4.688700600983599,4.6895649901832,4.705864161498489,4.747857782864805,0.260986328125,,,3.95703125,0.1802788179641481,0.2817824571715571,0.19753309595285717,0.15718122829349201,8.589924038232896,3.205137084073609,0.373127523573883,3.478663042525092,1.449697277780094,0.4167397819386921,8.586479582580154,3.1285314430590843,0.36435554443128265,48,10,4.2890625,6.33203125,4.285826130490675,4.2858668604609305,4.286522761980431,4.302192943841153,4.296076903577578,4.297078004616962,4.310549156209111,4.3645354083012835,0.322509765625,,,0.2569901258145536,0.392584112106553,0.23437762009893814,0.2110201726328426,8.589924038232896,3.4131769653837436,0.3973465830654652,3.478663042525092,1.5583986721023666,0.4479878197605354,8.586479582580154,3.332972665959052,0.38816521181985114
5,train,received,2.138566732406616,89.4375,90.875,1.3974609375,2.689453125,2.87890625,69,10,4.76171875,6.3984375,4.76672923907262,4.766757209921269,4.767444855053996,4.778842766937155,4.758149395120782,4.758833680857982,4.772860408950919,4.810071981286484,0.25537109375,,,3.8359375,0.20066952258763643,0.26390581109205324,0.1866935356271194,0.15878062104722304,8.593743874314214,3.200149978752388,0.37238135387270455,3.4987435777770424,1.4353996687548536,0.41026146582221024,8.589437329514894,3.1222352112060037,0.3634970594031144,63,10,4.37109375,6.41796875,4.36967087912547,4.369704613474611,4.370257715839746,4.38402461696475,4.379612510415644,4.3804262647079195,4.391911813363246,4.440616105195526,0.31884765625,,,0.27487020605073986,0.39351173327388095,0.2288481579768123,0.21327298711160525,8.593743874314214,3.4420100669750884,0.4005250932905844,3.4987435777770424,1.5386399420550418,0.4397692794144778,8.589437329514894,3.358681759820584,0.3910246539991081
6,train,received,1.9494285583496094,90.0,91.4375,1.373046875,2.716796875,2.90625,74,10,4.79296875,6.4140625,4.791710000430088,4.791737553637223,4.792408427177697,4.803426105145713,4.789912094971955,4.790622232277791,4.804830968977528,4.841247891331091,0.252685546875,,,4.44921875,0.18127722732036647,0.24593565414890603,0.20176802134931954,0.15153018015254455,8.596512815249081,3.1678425328952162,0.3685032060064961,3.476821258403763,1.3786354148544469,0.3965217974672042,8.593323879175143,3.0946858063217455,0.36012675070019573,71,10,4.3984375,6.4296875,4.397698796624368,4.397731617107415,4.398259031414221,4.411451651974527,4.390818308469972,4.391582421107489,4.40233506098392,4.449354705331346,0.315673828125,,,0.2627487469248412,0.36770672447348246,0.24137311674051995,0.20592316852182407,8.596512815249081,3.3997908232497425,0.39548487814954003,3.476821258403763,1.480305207339855,0.4257639657954333,8.593323879175143,3.3176581343035467,0.38607390818161536
7,train,received,1.7654614448547363,90.9375,92.3125,1.349609375,2.728515625,2.919921875,82,10,4.9140625,6.4296875,4.913585180307507,4.91360881619039,4.914242871625104,4.923862997237381,4.886086886211167,4.886674145369487,4.899697603211381,4.931658180551559,0.2359619140625,,,4.578125,0.1998392694912377,0.23377943471659918,0.18662278558453993,0.14053376971973996,8.598560529182006,3.189335464420128,0.3709150448608326,3.492054112166687,1.3681467205875508,0.39178852235444533,8.595625206348572,3.124615434410188,0.36351229368428073,77,10,4.5390625,6.42578125,4.542421838810659,4.542450308652482,4.542955187720795,4.554610402283952,4.516258451402865,4.516940834672405,4.527344381992638,4.569652993625439,0.29345703125,,,0.26164688099380107,0.3425526532938016,0.21497394264512834,0.18637472519978399,8.598560529182006,3.441742276632157,0.4002695875607885,3.492054112166687,1.492907456542512,0.42751555634291694,8.595625206348572,3.367857542135625,0.3918106549885617
8,train,received,1.6411243677139282,91.5,92.9375,1.326171875,2.744140625,2.939453125,78,10,5.015625,6.44140625,5.010646171124079,5.010668284821572,5.011296170488287,5.020259291655717,5.026444469736612,5.026985910048059,5.040321844599112,5.068274371794614,0.221435546875,,,4.75390625,0.1783054413726854,0.17637889480013638,0.1827234130603755,0.1308281791979761,8.597854667430722,3.205589673133077,0.3728359918987787,3.469789309259915,1.3806478249431002,0.39790537749901134,8.593070228498906,3.144904697092324,0.3659814959573182,74,10,4.66015625,6.4296875,4.654995254826935,4.655022913643963,4.655534153129148,4.6666026812684205,4.658434647887879,4.659064156651804,4.6694366086592884,4.707915001021804,0.275146484375,,,0.22366377445845154,0.30035081189965507,0.2089082603440221,0.18051820707483784,8.597854667430722,3.47279280559463,0.4039138761846968,3.469789309259915,1.5088820642177314,0.4348627336509855,8.593070228498906,3.4007649289361357,0.39575667817277965
9,train,received,1.5497851371765137,91.875,93.3125,1.302734375,2.755859375,2.94921875,82,10,5.02734375,6.44921875,5.024532242056252,5.0245552834862375,5.025232511200547,5.034489812518351,5.010042396018367,5.010639669703377,5.024702011206558,5.053885145932249,0.2205810546875,,,4.53125,0.20328173266387867,0.1801393957137761,0.19517412803566297,0.13835696514845836,8.592821026402863,3.2383770812901043,0.3768700722777369,3.4844894932776107,1.3738214804884574,0.3942676490024946,8.593566476350704,3.1683748404054173,0.3686914913761023,79,10,4.65625,6.41015625,4.653763774006861,4.653792255288098,4.654339600277131,4.6657160125028705,4.645446854830629,4.646148181377964,4.65750710450626,4.697344479287355,0.273681640625,,,0.24293706345618282,0.2981941962800351,0.22258968988294647,0.1947988527576793,8.592821026402863,3.4946541863580736,0.40669463213770785,3.4844894932776107,1.499721423871419,0.4303991809315912,8.593566476350704,3.4316120229694738,0.3993233813240627
10,train,received,1.5289376974105835,92.125,93.5625,1.2802734375,2.759765625,2.955078125,86,10,5.06640625,6.44140625,5.068195178716462,5.0682164270005075,5.068858395268059,5.077279168246506,5.052571344009477,5.053047959590558,5.065763442349543,5.092089319518748,0.2135009765625,,,4.796875,0.15548476025569194,0.17812005454906651,0.1700395785207503,0.10923613489432249,8.596128208574818,3.248195223181191,0.37786723794336247,3.485457033180095,1.35821166555105,0.38967964677844036,8.594764049705791,3.179825631920157,0.3699724173380893,84,10,4.71875,6.41796875,4.714512028415077,4.714537838872673,4.715058663048053,4.725531202763167,4.698062724915575,4.698684277958402,4.709442224642079,4.746348781761823,0.26513671875,,,0.20631365705618857,0.2949822787850508,0.1920629034826291,0.15517436653600342,8.596128208574818,3.524706010029367,0.41003413682376194,3.485457033180095,1.4903071465850872,0.4275786883608048,8.594764049705791,3.4467892771602973,0.4010336127003143
